galaxy_ID,r90
10500-6102,10.388917922973633
10500-6103,9.997775077819824
10500-6104,13.74013900756836
10500-9101,24.491186141967773
10500-9102,13.332906723022461
10501-12701,14.707918167114258
10501-12702,12.871438026428223
10501-12703,19.277368545532227
10501-12704,13.424824714660645
10501-12705,19.33084487915039
10501-1901,7.6198530197143555
10501-1902,6.8204145431518555
10501-3701,4.686254501342773
10501-3702,10.297438621520996
10501-3703,9.578086853027344
10501-3704,9.098470687866211
10501-6101,12.551335334777832
10501-6102,7.180288314819336
10501-6103,12.29118824005127
10501-6104,11.97073745727539
10501-9101,13.697443962097168
10501-9102,22.94186782836914
10502-12701,10.149298667907715
10502-12702,14.362192153930664
10502-12703,13.903241157531738
10502-12704,12.389115333557129
10502-12705,13.068638801574707
10502-1901,10.837789535522461
10502-1902,7.962727069854736
10502-3701,8.178313255310059
10502-3702,9.126501083374023
10502-3703,7.633156776428223
10502-3704,13.031060218811035
10502-6101,10.869486808776855
10502-6102,20.417686462402344
10502-6103,17.570552825927734
10502-6104,11.611516952514648
10502-9101,12.76758861541748
10502-9102,14.22463607788086
10503-12701,20.888256072998047
10503-12702,33.51445007324219
10503-12703,29.275924682617188
10503-12704,25.589452743530273
10503-12705,41.73942184448242
10503-1901,8.551695823669434
10503-1902,10.169829368591309
10503-3701,7.73876953125
10503-3702,13.34341049194336
10503-3703,8.843442916870117
10503-3704,12.257014274597168
10503-6101,20.656089782714844
10503-6102,10.586187362670898
10503-6103,4.251467227935791
10503-6104,10.727115631103516
10503-9101,27.714820861816406
10503-9102,16.929256439208984
10504-12701,7.313292026519775
10504-12702,7.757718563079834
10504-12703,22.705921173095703
10504-12704,15.26262378692627
10504-12705,10.251147270202637
10504-1901,10.745558738708496
10504-1902,10.423013687133789
10504-3701,12.886063575744629
10504-3702,13.33150577545166
10504-3703,14.575053215026855
10504-3704,12.454673767089844
10504-6101,9.229228973388672
10504-6102,8.79656982421875
10504-6103,6.158005237579346
10504-6104,14.95035457611084
10504-9101,20.167959213256836
10504-9102,17.831344604492188
10505-12701,13.02938461303711
10505-12702,8.245294570922852
10505-12703,10.67492389678955
10505-12704,11.257722854614258
10505-12705,11.833763122558594
10505-1901,4.430511951446533
10505-1902,8.571731567382812
10505-3701,7.754143714904785
10505-3702,10.774300575256348
10505-3703,8.151673316955566
10505-3704,6.963795185089111
10505-6101,10.375823974609375
10505-6102,40.16294860839844
10505-6103,6.027049541473389
10505-6104,9.714838027954102
10505-9101,9.106978416442871
10505-9102,9.574470520019531
10506-12701,10.521492004394531
10506-12702,21.23402214050293
10506-12703,17.04568862915039
10506-12704,14.900761604309082
10506-12705,15.599528312683105
10506-1901,4.991388320922852
10506-1902,9.511585235595703
10506-3701,13.211739540100098
10506-3702,15.416426658630371
10506-3703,9.6685209274292
10506-3704,14.517024993896484
10506-6101,16.967693328857422
10506-6102,15.383976936340332
10506-6103,16.06803321838379
10506-6104,8.344677925109863
10506-9101,16.378578186035156
10506-9102,10.530387878417969
10507-12701,27.260255813598633
10507-12702,13.269762992858887
10507-12703,16.068099975585938
10507-12704,12.210183143615723
10507-12705,15.005208015441895
10507-1901,5.52336311340332
10507-1902,0.0
10507-3701,14.556031227111816
10507-3702,11.53624439239502
10507-3703,16.12621307373047
10507-3704,11.44516372680664
10507-6101,18.51920509338379
10507-6102,11.527708053588867
10507-6103,12.69232177734375
10507-6104,23.963497161865234
10507-9101,16.036863327026367
10507-9102,21.146074295043945
10508-12701,21.242979049682617
10508-12702,21.758520126342773
10508-12703,19.809738159179688
10508-12704,28.638120651245117
10508-12705,13.407917022705078
10508-1901,5.571175575256348
10508-1902,14.142301559448242
10508-3701,8.670469284057617
10508-3703,24.597187042236328
10508-3704,7.522035598754883
10508-6101,43.21906661987305
10508-6102,19.455102920532227
10508-6103,12.96324634552002
10508-6104,10.131823539733887
10508-9101,25.570253372192383
10508-9102,12.465118408203125
10509-12701,19.616029739379883
10509-12702,20.99049186706543
10509-12703,58.15632629394531
10509-12704,47.35040283203125
10509-12705,14.847638130187988
10509-1901,7.237769603729248
10509-1902,8.362385749816895
10509-3701,14.334423065185547
10509-3702,16.684629440307617
10509-3703,11.27893352508545
10509-3704,14.715465545654297
10509-6101,8.761752128601074
10509-6102,13.153952598571777
10509-6103,14.844351768493652
10509-6104,12.532310485839844
10509-9101,21.123775482177734
10509-9102,14.694942474365234
10510-12701,34.39765930175781
10510-12702,23.40652084350586
10510-12703,26.091175079345703
10510-12704,41.21952819824219
10510-12705,20.852529525756836
10510-1901,4.589296817779541
10510-1902,0.0
10510-3701,9.752344131469727
10510-3702,9.652676582336426
10510-3703,7.8773193359375
10510-3704,10.569574356079102
10510-6101,12.944009780883789
10510-6102,19.37080955505371
10510-6103,49.949790954589844
10510-6104,19.03754997253418
10510-9101,16.423595428466797
10510-9102,24.14118003845215
10511-12701,23.379037857055664
10511-12702,21.71489715576172
10511-12703,13.119851112365723
10511-12704,12.241501808166504
10511-12705,25.87859344482422
10511-1901,26.635847091674805
10511-1902,5.76625919342041
10511-3701,26.73215675354004
10511-3702,6.466217041015625
10511-3703,13.995976448059082
10511-3704,25.920108795166016
10511-6101,12.805752754211426
10511-6102,9.306580543518066
10511-6103,11.998998641967773
10511-6104,11.297282218933105
10511-9101,14.175370216369629
10511-9102,23.46487045288086
10512-12701,23.54204559326172
10512-12702,25.297649383544922
10512-12703,20.05555534362793
10512-12704,16.52985382080078
10512-12705,19.445219039916992
10512-1901,10.027779579162598
10512-1902,6.407015800476074
10512-3701,12.187780380249023
10512-3702,13.499407768249512
10512-3703,13.263819694519043
10512-3704,12.911551475524902
10512-6101,17.274690628051758
10512-6102,17.413497924804688
10512-6103,16.565122604370117
10512-6104,11.669757843017578
10512-9101,10.277756690979004
10512-9102,17.780792236328125
10513-12701,26.538227081298828
10513-12702,27.52103614807129
10513-12703,14.038125038146973
10513-12704,22.1118106842041
10513-12705,19.68025016784668
10513-1901,17.802936553955078
10513-1902,8.882060050964355
10513-3701,12.080012321472168
10513-3702,12.369026184082031
10513-3703,9.173016548156738
10513-3704,10.070096969604492
10513-6101,17.809280395507812
10513-6102,13.082170486450195
10513-6103,13.846549034118652
10513-6104,15.195894241333008
10513-9101,19.982749938964844
10513-9102,29.129085540771484
10514-12701,21.46179962158203
10514-12702,20.46013069152832
10514-12703,21.021181106567383
10514-12704,24.013317108154297
10514-12705,27.598398208618164
10514-1901,11.849300384521484
10514-1902,10.50196647644043
10514-3701,11.950155258178711
10514-3702,11.343757629394531
10514-3703,12.050459861755371
10514-3704,9.810758590698242
10514-6101,10.211081504821777
10514-6102,19.971590042114258
10514-6103,9.25537109375
10514-6104,21.556869506835938
10514-9101,17.027751922607422
10514-9102,39.00941467285156
10515-12701,13.117141723632812
10515-12702,27.665878295898438
10515-12703,42.005855560302734
10515-12704,24.01176643371582
10515-12705,18.628768920898438
10515-1901,7.609672546386719
10515-1902,9.978572845458984
10515-3701,11.509156227111816
10515-3702,7.544320106506348
10515-3703,25.021324157714844
10515-3704,28.107357025146484
10515-6101,11.600401878356934
10515-6102,20.216114044189453
10515-6103,11.872220039367676
10515-6104,18.650562286376953
10515-9101,16.33261489868164
10515-9102,15.486312866210938
10516-12701,21.582921981811523
10516-12702,24.240140914916992
10516-12703,11.512228012084961
10516-12704,14.286910057067871
10516-12705,16.70802879333496
10516-1901,20.87682342529297
10516-1902,7.9711480140686035
10516-3701,7.219305992126465
10516-3702,11.596261024475098
10516-3703,19.006420135498047
10516-3704,12.650687217712402
10516-6101,23.341489791870117
10516-6102,15.540121078491211
10516-6103,11.681092262268066
10516-6104,16.588159561157227
10516-9101,20.853355407714844
10516-9102,15.956692695617676
10517-12701,28.177114486694336
10517-12702,0.0
10517-12703,30.651552200317383
10517-12704,31.606672286987305
10517-12705,18.77627182006836
10517-1901,8.30727767944336
10517-1902,5.059747695922852
10517-3701,6.722925186157227
10517-3702,7.202101707458496
10517-3703,13.415278434753418
10517-3704,11.682159423828125
10517-6101,7.855858325958252
10517-6102,10.487200736999512
10517-6103,16.0440673828125
10517-6104,25.90577507019043
10517-9101,16.971824645996094
10517-9102,19.945188522338867
10518-12701,15.300273895263672
10518-12702,33.12043762207031
10518-12703,12.634764671325684
10518-12704,15.549369812011719
10518-12705,33.25943374633789
10518-1901,11.591089248657227
10518-1902,9.462899208068848
10518-3701,9.556617736816406
10518-3702,13.008959770202637
10518-3703,6.649288177490234
10518-3704,6.497485637664795
10518-6101,11.64997386932373
10518-6102,15.21697998046875
10518-6103,17.1953182220459
10518-6104,9.915048599243164
10518-9101,21.729244232177734
10518-9102,17.738134384155273
10519-12701,16.764265060424805
10519-12702,10.351495742797852
10519-12703,39.8314094543457
10519-12704,32.6271858215332
10519-12705,29.039348602294922
10519-1901,6.856011390686035
10519-1902,8.224836349487305
10519-3701,8.584887504577637
10519-3702,9.165438652038574
10519-3703,8.96207046508789
10519-3704,10.183156967163086
10519-6101,0.0
10519-6102,14.220473289489746
10519-6103,19.18999481201172
10519-6104,8.823446273803711
10519-9101,10.792642593383789
10519-9102,19.328142166137695
10520-12701,26.59998893737793
10520-12702,14.931388854980469
10520-12703,19.488889694213867
10520-12704,22.84949493408203
10520-12705,17.98832893371582
10520-1901,7.348631858825684
10520-1902,10.081235885620117
10520-3701,7.878597259521484
10520-3702,8.503461837768555
10520-3703,12.499590873718262
10520-3704,6.420058727264404
10520-6101,14.760181427001953
10520-6102,20.18248748779297
10520-6103,8.256251335144043
10520-6104,11.28786563873291
10520-9101,11.139161109924316
10520-9102,22.88967514038086
