galaxy_ID,Mb,Md,Mh_r90,Mh_2r90,Mh_3r90,M_HI,M_HII,Mtot_r90,Mtot_2r90,Mtot_3r90,NSA_Mstar,M_h1,M_h2,Mtot_(star_HI_Hii)
8332-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,118349000000.0,nan,nan,nan
8332-6103,19116078217.730225,6101342015129.122,13390840455.768087,28787132200.489216,44225225808.80746,nan,nan,6133848933802.621,6149245225547.342,6164683319155.66,16979900000.0,0.0,1e-99,16979900000.0
8332-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46258400000.0,nan,nan,nan
8332-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10461900000.0,nan,nan,nan
8332-9102,2019020128033.4846,944424277631.4156,63427464.71391807,153866754.467908,245981696.5906429,nan,nan,2963507833129.6143,2963598272419.368,2963690387361.491,13058000000.0,6047083980.097955,4031772330.268184,23136856310.36614
8333-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,116850000000.0,nan,nan,nan
8333-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,109738000000.0,nan,nan,nan
8333-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17164100000.0,nan,nan,nan
8333-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,175151000000.0,nan,nan,nan
8333-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3377580000.0,nan,nan,nan
8333-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1516850000.0,nan,nan,nan
8333-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,796808000.0,nan,nan,nan
8333-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33381300000.0,nan,nan,nan
8333-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1767110000.0,nan,nan,nan
8333-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,108914000000.0,nan,nan,nan
8333-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,153810000000.0,nan,nan,nan
8333-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,131415000000.0,nan,nan,nan
8333-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81540100000.0,nan,nan,nan
8333-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85098500000.0,nan,nan,nan
8333-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,112951000000.0,nan,nan,nan
8333-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102711000000.0,nan,nan,nan
8333-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,109742000000.0,nan,nan,nan
8334-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12217900000.0,nan,nan,nan
8334-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3513590000.0,nan,nan,nan
8334-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8162980000.0,nan,nan,nan
8334-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5506170000.0,nan,nan,nan
8334-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,723200000.0,nan,nan,nan
8334-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21634800000.0,nan,nan,nan
8334-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2498920000.0,nan,nan,nan
8334-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2651150000.0,nan,nan,nan
8334-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67053300000.0,nan,nan,nan
8334-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6223100000.0,nan,nan,nan
8334-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8104850000.0,nan,nan,nan
8334-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10618900000.0,nan,nan,nan
8334-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1395980000.0,nan,nan,nan
8334-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3731600000.0,nan,nan,nan
8334-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3987070000.0,nan,nan,nan
8334-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174242000000.0,nan,nan,nan
8334-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3485410000.0,nan,nan,nan
8335-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29981500000.0,nan,nan,nan
8335-12702,126656369.29688065,343830897940.35095,18246138640.017345,38243028913.18992,58263063259.16722,nan,nan,362203692949.66516,382200583222.83777,402220617568.81506,1324870000.0,1389856620.0032432,1e-99,2714726620.0032434
8335-12703,7884145441.750069,4469781054449.473,257652666318.48798,1917905416008.162,5819416026961.904,nan,nan,4735317866209.711,6395570615899.385,10297081226853.127,2009500000.0,3921281315.3942676,1e-99,5930781315.394268
8335-12704,1640012922017.8403,955681796906.41,174586577.42289022,1396201955.454228,4709424690.5165615,nan,nan,2595869305501.6733,2597090920879.7046,2600404143614.767,1277940000.0,349565046.16350025,1e-99,1627505046.1635003
8335-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16518900000.0,nan,nan,nan
8335-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7220370000.0,nan,nan,nan
8335-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2505830000.0,nan,nan,nan
8335-3701,2032266203.234919,18638832928.6671,4182596688.616303,10932235993.557976,17917580192.705887,nan,nan,24853695820.518322,31603335125.459995,38588679324.60791,1704290000.0,995222073.784575,1e-99,2699512073.784575
8335-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1041390000.0,nan,nan,nan
8335-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1259470000.0,nan,nan,nan
8335-3704,111676274788.10876,2767795812219.326,12307333763.54981,35430972499.32483,60026320620.653076,nan,nan,2891779420770.985,2914903059506.76,2939498407628.088,2168450000.0,0.0,1e-99,2168450000.0
8335-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6501880000.0,nan,nan,nan
8335-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2018080000.0,nan,nan,nan
8335-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,133072000000.0,nan,nan,nan
8335-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56635600000.0,nan,nan,nan
8335-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121618000000.0,nan,nan,nan
8335-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,966919000.0,nan,nan,nan
8336-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24797600000.0,nan,nan,nan
8336-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17573800000.0,nan,nan,nan
8336-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6209950000.0,nan,nan,nan
8336-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12560000000.0,nan,nan,nan
8336-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1890490000.0,nan,nan,nan
8336-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1064000000.0,nan,nan,nan
8336-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2223950000.0,nan,nan,nan
8336-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,838523000.0,nan,nan,nan
8336-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,873416000.0,nan,nan,nan
8336-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6693450000.0,nan,nan,nan
8336-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17535100000.0,nan,nan,nan
8336-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25048800000.0,nan,nan,nan
8336-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1516950000.0,nan,nan,nan
8336-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85830200000.0,nan,nan,nan
8336-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,86244300000.0,nan,nan,nan
8336-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,584345000.0,nan,nan,nan
8336-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9944190000.0,nan,nan,nan
8337-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6389820000.0,nan,nan,nan
8337-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1393320000.0,nan,nan,nan
8337-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4849270000.0,nan,nan,nan
8337-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2345240000.0,nan,nan,nan
8337-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1925690000.0,nan,nan,nan
8337-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91626900000.0,nan,nan,nan
8337-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1732320000.0,nan,nan,nan
8337-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21168500000.0,nan,nan,nan
8337-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,191146000000.0,nan,nan,nan
8337-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5374290000.0,nan,nan,nan
8337-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27163300000.0,nan,nan,nan
8337-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11280600000.0,nan,nan,nan
8337-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25389200000.0,nan,nan,nan
8337-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27510100000.0,nan,nan,nan
8337-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14558000000.0,nan,nan,nan
8337-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,864264000.0,nan,nan,nan
8337-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1973220000.0,nan,nan,nan
8338-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3125230000.0,nan,nan,nan
8338-12702,89646498701.03564,3161423517137.2183,5119282905.760562,11367744268.737946,17651311624.499264,nan,nan,3256189298744.0146,3262437760106.9917,3268721327462.753,2879780000.0,0.0,1e-99,2879780000.0
8338-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1081520000.0,nan,nan,nan
8338-12704,712978672.9204227,108551867333.42159,20782860913.890003,102695658275.13266,220057772395.9501,nan,nan,130047706920.23201,211960504281.47467,329322618402.2921,1064190000.0,4466835921.509635,1e-99,5531025921.509635
8338-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,106641000000.0,nan,nan,nan
8338-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,690763000.0,nan,nan,nan
8338-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50700300000.0,nan,nan,nan
8338-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18644600000.0,nan,nan,nan
8338-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1638510000.0,nan,nan,nan
8338-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17523100000.0,nan,nan,nan
8338-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7778840000.0,nan,nan,nan
8338-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10806200000.0,nan,nan,nan
8338-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1512520000.0,nan,nan,nan
8338-6103,202101643583.22476,6169504694083.002,41560934174.57899,89700889479.28818,137986021322.88416,nan,nan,6413167271840.806,6461307227145.515,6509592358989.11,4871620000.0,0.0,1e-99,4871620000.0
8338-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,969320000.0,nan,nan,nan
8338-9101,888705319.1815885,274516460675.40503,2963249598.397599,7328941905.720247,11791996386.8166,nan,nan,278368415592.9842,282734107900.3069,287197162381.4032,804351000.0,741310241.3009162,1e-99,1545661241.3009162
8338-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14630500000.0,nan,nan,nan
8341-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2888150000.0,nan,nan,nan
8341-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105034000000.0,nan,nan,nan
8341-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2184370000.0,nan,nan,nan
8341-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21266900000.0,nan,nan,nan
8341-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2152420000.0,nan,nan,nan
8341-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15274400000.0,nan,nan,nan
8341-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3541110000.0,nan,nan,nan
8341-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20841000000.0,nan,nan,nan
8341-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3752960000.0,nan,nan,nan
8341-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16184900000.0,nan,nan,nan
8341-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20547300000.0,nan,nan,nan
8341-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27780800000.0,nan,nan,nan
8341-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5388450000.0,nan,nan,nan
8341-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3330170000.0,nan,nan,nan
8341-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14743500000.0,nan,nan,nan
8341-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13649300000.0,nan,nan,nan
8341-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3918800000.0,nan,nan,nan
8438-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41133800000.0,nan,nan,nan
8438-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21586300000.0,nan,nan,nan
8438-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64831100000.0,nan,nan,nan
8438-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16903800000.0,nan,nan,nan
8438-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12615500000.0,nan,nan,nan
8438-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7613540000.0,nan,nan,nan
8438-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16003200000.0,nan,nan,nan
8438-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5302140000.0,nan,nan,nan
8438-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,114439000000.0,nan,nan,nan
8438-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8732510000.0,nan,nan,nan
8438-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22037700000.0,nan,nan,nan
8438-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67660200000.0,nan,nan,nan
8438-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11921700000.0,nan,nan,nan
8438-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89328400000.0,nan,nan,nan
8438-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3212530000.0,nan,nan,nan
8438-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6248010000.0,nan,nan,nan
8438-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39954000000.0,nan,nan,nan
8439-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,892598000.0,nan,nan,nan
8439-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27627400000.0,nan,nan,nan
8439-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14662000000.0,nan,nan,nan
8439-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26738300000.0,nan,nan,nan
8439-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51935500000.0,nan,nan,nan
8439-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,536613000.0,nan,nan,nan
8439-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3885050000.0,nan,nan,nan
8439-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20655500000.0,nan,nan,nan
8439-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27851300000.0,nan,nan,nan
8439-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107100000000.0,nan,nan,nan
8439-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94964200000.0,nan,nan,nan
8439-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2691650000.0,nan,nan,nan
8439-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25318800000.0,nan,nan,nan
8439-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10577300000.0,nan,nan,nan
8439-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28363600000.0,nan,nan,nan
8439-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1971650000.0,nan,nan,nan
8439-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1189600000.0,nan,nan,nan
8440-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25337100000.0,nan,nan,nan
8440-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121164000000.0,nan,nan,nan
8440-12703,146268790.5719784,130467592705.00468,4108692980.738338,8688762206.712725,13276309016.689016,nan,nan,134722554476.315,139302623702.2894,143890170512.2657,1731540000.0,7358376411.009218,1e-99,9089916411.009218
8440-12704,206923908330.40625,10045193802400.809,11812677623.687796,26311345328.10451,40896198813.81426,nan,nan,10263930388354.902,10278429056059.32,10293013909545.03,16997600000.0,0.0,1e-99,16997600000.0
8440-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28495000000.0,nan,nan,nan
8440-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1166670000.0,nan,nan,nan
8440-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2175250000.0,nan,nan,nan
8440-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8664740000.0,nan,nan,nan
8440-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48713400000.0,nan,nan,nan
8440-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9824180000.0,nan,nan,nan
8440-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2679380000.0,nan,nan,nan
8440-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96326000000.0,nan,nan,nan
8440-6102,12692801.589474136,17799025672.940876,28349422338.55544,82932189606.3308,141294844516.39664,nan,nan,46161140813.085785,100743908080.86115,159106562990.927,1463760000.0,5674335365.994975,1e-99,7138095365.994975
8440-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115793000000.0,nan,nan,nan
8440-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25990500000.0,nan,nan,nan
8440-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,149300000000.0,nan,nan,nan
8440-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2644910000.0,nan,nan,nan
8441-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18917800000.0,nan,nan,nan
8441-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1814060000.0,nan,nan,nan
8441-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39631500000.0,nan,nan,nan
8441-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38045700000.0,nan,nan,nan
8441-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7346480000.0,nan,nan,nan
8441-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6741420000.0,nan,nan,nan
8441-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14741400000.0,nan,nan,nan
8441-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2266450000.0,nan,nan,nan
8441-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17618300000.0,nan,nan,nan
8441-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24500000000.0,nan,nan,nan
8441-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13587900000.0,nan,nan,nan
8441-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14552200000.0,nan,nan,nan
8441-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30756800000.0,nan,nan,nan
8441-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,620831000.0,nan,nan,nan
8441-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13863700000.0,nan,nan,nan
8441-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1749040000.0,nan,nan,nan
8441-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25552400000.0,nan,nan,nan
8442-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11172100000.0,nan,nan,nan
8442-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6238190000.0,nan,nan,nan
8442-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1523590000.0,nan,nan,nan
8442-12704,6323775445.653983,931902726349.234,6499413002.99253,21214322889.519634,37612494984.13728,nan,nan,944725914797.8805,959440824684.4076,975838996779.0253,12673000000.0,13489628825.916561,1e-99,26162628825.91656
8442-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12020200000.0,nan,nan,nan
8442-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2794570000.0,nan,nan,nan
8442-1902,4969810693782.618,742571869692.3611,3465498790.9002485,13803695928.051765,26539767084.412838,nan,nan,5715848062265.88,5726186259403.031,5738922330559.393,1078120000.0,0.0,1e-99,1078120000.0
8442-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9930100000.0,nan,nan,nan
8442-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11799600000.0,nan,nan,nan
8442-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4739710000.0,nan,nan,nan
8442-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10065200000.0,nan,nan,nan
8442-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26946800000.0,nan,nan,nan
8442-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3923950000.0,nan,nan,nan
8442-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25380900000.0,nan,nan,nan
8442-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3718270000.0,nan,nan,nan
8442-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1209540000.0,nan,nan,nan
8442-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7393370000.0,nan,nan,nan
8443-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1482920000.0,nan,nan,nan
8443-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18375300000.0,nan,nan,nan
8443-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52326600000.0,nan,nan,nan
8443-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26288800000.0,nan,nan,nan
8443-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21693800000.0,nan,nan,nan
8443-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16387600000.0,nan,nan,nan
8443-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8146180000.0,nan,nan,nan
8443-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24521400000.0,nan,nan,nan
8443-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32843600000.0,nan,nan,nan
8443-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91535000000.0,nan,nan,nan
8443-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4541380000.0,nan,nan,nan
8443-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32467200000.0,nan,nan,nan
8443-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15534300000.0,nan,nan,nan
8443-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10329600000.0,nan,nan,nan
8443-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32321600000.0,nan,nan,nan
8443-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51274900000.0,nan,nan,nan
8443-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3368070000.0,nan,nan,nan
8444-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,807588000.0,nan,nan,nan
8444-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1674360000.0,nan,nan,nan
8444-12703,890860867018.2505,5886249480189.408,43224511587.71632,91743313201.26334,140351910246.60995,nan,nan,6820334858795.375,6868853660408.922,6917462257454.269,32638400000.0,14454397707.45928,1e-99,47092797707.45928
8444-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2794600000.0,nan,nan,nan
8444-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1931830000.0,nan,nan,nan
8444-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2279320000.0,nan,nan,nan
8444-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1283790000.0,nan,nan,nan
8444-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9865580000.0,nan,nan,nan
8444-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1372640000.0,nan,nan,nan
8444-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3006680000.0,nan,nan,nan
8444-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2465400000.0,nan,nan,nan
8444-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2421120000.0,nan,nan,nan
8444-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11819200000.0,nan,nan,nan
8444-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18965700000.0,nan,nan,nan
8444-6104,103624297159.68617,73103807575.66324,14578392807.399925,51457306169.7341,94036386370.65701,nan,nan,191306497542.74936,228185410905.08353,270764491106.00644,22111900000.0,0.0,1e-99,22111900000.0
8444-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24824500000.0,nan,nan,nan
8444-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63008200000.0,nan,nan,nan
8445-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30877200000.0,nan,nan,nan
8445-12702,210205020499.90656,6252235013429.955,16521786441.985453,35263922925.03606,54047471443.19804,nan,nan,6478961820371.847,6497703956854.897,6516487505373.06,25598300000.0,0.0,1e-99,25598300000.0
8445-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,804497000.0,nan,nan,nan
8445-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8139880000.0,nan,nan,nan
8445-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21953300000.0,nan,nan,nan
