galaxy_ID,smoothness
8145-3703,1.398993114
8145-3704,2.734829582
8145-6101,0.949892815
8145-6102,2.398974889
8145-6103,0.627365698
8145-6104,1.091771864
8145-9101,1.095000512
8145-9102,0.890755876
8146-12701,0.420846857
8146-12702,0.754274932
8146-12703,1.921825938
8146-12704,2.496296331
8146-12705,1.866125135
8146-1901,0.975654923
8146-1902,0.857187246
8146-3701,1.961773147
8146-3702,1.600856553
8146-3703,2.457676577
8146-3704,2.389743895
8146-6101,2.522461329
8146-6102,2.246319127
8146-6103,0.878285349
8146-6104,2.089311609
8146-9101,1.059036512
8146-9102,1.267608167
8147-12701,0.833300711
8147-12702,2.526927017
8147-12703,0.295899009
8147-12704,1.367139047
8147-12705,1.645509516
8147-1901,1.414274067
8147-1902,0.866972351
8147-3701,0.774801732
8147-3702,0.553849787
8147-3703,0.717499771
8147-3704,0.590543183
8147-6101,0.70123522
8147-6102,0.442570412
8147-6103,0.543681378
8147-6104,1.173893308
8147-9101,0.374453911
8147-9102,0.60639781
8148-12701,1.374285782
8148-12702,2.732608175
8148-12703,1.316408265
8148-12704,1.179800597
8148-12705,2.368010355
8148-1901,2.468755181
8148-1902,0.595195151
8148-3701,2.373188351
8148-3702,2.593452118
8148-3703,2.557736686
8148-3704,1.075935928
8148-6101,2.012123936
8148-6102,1.411911995
8148-6103,0.778130145
8148-6104,0.774907527
8148-9101,0.703005072
8148-9102,0.583944462
8149-12701,1.583841859
8149-12702,1.712622717
8149-12703,1.032543139
8149-12704,1.60675126
8149-12705,1.924794402
8149-1901,0.815111739
8149-1902,2.987092961
8149-3701,1.56934371
8149-3702,2.491546003
8149-3703,2.139661983
8149-3704,0.458823416
8149-6101,0.947152462
8149-6102,1.543125114
8149-6103,1.505769413
8149-6104,0.751330457
8149-9101,1.483282611
8149-9102,0.828872192
8150-12701,1.822125005
8150-12702,1.366167665
8150-12703,1.343264662
8150-12704,2.133674696
8150-12705,1.355915685
8150-1901,2.37511355
8150-1902,0.55382692
8150-3701,1.006394031
8150-3702,0.685515849
8150-3703,1.154346243
8150-3704,3.019955067
8150-6101,0.574904459
8150-6102,1.008423691
8150-6103,0.605974093
8150-6104,0.98569263
8150-9101,2.149139
8150-9102,1.200076886
8152-12701,0.700258324
8152-12702,1.619792758
8152-12703,1.229414647
8152-12704,1.026503337
8152-12705,1.428168365
8152-1901,0.558364906
8152-1902,2.647531216
8152-3701,0.571447777
8152-3702,1.471532634
8152-3703,0.857406265
8152-3704,1.038401299
8152-6101,1.620941806
8152-6102,0.836293088
8152-6103,1.468783223
8152-6104,1.986801065
8152-9101,1.302823617
8152-9102,0.90327732
8153-12701,1.288722566
8153-12702,1.771722928
8153-12703,2.472386512
8153-12704,1.035676707
8153-12705,1.528671504
8153-1901,0.552344601
8153-1902,2.465876247
8153-3701,2.791149526
8153-3702,1.140563557
8153-3703,3.018102055
8153-3704,2.659335916
8153-6101,2.638581415
8153-6102,0.681782602
8153-6103,2.452559168
8153-6104,2.311411932
8153-9101,2.294347768
8153-9102,1.290870016
8154-12701,0.483665952
8154-12702,1.750834223
8154-12703,1.504513644
8154-12704,0.696426502
8154-12705,0.923639753
8154-1901,3.141072942
8154-1902,3.152152668
8154-3701,1.519938096
8154-3702,2.669781068
8154-3703,1.843336399
8154-3704,1.645155317
8154-6101,2.866865798
8154-6102,0.820912007
8154-6103,1.226738802
8154-6104,0.828845298
8154-9101,1.505562593
8154-9102,0.353468364
8155-12701,0.644660102
8155-12702,3.474875291
8155-12703,1.06980116
8155-12704,1.345367874
8155-12705,2.377311825
8155-1901,1.751107013
8155-1902,0.93638619
8155-3701,0.654201119
8155-3702,0.624534173
8155-3703,1.181676038
8155-3704,1.960868293
8155-6101,1.343695372
8155-6102,0.481030719
8155-6103,1.594595059
8155-6104,0.699707755
8155-9101,2.96068
8155-9102,1.050989475
8156-12701,2.192689353
8156-12702,0.981824668
8156-12703,1.142720641
8156-12704,2.297490351
8156-12705,1.092605571
8156-1901,2.442358298
8156-1902,2.434374002
8156-3701,0.765548128
8156-3702,1.280775068
8156-3703,1.135121663
8156-3704,2.90064757
8156-6101,2.792011544
8156-6102,2.079967134
8156-6103,2.953747943
8156-6104,2.528583062
8156-9101,2.256743653
8156-9102,0.7392487
8157-12701,0.824488504
8157-12702,0.47739825
8157-12703,1.186370062
8157-12704,1.560316738
8157-12705,0.826814549
8157-1901,3.048951939
8157-1902,2.37178113
8157-3701,1.283416788
8157-3702,0.765577891
8157-3703,2.820656708
8157-3704,1.002765147
8157-6101,2.693340776
8157-6102,1.532939551
8157-6103,1.703175114
8157-6104,1.325255058
8157-9101,1.638332201
8157-9102,1.089589328
8158-12701,1.399717497
8158-12702,1.331782946
8158-12703,2.151412666
8158-12704,2.144071132
8158-12705,1.373292743
8158-1901,1.212445531
8158-1902,1.293302902
8158-3701,1.580244194
8158-3702,1.583281
8158-3703,nan
8158-3704,1.567962085
8158-6101,2.482519068
8158-6102,1.541447687
8158-6103,2.226213365
8158-6104,1.489774293
8158-9101,1.195245277
8158-9102,1.478390679
8239-12701,2.599405098
8239-12702,1.488070038
8239-12703,1.561725231
8239-12704,0.57825581
8239-12705,1.053005542
8239-1901,0.775746689
8239-1902,0.671258033
8239-3701,2.088924123
8239-3702,1.251009583
8239-3703,2.632655099
8239-3704,0.77038673
8239-6101,0.608998824
8239-6102,1.303940957
8239-6103,2.265994416
8239-6104,2.443508473
8239-9101,0.716950034
8239-9102,1.07820197
8240-12701,2.032639147
8240-12702,1.527730592
8240-12703,2.702589594
8240-12704,2.580613385
8240-12705,1.908168576
8240-1901,0.603691083
8240-1902,2.832807047
8240-3701,1.745766866
8240-3702,0.852765976
8240-3703,1.669097297
8240-3704,2.214441436
8240-6101,0.752597579
8240-6102,0.719154851
8240-6103,1.361268739
8240-6104,0.354386241
8240-9101,0.879845471
8240-9102,2.89232184
8241-12701,0.961985167
8241-12702,2.049120243
8241-12703,1.257000187
8241-12704,0.716419295
8241-12705,1.255417297
8241-1901,2.619108842
8241-1902,0.831627887
8241-3701,2.403306317
8241-3702,2.745534745
8241-3703,0.398971995
8241-3704,0.373773941
8241-6101,0.729691458
8241-6102,0.462917168
8241-6103,2.514054271
8241-6104,2.493188768
8241-9101,1.34937521
8241-9102,1.904701241
8243-12701,0.496063642
8243-12702,1.764335695
8243-12703,2.664769145
8243-12704,0.658797756
8243-12705,1.089662011
8243-1901,0.895138142
8243-1902,2.556709561
8243-3701,2.377633695
8243-3702,2.167541829
8243-3703,2.696596927
8243-3704,2.971964853
8243-6101,2.388567956
8243-6102,1.77458498
8243-6103,2.49580376
8243-6104,2.266840909
8243-9101,1.271222739
8243-9102,1.123296031
8244-12701,2.428205098
8244-12702,1.153415613
8244-12703,1.027359749
8244-12704,1.322529156
8244-12705,1.662445531
8244-1901,2.483674238
8244-1902,1.322429762
8244-3701,2.128964666
8244-3702,0.522851642
8244-3703,2.020655484
8244-3704,2.285404011
8244-6101,0.418487671
8244-6102,0.885815146
8244-6103,2.4743276
8244-6104,2.515445065
8244-9101,0.507478556
8244-9102,2.54639749
8245-12701,1.140343685
8245-12702,0.534851797
8245-12703,0.589794429
8245-12704,2.390967734
8245-12705,2.162856898
8245-1901,0.637695862
8245-1902,0.643347935
8245-3701,1.089373122
8245-3702,0.995813099
8245-3703,2.560746958
8245-3704,2.113123818
8245-6101,2.000488281
8245-6102,0.786244822
8245-6103,0.693167727
8245-6104,2.425102366
8245-9101,1.018519673
8245-9102,2.401426051
8247-12701,1.029479757
8247-12702,1.316762951
8247-12703,0.981580836
8247-12704,0.834033456
8247-12705,1.392885398
8247-1901,1.348245697
8247-1902,2.633357313
8247-3701,0.603664064
8247-3702,2.927249718
8247-3703,1.651573299
8247-3704,1.80465857
8247-6101,0.768299517
8247-6102,1.837107391
8247-6103,1.250757441
8247-6104,1.801399941
8247-9101,0.575704142
8247-9102,2.343218333
8248-12701,1.544066656
8248-12702,0.908046275
8248-12703,1.024230979
8248-12704,0.548333286
8248-12705,1.770124281
8248-1901,1.363304396
8248-1902,1.794955493
8248-3701,1.850614058
8248-3702,2.920524462
8248-3703,0.709864392
8248-3704,2.893942062
8248-6101,2.505564792
8248-6102,1.944639927
8248-6103,2.027829203
8248-6104,2.293573448
8248-9101,2.251045493
8248-9102,2.369054197
8249-12701,1.592275515
8249-12702,2.261183341
8249-12703,0.37131907
8249-12704,0.38776042
8249-12705,2.699039832
8249-1901,0.703947043
8249-1902,1.851655221
8249-3701,2.658406522
8249-3702,0.940880917
8249-3703,1.250273349
8249-3704,0.865010579
8249-6101,0.704496091
8249-6102,0.732275882
8249-6103,1.455272473
8249-6104,2.468999633
8249-9101,1.551344247
8249-9102,2.466916686
8250-12701,2.010050057
8250-12702,1.2775122
8250-12703,1.144690782
8250-12704,0.669612955
8250-12705,1.190647509
8250-1901,3.089459899
8250-1902,1.539824119
8250-3701,2.035705566
8250-3702,3.024064931
8250-3703,1.328563876
8250-3704,1.135820484
8250-6101,0.455988249
8250-6102,0.753398018
8250-6103,1.435380962
8250-6104,0.658780141
8250-9101,2.590508056
8250-9102,1.812372979
8252-12701,1.876164658
8252-12702,0.573312115
8252-12703,1.330216501
8252-12704,1.215423304
8252-12705,0.518607262
8252-1901,2.356866142
8252-1902,1.160528256
8252-3701,0.5590298
8252-3702,2.491853244
8252-3703,0.468476288
8252-3704,1.532668316
8252-6101,1.089104406
8252-6102,0.368659089
8252-6103,0.680628913
8252-6104,1.326245392
8252-9101,1.310451823
8252-9102,0.766948765
8253-12701,1.820325656
8253-12702,1.851997424
8253-12703,1.304311563
8253-12704,1.845566874
8253-12705,1.907604741
8253-1901,1.481456083
8253-1902,2.031158061
8253-3701,2.775148078
8253-3702,0.8740221
8253-3703,0.4283794
8253-3704,2.632153244
8253-6101,1.471489227
8253-6102,2.579464347
8253-6103,2.368475253
8253-6104,0.99625498
8253-9101,1.826969772
8253-9102,0.643815428
8254-12701,1.434020113
8254-12702,1.860960578
8254-12703,1.575456529
8254-12704,1.117466328
8254-12705,1.996880138
8254-1901,1.013180229
8254-1902,0.694220367
8254-3701,2.391874331
8254-3702,2.5822462
8254-3703,2.241736575
8254-3704,0.525664754
8254-6101,2.183640508
8254-6102,0.659482799
8254-6103,0.884889098
8254-6104,2.479158132
8254-9101,0.763341787
8254-9102,1.616391849
8255-12701,1.408797422
8255-12702,0.6677439
8255-12703,1.974243815
8255-12704,0.847033253
8255-12705,0.949212716
8255-1901,0.882223253
8255-1902,2.842311435
8255-3701,1.513471308
8255-3702,0.805293413
8255-3703,2.080896956
8255-3704,1.371763808
8255-6101,1.87183769
8255-6102,1.619381882
8255-6103,2.390246552
8255-6104,1.949351935
8255-9101,2.560527482
8255-9102,1.301711683
8256-12701,1.844401042
8256-12702,1.568870287
8256-12703,1.379968175
8256-12704,2.223547965
8256-12705,1.835243343
8256-1901,2.444310969
8256-1902,2.177916418
8256-3701,2.661888442
8256-3702,2.537606131
8256-3703,2.493389339
8256-3704,1.424442123
8256-6101,0.524616646
8256-6102,1.661929465
8256-6103,2.50885443
8256-6104,2.058420094
8256-9101,2.636479034
8256-9102,nan
8257-12701,0.66042044
8257-12702,0.929876491
8257-12703,1.032186609
8257-12704,2.717203488
8257-12705,0.455869252
8257-1901,2.818557151
8257-1902,0.444913014
8257-3701,0.584347836
8257-3702,2.829799719
8257-3703,0.630967066
8257-3704,0.805730322
8257-6101,0.382534281
8257-6102,0.691946509
8257-6103,0.468236584
8257-6104,2.628124715
8257-9101,1.112317719
8257-9102,0.837166993
8258-12701,0.709769257
8258-12702,1.163956681
8258-12703,1.120690312
8258-12704,0.450521091
8258-12705,1.485334001
8258-1901,0.581873951
8258-1902,0.730781718
8258-3701,0.502932496
8258-3702,1.141635982
8258-3703,2.771338349
8258-3704,0.607320239
8258-6101,0.761109306
8258-6102,1.468608825
8258-6103,2.256148635
8258-6104,1.915131668
8258-9101,0.528281662
8258-9102,1.292183304
8259-12701,1.475431061
8259-12702,1.10648246
8259-12703,1.612569273
8259-12704,1.340064745
8259-12705,3.266076678
8259-1901,1.776572843
8259-1902,0.614312867
8259-3701,2.590521693
8259-3702,0.802994538
8259-3703,2.815983601
8259-3704,1.176984647
8259-6101,0.640761079
8259-6102,1.760035486
8259-6103,1.146715642
8259-6104,0.908149451
8259-9101,1.088656298
8259-9102,0.458258254
8260-12701,0.709796807
8260-12702,1.565353477
8260-12703,0.750021701
8260-12704,0.663469401
8260-12705,1.217480512
8260-1901,1.116212751
8260-1902,2.514404792
8260-3701,2.874521738
8260-3702,2.599206303
8260-3703,0.525292645
8260-3704,1.686441511
8260-6101,0.419978527
8260-6102,1.21478738
8260-6103,1.467676689
8260-6104,0.672528321
8260-9101,0.399810338
8260-9102,2.550680236
8261-12701,2.27610034
8261-12702,2.41493683
8261-12703,1.086205882
8261-12704,1.344852095
8261-12705,0.545422616
8261-1901,0.670647482
8261-1902,3.096089398
8261-3701,0.559871311
8261-3702,2.592699219
8261-3703,2.954923968
8261-3704,2.289573602
8261-6101,2.716002884
8261-6102,0.431473105
8261-6103,1.526328148
8261-6104,2.06905713
8261-9101,2.302649552
8261-9102,1.474014551
8262-12701,1.543090635
8262-12702,1.896759359
8262-12703,1.286396965
8262-12704,0.743080891
8262-12705,1.403508003
8262-1901,0.79888359
8262-1902,1.19498084
8262-3701,1.035094167
8262-3702,0.427502908
8262-3703,0.607345736
8262-3704,1.555285309
8262-6101,1.13376793
8262-6102,2.044650629
8262-6103,2.434838073
8262-6104,2.569348299
8262-9101,0.556933683
8262-9102,0.607864481
8263-12701,1.325521188
8263-12702,1.617131847
8263-12703,0.694582095
8263-12704,1.348227087
8263-12705,0.454033892
8263-1901,0.655943526
8263-1902,2.907768335
8263-3701,1.465304831
8263-3702,2.538940761
8263-3703,1.151038357
8263-3704,2.259838607
8263-6101,0.564295002
8263-6102,0.882875488
8263-6103,1.939390121
8263-6104,0.753520803
8263-9101,2.169760286
8263-9102,2.327951214
8274-12701,1.821263488
8274-12702,1.716200256
8274-12703,1.379015258
8274-12704,2.384166005
8274-12705,1.981039669
8274-1901,2.414515043
8274-1902,1.840698389
8274-3701,2.294669533
8274-3702,2.550550126
8274-3703,2.657684172
8274-3704,1.442222503
8274-6101,0.558393957
8274-6102,1.694188064
8274-6103,2.573115668
8274-6104,1.96064027
8274-9101,2.826939531
8274-9102,nan
8309-12701,1.719044177
8309-12702,2.813152726
8309-12703,2.097134387
8309-12704,2.500654521
8309-12705,1.331850043
8309-1901,1.61166619
8309-1902,2.870273793
8309-3701,2.806743394
8309-3702,0.728706789
8309-3703,1.003675114
8309-3704,2.898661381
8309-6101,1.212628446
8309-6102,2.737084462
8309-6103,1.270364508
8309-6104,1.185139023
8309-9101,2.512274909
8309-9102,1.214449082
8310-12701,1.075230569
8310-12702,1.575428472
8310-12703,1.158855733
8310-12704,2.40201854
8310-12705,1.442192738
8310-1901,1.764154244
8310-1902,0.733250365
8310-3701,1.712642997
8310-3702,2.19132834
8310-3703,1.809684704
8310-3704,1.000199565
8310-6101,2.667789674
8310-6102,2.540920341
8310-6103,1.589912055
8310-6104,2.674081212
8310-9101,1.271614118
8310-9102,2.605763407
8311-12701,1.089067549
8311-12702,2.571427839
8311-12703,0.748000637
8311-12704,1.682405175
8311-12705,0.805025803
8311-1901,1.222828237
8311-1902,2.790476536
8311-3701,1.15867437
8311-3702,0.746296706
8311-3703,0.448539477
8311-3704,0.504330464
8311-6101,2.3802037
8311-6102,2.716400347
8311-6103,2.286333274
8311-6104,0.596249232
8311-9101,1.91624512
8311-9102,2.636176632
8312-12701,1.389127471
8312-12702,0.671110298
8312-12703,0.740172973
8312-12704,1.751796806
8312-12705,1.638057308
8312-1901,1.780010366
8312-1902,2.780080019
8312-3701,2.644230292
8312-3702,1.341914308
8312-3703,2.54717272
8312-3704,3.171039288
8312-6101,nan
8312-6102,1.134207492
8312-6103,1.739832763
8312-6104,1.339162817
8312-9101,2.669910256
8312-9102,2.285510905
8313-12701,0.496444885
8313-12702,0.367964032
8313-12703,0.759935438
8313-12704,0.804615098
8313-12705,0.638562477
8313-1901,0.762485027
8313-1902,0.856990369
8313-3701,2.506306641
8313-3702,2.764386206
8313-3703,1.221316127
8313-3704,2.51620972
8313-6101,1.834347004
8313-6102,2.335086451
8313-6103,0.8878479
8313-6104,1.40495873
8313-9101,0.485650063
8313-9102,0.359800872
8314-12701,0.739834608
8314-12702,1.097121186
8314-12703,0.769721117
8314-12704,0.515731479
8314-12705,1.164827953
8314-1901,2.161615215
8314-1902,0.982896113
8314-3701,1.661706708
8314-3702,0.953565239
8314-3703,2.987239394
8314-3704,1.005216016
8314-6101,0.717355441
8314-6102,2.137699812
8314-6103,2.554896849
8314-6104,2.473833836
8314-9101,0.813271554
8314-9102,2.685150813
8315-12701,2.494050261
8315-12702,2.630742128
8315-12703,0.880019501
8315-12704,1.254290414
8315-12705,1.133029282
8315-1901,2.35972489
8315-1902,2.72725847
8315-3701,0.907262432
8315-3702,2.669051659
8315-3703,2.139126129
8315-3704,2.875223634
8315-6101,0.889603219
8315-6102,2.449170259
8315-6103,1.457614864
8315-6104,2.719369458
8315-9101,1.855755469
8315-9102,1.605590016
8317-12701,2.311361604
8317-12702,2.564287052
8317-12703,1.919442071
8317-12704,0.878799473
8317-12705,1.142907255
8317-1901,1.941537815
8317-1902,1.244978226
8317-3701,1.480968375
8317-3702,2.802312884
8317-3703,2.303575326
8317-3704,2.056984625
8317-6101,1.374327536
8317-6102,0.364524051
8317-6103,2.220148278
8317-6104,1.338005786
8317-9101,0.991964446
8317-9102,1.013389346
8318-12701,2.224954781
8318-12702,1.048727608
8318-12703,0.390294864
8318-12704,0.942477161
8318-12705,0.582184403
8318-1901,1.422612481
8318-1902,1.836417313
8318-3701,2.378115497
8318-3702,1.456514942
8318-3703,0.519617689
8318-3704,1.665519892
8318-6101,0.483366145
8318-6102,1.454609108
8318-6103,1.961840289
8318-6104,0.717023131
8318-9101,0.572660485
8318-9102,0.628678023
8319-12701,2.684393147
8319-12702,1.450448198
8319-12703,2.617591286
8319-12704,0.421516587
8319-12705,1.474313956
8319-1901,2.913162315
8319-1902,2.886182997
8319-3701,0.53195804
8319-3702,1.822043026
8319-3703,0.599970986
8319-3704,1.030803338
8319-6101,2.574277816
8319-6102,0.387982576
8319-6103,1.362114193
8319-6104,2.029334735
8319-9101,0.797237793
8319-9102,2.479390129
8320-12701,1.460901305
8320-12702,1.841160449
8320-12703,1.011859811
8320-12704,1.062347313
8320-12705,0.377989457
8320-1901,1.424387144
8320-1902,2.622462358
8320-3701,2.694856982
8320-3702,0.979532717
8320-3703,2.781500959
8320-3704,0.724041774
8320-6101,0.800635857
8320-6102,2.512688326
8320-6103,2.446118366
8320-6104,0.875681049
8320-9101,0.91304404
8320-9102,0.394074409
8321-12701,0.754790416
8321-12702,1.419379817
8321-12703,1.068345535
8321-12704,2.585648594
8321-12705,0.814311315
8321-1901,2.424380082
8321-1902,2.602933958
8321-3701,2.813526788
8321-3702,2.506563639
8321-3703,2.709796143
8321-3704,2.602341699
8321-6101,2.639921819
8321-6102,2.821359019
8321-6103,1.997212351
8321-6104,1.08108489
8321-9101,2.873775606
8321-9102,1.841966767
8322-12701,0.825008985
8322-12702,1.996748963
8322-12703,1.406811326
8322-12704,0.32628512
8322-12705,0.811585461
8322-1901,0.705971106
8322-1902,2.416200516
8322-3701,0.447564342
8322-3702,2.195753574
8322-3703,2.999243755
8322-3704,1.842370726
8322-6101,1.014981701
8322-6102,1.23194179
8322-6103,0.662638219
8322-6104,2.02168968
8322-9101,0.753517638
8322-9102,1.128807795
8323-12701,0.756723507
8323-12702,1.709470446
8323-12703,1.075545027
8323-12704,1.10696699
8323-12705,1.519732493
8323-1901,1.432960225
8323-1902,2.56585861
8323-3701,2.225948179
8323-3702,1.206418065
8323-3703,1.003147601
8323-3704,1.938577817
8323-6101,0.54103605
8323-6102,2.336450075
8323-6103,1.368690111
8323-6104,1.845726115
8323-9101,2.605226558
8323-9102,1.343979789
8324-12701,1.591142468
8324-12702,0.540901033
8324-12703,1.420406906
8324-12704,1.138446709
8324-12705,1.465769028
8324-1901,2.365412494
8324-1902,1.673948039
8324-3701,1.928403562
8324-3702,0.923344419
8324-3703,2.631223258
8324-3704,1.766877127
8324-6101,2.102268447
8324-6102,1.041249288
8324-6103,1.252866264
8324-6104,1.2555089
8324-9101,0.588818995
8324-9102,1.468841833
8325-12701,1.133887124
8325-12702,1.141047277
8325-12703,1.098458682
8325-12704,2.542532387
8325-12705,1.143964005
8325-1901,1.894185384
8325-1902,1.605079869
8325-3701,0.614522339
8325-3702,1.037851105
8325-3703,0.99103432
8325-3704,1.54087629
8325-6101,2.377084147
8325-6102,2.584982439
8325-6103,2.108983848
8325-6104,2.654414468
8325-9101,1.633768583
8325-9102,1.425226673
8326-12701,1.110293529
8326-12702,0.704437134
8326-12703,0.938840947
8326-12704,1.133003223
8326-12705,1.470043836
8326-1901,2.680537889
8326-1902,1.01580063
8326-3701,0.853023716
8326-3702,2.7439541
8326-3703,2.443919835
8326-3704,3.053556018
8326-6101,2.408231157
8326-6102,0.970098274
8326-6103,2.390854376
8326-6104,2.691326342
8326-9101,2.441667664
8326-9102,0.455666552
8327-12701,1.706841194
8327-12702,0.674050661
8327-12703,1.869099656
8327-12704,1.061495222
8327-12705,2.667805803
8327-1901,1.057680194
8327-1902,2.214050776
8327-3701,1.413750401
8327-3702,1.465588315
8327-3703,0.515699417
8327-3704,1.824090059
8327-6101,2.384003228
8327-6102,2.077568849
8327-6103,1.16412554
8327-6104,1.66435212
8327-9101,2.52278109
8327-9102,1.435056883
8328-12701,1.654970259
8328-12702,1.480374885
8328-12703,1.743717049
8328-12704,1.368293762
8328-12705,1.374738125
8328-1901,0.984456407
8328-1902,1.153649056
8328-3701,0.913075819
8328-3702,2.531805013
8328-3703,2.6784857
8328-3704,1.061471628
8328-6101,2.402524425
8328-6102,1.474942172
8328-6103,2.56810118
8328-6104,2.156537212
8328-9101,1.007527798
8328-9102,1.593101014
8329-12701,0.400280647
8329-12702,1.409466991
8329-12703,1.659745994
8329-12704,0.551590576
8329-12705,2.732034494
8329-1901,0.506461596
8329-1902,1.709738695
8329-3701,1.547478254
8329-3702,1.476651464
8329-3703,2.428673314
8329-3704,2.37786153
8329-6101,2.733758066
8329-6102,1.752596311
8329-6103,0.617229295
8329-6104,0.47976046
8329-9101,2.506470057
8329-9102,1.413563721
8330-12701,0.720370929
8330-12702,1.334937372
8330-12703,0.564248122
8330-12704,1.09554366
8330-12705,2.556250671
8330-1901,1.690571303
8330-1902,0.659902532
8330-3701,2.194650947
8330-3702,0.455905217
8330-3703,2.009700532
8330-3704,0.600823381
8330-6101,2.308417099
8330-6102,0.784864395
8330-6103,1.73541149
8330-6104,2.487008723
8330-9101,0.537703976
8330-9102,1.104422983
8331-12701,2.438782782
8331-12702,1.436864979
8331-12703,1.322408321
8331-12704,0.875615745
8331-12705,1.327273562
8331-1901,0.67080478
8331-1902,0.723565991
8331-3701,2.599876575
8331-3702,2.789711344
8331-3703,1.271695341
8331-3704,1.231096101
8331-6101,1.59797175
8331-6102,0.585876885
8331-6103,2.494302444
8331-6104,1.457716888
8331-9101,2.529421317
8331-9102,2.745339449
8332-12701,0.653410459
8332-12702,1.296578796
8332-12703,0.908427362
8332-12704,1.082711279
8332-12705,0.672415803
8332-1901,1.421099925
8332-1902,0.713968069
8332-3701,1.479445053
8332-3702,0.450753581
8332-3703,2.155820581
8332-3704,1.850596492
8332-6101,2.381074839
8332-6102,2.343324235
8332-6103,1.149236913
8332-6104,1.065795133
8332-9101,0.549632056
8332-9102,1.148231195
8333-12701,1.957250949
8333-12702,2.416211866
8333-12703,1.168498174
8333-12704,2.263190288
8333-12705,1.088251413
8333-1901,2.628269966
8333-1902,0.631442391
8333-3701,0.429123802
8333-3702,1.262479336
8333-3703,2.446057847
8333-3704,2.66421037
8333-6101,2.446066922
8333-6102,0.539316542
8333-6103,2.530515822
8333-6104,2.603770482
8333-9101,2.572627264
8333-9102,2.486508979
8334-12701,0.587856068
8334-12702,1.800521839
8334-12703,1.26987094
8334-12704,1.266343853
8334-12705,1.554709181
8334-1901,2.594312527
8334-1902,1.296598001
8334-3701,2.674389582
8334-3702,0.462378181
8334-3703,2.070714844
8334-3704,1.278183959
8334-6101,2.062285423
8334-6102,1.507252309
8334-6103,1.830501815
8334-6104,1.595734925
8334-9101,2.274390005
8334-9102,1.579419199
8335-12701,1.224768963
8335-12702,1.49229336
8335-12703,1.787639504
8335-12704,1.592698796
8335-12705,0.547726083
8335-1901,2.929870438
8335-1902,3.209747844
8335-3701,0.579328287
8335-3702,1.531378486
8335-3703,2.077032082
8335-3704,1.354504086
8335-6101,1.697927984
8335-6102,0.594382576
8335-6103,2.742203963
8335-6104,1.579294857
8335-9101,2.623145795
8335-9102,0.695265456
8336-12701,2.098274342
8336-12702,1.309477508
8336-12703,1.301525975
8336-12704,1.200032552
8336-12705,0.808358929
8336-1901,2.800930814
8336-1902,2.714837334
8336-3701,2.044642279
8336-3702,2.641706296
8336-3703,1.998042609
8336-3704,2.565755978
8336-6101,0.703322763
8336-6102,1.789332634
8336-6103,2.516945131
8336-6104,2.637304528
8336-9101,1.162395846
8336-9102,0.744308263
8337-12701,1.103037818
8337-12702,1.131116356
8337-12703,1.278758472
8337-12704,1.333249857
8337-12705,1.218253444
8337-1901,1.117511908
8337-1902,0.923050409
8337-3701,2.647378577
8337-3702,2.875619407
8337-3703,0.530552298
8337-3704,2.843722127
8337-6101,0.43772268
8337-6102,0.937437008
8337-6103,1.579379171
8337-6104,0.7303763
8337-9101,1.820282256
8337-9102,1.468705365
8338-12701,0.66143366
8338-12702,1.727946211
8338-12703,1.719092634
8338-12704,1.42718829
8338-12705,2.751700525
8338-1901,0.752731403
8338-1902,1.720724222
8338-3701,2.61530485
8338-3702,0.55646547
8338-3703,2.331005515
8338-3704,0.717569138
8338-6101,0.880747398
8338-6102,0.721860427
8338-6103,1.186607513
8338-6104,1.1658524
8338-9101,1.648419062
8338-9102,2.703352747
8341-12701,1.404480744
8341-12702,1.793919444
8341-12703,1.511846176
8341-12704,0.604389582
8341-12705,0.685755282
8341-1901,2.033514202
8341-1902,0.672546312
8341-3701,2.412113908
8341-3702,0.631219898
8341-3703,1.391753421
8341-3704,2.545480167
8341-6101,0.961636799
8341-6102,0.715630054
8341-6103,1.454932803
8341-6104,2.27084578
8341-9101,0.902012055
8341-9102,1.05219055
8438-12701,1.896464185
8438-12702,0.382515491
8438-12703,2.372417037
8438-12704,1.024975841
8438-12705,1.689805597
8438-1901,1.846956731
8438-1902,0.64814672
8438-3701,1.681908919
8438-3702,0.558924887
8438-3703,2.489635289
8438-3704,2.137343394
8438-6101,2.576925985
8438-6102,0.759269993
8438-6103,1.303321617
8438-6104,1.170196874
8438-9101,0.647040452
8438-9102,1.221206911
8439-12701,1.017152298
8439-12702,0.530673923
8439-12703,0.683722264
8439-12704,1.007524173
8439-12705,1.45776414
8439-1901,1.86145403
8439-1902,1.285067129
8439-3701,1.754005031
8439-3702,1.919864603
8439-3703,0.633255853
8439-3704,3.57715548
8439-6101,0.401532888
8439-6102,0.554449496
8439-6103,0.762492684
8439-6104,1.526912897
8439-9101,1.493553893
8439-9102,1.11637422
8440-12701,0.657031232
8440-12702,2.639381815
8440-12703,1.108028619
8440-12704,1.137674381
8440-12705,1.339394652
8440-1901,1.249140188
8440-1902,0.723466946
8440-3701,1.622520902
8440-3702,1.956680066
8440-3703,0.97457633
8440-3704,1.900622246
8440-6101,2.253250193
8440-6102,1.235090595
8440-6103,1.45954998
8440-6104,2.005105994
8440-9101,2.343775896
8440-9102,1.534300289
8441-12701,1.169863636
8441-12702,1.043941519
