galaxy_ID,smoothness
11830-3702,0.481959137
11830-3703,1.0709315
11830-3704,0.837038125
11830-6101,0.433481593
11830-6102,0.791405195
11830-6103,2.294429621
11830-6104,0.483434656
11830-9101,2.046750929
11830-9102,0.534498825
11831-12701,0.929884306
11831-12702,1.099626052
11831-12703,0.682117983
11831-12704,0.582658706
11831-12705,2.533296247
11831-1901,0.906190793
11831-1902,2.558865618
11831-3701,1.394224744
11831-3702,nan
11831-3703,2.155041318
11831-3704,1.355732107
11831-6101,0.803737778
11831-6102,0.689223833
11831-6103,1.85233417
11831-6104,nan
11831-9101,1.20240687
11831-9102,0.758785981
11832-12701,1.096484896
11832-12702,1.249740972
11832-12703,2.5501844
11832-12704,1.431184008
11832-12705,1.437624399
11832-1901,1.347496933
11832-1902,0.942681251
11832-3701,0.893440488
11832-3702,0.860276189
11832-3703,2.944406721
11832-3704,0.759803204
11832-6101,2.545278758
11832-6102,1.146378346
11832-6103,1.33429012
11832-6104,2.219061023
11832-9101,0.917507212
11832-9102,1.355633148
11833-12701,1.99094677
11833-12702,0.435650384
11833-12703,1.456150734
11833-12704,1.503896848
11833-12705,0.611692798
11833-1901,0.748630021
11833-1902,0.715786294
11833-3701,2.025244043
11833-3702,0.861172244
11833-3703,2.703131557
11833-3704,1.074447933
11833-6101,0.394262629
11833-6102,0.803934376
11833-6103,0.998909171
11833-6104,0.847523116
11833-9101,2.053259749
11833-9102,0.858982159
11834-12701,2.333089473
11834-12702,1.663487658
11834-12703,0.975874416
11834-12704,0.748187297
11834-12705,0.587164271
11834-1901,2.107785327
11834-1902,1.148617831
11834-3701,1.180197833
11834-3702,2.395952402
11834-3703,2.605701273
11834-3704,2.510729073
11834-6101,2.233126348
11834-6102,0.78019473
11834-6103,1.468383201
11834-6104,1.976393449
11834-9101,0.625849797
11834-9102,0.900883054
11835-12701,2.2147431
11835-12702,2.495019763
11835-12703,2.397292801
11835-12704,2.722263693
11835-12705,0.54606561
11835-1901,2.474926207
11835-1902,2.509552572
11835-3701,3.058546853
11835-3702,2.711691263
11835-3703,1.990481737
11835-3704,0.503557099
11835-6101,0.706650362
11835-6102,1.616569049
11835-6103,2.680560754
11835-6104,1.657529383
11835-9101,2.588469398
11835-9102,3.429791176
11836-12701,0.998439952
11836-12702,1.282657334
11836-12703,2.682359516
11836-12704,1.291412203
11836-12705,1.230513006
11836-1901,0.696026746
11836-1902,0.547989009
11836-3701,1.049105574
11836-3702,1.474233122
11836-3703,2.533347312
11836-3704,2.500759774
11836-6101,1.692115673
11836-6102,2.168123103
11836-6103,0.980606009
11836-6104,2.417013848
11836-9101,2.327774103
11836-9102,1.147188017
11838-12701,0.820836635
11838-12702,1.053173607
11838-12703,1.288068821
11838-12704,2.478301351
11838-12705,1.567028836
11838-1901,1.608641417
11838-1902,0.500084113
11838-3701,0.711256907
11838-3702,0.381015457
11838-3703,2.510726375
11838-3704,0.533863212
11838-6101,nan
11838-6102,1.969487962
11838-6103,0.448755352
11838-6104,2.580309253
11838-9101,1.479936197
11838-9102,2.363038795
11841-12705,nan
11842-12705,nan
11843-12705,nan
11863-12701,1.35212021
11863-12702,0.940805124
11863-12703,1.284287984
11863-12704,1.588453187
11863-12705,1.419290416
11863-1901,1.406773644
11863-1902,2.691093865
11863-3701,2.445004044
11863-3702,1.619292694
11863-3703,2.188364445
11863-3704,2.002015422
11863-6101,2.502458803
11863-6102,2.617615141
11863-6103,2.208313422
11863-6104,2.647016239
11863-9101,2.36846073
11863-9102,0.964482379
11865-12701,0.797063309
11865-12702,0.991509002
11865-12703,1.502603905
11865-12704,0.426175631
11865-12705,1.949054339
11865-1901,0.591906428
11865-1902,0.47746221
11865-3701,0.771139303
11865-3703,0.857277865
11865-3704,2.269775391
11865-6101,1.337708133
11865-6102,1.137177596
11865-6103,1.319023083
11865-6104,0.982204573
11865-9101,2.55001362
11865-9102,0.717189118
11866-12701,0.621669801
11866-12702,0.873197927
11866-12703,1.095438741
11866-12704,2.386981206
11866-12705,1.558545509
11866-1901,0.918088693
11866-1902,0.956037391
11866-3701,1.073807736
11866-3702,1.72636349
11866-3703,nan
11866-3704,nan
11866-6101,1.08813445
11866-6102,0.703895643
11866-6103,2.044541475
11866-6104,2.26693234
11866-9101,1.658957448
11866-9102,1.43899614
11867-12701,1.527956256
11867-12702,2.714486156
11867-12703,1.211560542
11867-12704,1.763601469
11867-12705,0.874547769
11867-1901,0.833547031
11867-1902,0.741100136
11867-3701,0.9416253
11867-3702,1.727327453
11867-3703,1.95848306
11867-3704,1.80387352
11867-6101,2.516865434
11867-6102,2.124146906
11867-6103,1.778451642
11867-6104,0.959088733
11867-9101,1.087627901
11867-9102,2.42142919
11868-12701,1.513402414
11868-12702,1.72725083
11868-12703,1.01219168
11868-12704,1.068954261
11868-12705,2.579822626
11868-1901,1.034008253
11868-1902,2.252799287
11868-3701,2.586744
11868-3702,2.154665547
11868-3703,2.705737831
11868-3704,2.360615021
11868-6101,1.459520449
11868-6102,0.657930017
11868-6103,2.240333148
11868-6104,0.530637294
11868-9101,1.702925911
11868-9102,2.450029759
11871-12701,0.739771614
11871-12702,1.920708938
11871-12703,0.653765547
11871-12704,2.362793347
11871-12705,2.621067962
11871-1901,2.228473777
11871-1902,0.786262885
11871-3701,2.797562865
11871-3702,0.859626682
11871-3703,2.570223737
11871-3704,2.989412718
11871-6101,2.605921961
11871-6102,2.611691403
11871-6103,0.663529472
11871-6104,1.219574467
11871-9101,2.538914267
11871-9102,2.232505515
11872-12701,2.493522187
11872-12702,1.061191678
11872-12703,2.658151276
11872-12704,0.926241201
11872-12705,1.137805931
11872-1901,3.138383653
11872-1902,1.484795303
11872-3701,1.657643485
11872-3702,2.439580023
11872-3703,1.996396559
11872-3704,2.552217062
11872-6101,0.900997378
11872-6102,2.674103462
11872-6103,2.34220149
11872-6104,0.794393907
11872-9101,0.891548747
11872-9102,0.457221748
11939-12701,2.719050544
11939-12702,1.23024045
11939-12703,2.672451256
11939-12704,2.216524248
11939-12705,1.896947819
11939-1901,nan
11939-1902,2.606803298
11939-3701,1.789343569
11939-3702,2.660395025
11939-3703,0.970340509
11939-3704,2.568256544
11939-6101,0.878859747
11939-6102,2.655628757
11939-6103,2.494411607
11939-6104,1.728884729
11939-9101,1.654281668
11939-9102,2.858058304
11940-12701,0.815795898
11940-12702,1.579573733
11940-12703,2.66020559
11940-12704,0.993031271
11940-12705,1.398077089
11940-1901,2.581674503
11940-1902,0.599416733
11940-3701,2.730643316
11940-3702,3.213063961
11940-3703,0.980002516
11940-3704,2.115297824
11940-6101,1.883204345
11940-6102,2.384283436
11940-6103,0.487667064
11940-6104,0.664709482
11940-9101,2.511614732
11940-9102,0.780950246
11941-12701,1.139318683
11941-12702,2.520721143
11941-12703,1.266059648
11941-12704,0.525010341
11941-12705,0.423504558
11941-1901,nan
11941-1902,2.563665805
11941-3701,2.150821092
11941-3702,1.241724137
11941-3703,2.491120762
11941-3704,2.768553914
11941-6101,2.18215589
11941-6102,2.787897965
11941-6103,0.961936795
11941-6104,1.386713549
11941-9101,0.922809084
11941-9102,2.058750707
11942-12701,1.101444525
11942-12702,0.446744764
11942-12703,4.935151912
11942-12704,0.589176472
11942-12705,2.9133895
11942-1901,nan
11942-1902,2.443277344
11942-3701,2.788689902
11942-3702,0.752796624
11942-3703,3.188974765
11942-3704,2.86311231
11942-6101,2.410804932
11942-6102,0.892323974
11942-6103,1.14749944
11942-6104,0.730648044
11942-9101,0.719862024
11942-9102,2.530465147
11943-12701,0.828809438
11943-12702,2.508407492
11943-12703,2.650369831
11943-12704,2.371157914
11943-12705,2.539435837
11943-1901,2.601757973
11943-1902,2.897519555
11943-3701,1.486153312
11943-3702,1.043867589
11943-3703,0.36285461
11943-3704,0.657033311
11943-6101,2.716169085
11943-6102,1.32612095
11943-6103,2.157367369
11943-6104,0.884538194
11943-9101,2.749175768
11943-9102,2.760255543
11944-12701,1.06733765
11944-12702,1.632738241
11944-12703,1.027099735
11944-12704,0.617284302
11944-12705,1.095682359
11944-1901,2.788531398
11944-1902,2.179000931
11944-3701,2.436187461
11944-3702,1.391936936
11944-3703,0.942922046
11944-3704,1.719308102
11944-6101,2.472586327
11944-6102,2.597005011
11944-6103,0.913003
11944-6104,1.733971823
11944-9101,1.42570041
11944-9102,2.647263492
11945-12701,0.918760676
11945-12702,0.817585361
11945-12703,2.536752852
11945-12704,1.429041574
11945-12705,1.053728232
11945-1901,1.518833319
11945-1902,1.229424658
11945-3701,0.75198516
11945-3702,0.938505093
11945-3703,1.937805426
11945-3704,0.636841793
11945-6101,0.442028742
11945-6102,0.759248658
11945-6103,1.205512619
11945-6104,0.538826249
11945-9101,1.867269339
11945-9102,1.103971604
11946-12701,1.183724462
11946-12702,0.923225509
11946-12703,2.021238265
11946-12704,0.947268657
11946-12705,2.522390511
11946-1901,1.907773977
11946-1902,2.900052909
11946-3701,1.274198067
11946-3702,2.190610803
11946-3703,1.041034398
11946-3704,2.016103747
11946-6101,2.358152008
11946-6102,1.352441853
11946-6103,1.055802893
11946-6104,2.565261355
11946-9101,0.99094973
11946-9102,2.278536887
11947-12701,1.695264037
11947-12702,2.709614211
11947-12703,1.244910861
11947-12704,1.075932551
11947-12705,1.78760302
11947-1901,0.532018708
11947-1902,2.98657708
11947-3701,2.568787959
11947-3702,0.484391866
11947-3703,0.824721091
11947-3704,1.60996239
11947-6101,2.5510804
11947-6102,0.45288525
11947-6103,0.595532284
11947-6104,2.374485384
11947-9101,2.496770776
11947-9102,1.054767749
11948-12701,1.625614593
11948-12702,2.187868569
11948-12703,0.514565891
11948-12704,1.247691107
11948-12705,2.754664537
11948-1901,1.168646927
11948-1902,1.035157496
11948-3701,1.794739103
11948-3702,1.470462356
11948-3703,2.778482445
11948-3704,1.601479263
11948-6101,1.380883789
11948-6102,0.555683139
11948-6103,2.466630514
11948-6104,2.745385449
11948-9101,1.83280582
11948-9102,1.162895961
11949-12701,0.466248988
11949-12702,0.41402024
11949-12703,1.13302392
11949-12704,2.168268407
11949-12705,2.648680932
11949-1901,nan
11949-1902,1.355072975
11949-3701,1.328743334
11949-3702,0.736464634
11949-3703,2.242920422
11949-3704,2.016036022
11949-6101,1.691814194
11949-6102,2.153938524
11949-6103,2.676011579
11949-6104,2.554887177
11949-9101,1.348877743
11949-9102,1.323610895
11950-12701,1.392606075
11950-12702,2.52838333
11950-12703,2.503519936
11950-12704,1.403470619
11950-12705,nan
11950-1901,2.970098388
11950-1902,1.824139318
11950-3701,1.60656877
11950-3702,2.531015304
11950-3703,2.279619394
11950-3704,2.76782041
11950-6101,1.81541199
11950-6102,nan
11950-6103,2.388777739
11950-6104,0.708807673
11950-9101,1.636873979
11950-9102,2.428888666
11951-12701,1.001209157
11951-12702,1.250495508
11951-12703,1.316002145
11951-12704,0.957996053
11951-12705,0.851857004
11951-1901,1.051698951
11951-1902,1.001507117
11951-3701,0.79620712
11951-3702,2.851143084
11951-3703,1.182245369
11951-3704,2.547833433
11951-6101,2.443353648
11951-6102,2.461529684
11951-6103,2.477307109
11951-6104,1.683257496
11951-9101,2.552015829
11951-9102,0.542158016
11952-12701,1.624858779
11952-12702,1.370630281
11952-12703,1.711750209
11952-12704,0.831345472
11952-12705,1.684010716
11952-1901,0.716779891
11952-1902,1.921677221
11952-3701,0.995261609
11952-3702,0.712434038
11952-3703,2.534119841
11952-3704,2.896702358
11952-6101,0.905233318
11952-6102,1.79717614
11952-6103,2.50405004
11952-6104,2.749097097
11952-9101,2.615490411
11952-9102,1.717907498
11953-12701,1.63452171
11953-12702,1.35961712
11953-12703,1.693954323
11953-12704,1.138412261
11953-12705,1.021603659
11953-1901,2.264897679
11953-1902,2.1983013
11953-3701,2.485874495
11953-3702,1.430463507
11953-3703,2.858189674
11953-3704,1.159459345
11953-6101,1.088563325
11953-6102,1.989784741
11953-6103,2.288297358
11953-6104,2.486672016
11953-9101,0.96283628
11953-9102,2.588902857
11954-12701,0.946010874
11954-12702,1.154058735
11954-12703,0.791039269
11954-12704,0.473050038
11954-12705,1.091881471
11954-1901,1.037603276
11954-1902,1.095874966
11954-3701,0.813679419
11954-3702,1.73542053
11954-3703,0.473981451
11954-3704,0.792989871
11954-6101,2.187317191
11954-6102,2.388498264
11954-6103,1.06562219
11954-6104,0.609648596
11954-9101,0.496306622
11954-9102,0.528221431
11955-12701,0.961559748
11955-12702,1.086616555
11955-12703,0.629887869
11955-12704,1.97604074
11955-12705,2.063745059
11955-1901,1.780705354
11955-1902,1.025259858
11955-3701,2.569659697
11955-3702,1.690887329
11955-3703,0.655291417
11955-3704,0.680575093
11955-6101,0.957847259
11955-6102,2.916249499
11955-6103,1.796991852
11955-6104,1.313701376
11955-9101,1.703634823
11955-9102,0.7384371
11956-12701,1.556605535
11956-12702,1.35679454
11956-12703,2.190450216
11956-12704,1.242757073
11956-12705,0.607942337
11956-1901,1.263746057
11956-1902,1.930262831
11956-3701,2.515297637
11956-3702,2.115872398
11956-3703,0.559135943
11956-3704,1.185320127
11956-6101,2.37725694
11956-6102,2.171623509
11956-6103,1.297707221
11956-6104,2.047064064
11956-9101,1.409872035
11956-9102,1.379106197
11957-12701,1.591301876
11957-12702,1.042961759
11957-12703,1.277486165
11957-12704,0.478724712
11957-12705,0.989059774
11957-1901,1.408439795
11957-1902,2.464887442
11957-3701,1.569328104
11957-3702,2.118795034
11957-3703,1.132385765
11957-3704,0.744313165
11957-6101,0.678773012
11957-6102,0.878055702
11957-6103,1.713291211
11957-6104,2.494266563
11957-9101,0.354526846
11957-9102,1.662331034
11958-12701,1.032065207
11958-12702,1.647492881
11958-12703,2.541089093
11958-12704,1.287113519
11958-12705,1.281346824
11958-1901,1.799284428
11958-1902,2.589242499
11958-3701,1.230260027
11958-3702,2.096627372
11958-3703,0.848762748
11958-3704,0.838359299
11958-6101,2.711277782
11958-6102,1.1331188
11958-6103,0.37165647
11958-6104,0.710625864
11958-9101,1.716740199
11958-9102,1.360548837
11960-12701,0.603645079
11960-12702,1.375422844
11960-12703,1.617188825
11960-12704,0.478921117
11960-12705,1.360963052
11960-1901,0.801807424
11960-1902,2.445083573
11960-3701,1.991323149
11960-3702,1.537376089
11960-3703,2.932196743
11960-3704,2.232749381
11960-6101,2.776052596
11960-6102,1.532938656
11960-6103,2.545957623
11960-6104,1.748564755
11960-9101,1.854413896
11960-9102,2.507315499
11962-12701,2.429887461
11962-12702,2.690816495
11962-12703,0.729667817
11962-12704,1.639391554
11962-12705,1.372365921
11962-1901,2.082522847
11962-1902,2.983690445
11962-3701,1.704744521
11962-3702,2.102392675
11962-3703,2.279959403
11962-3704,2.160397444
11962-6101,2.224850406
11962-6102,1.602758071
11962-6103,2.390513729
11962-6104,1.278353307
11962-9101,1.67788015
11962-9102,2.437688641
11963-12701,2.061811239
11963-12702,1.611181278
11963-12703,1.498586868
11963-12704,1.13062957
11963-12705,1.651775416
11963-1901,1.377633506
11963-1902,1.480383824
11963-3701,2.10854596
11963-3702,2.502668061
11963-3703,2.565685933
11963-3704,1.302383377
11963-6101,2.246980716
11963-6102,0.640880556
11963-6103,2.319491318
11963-6104,2.422086283
11963-9101,1.5285309
11963-9102,1.254553328
11965-12701,2.494012197
11965-12702,2.807815085
11965-12703,1.255775192
11965-12704,2.419397512
11965-12705,1.194750912
11965-1901,2.710431073
11965-1902,1.083258789
11965-3701,2.482217598
11965-3702,3.118258483
11965-3703,0.631055765
11965-3704,2.710951838
11965-6101,2.499456002
11965-6102,2.500298575
11965-6103,2.585338774
11965-6104,2.711342742
11965-9101,2.6658636
11965-9102,0.726583168
11967-12701,1.678253617
11967-12702,1.704878135
11967-12703,0.680812356
11967-12704,2.349843971
11967-12705,1.385299634
11967-1901,0.696537111
11967-1902,3.328474935
11967-3701,3.01810605
11967-3702,2.17814669
11967-3703,1.961946958
11967-3704,1.678238402
11967-6101,2.043589091
11967-6102,1.812326608
11967-6103,2.394816992
11967-6104,1.525442095
11967-9101,2.877452027
11967-9102,1.255671419
11968-12701,2.878737812
11968-12702,2.876680425
11968-12703,2.409370041
11968-12704,1.74964932
11968-12705,2.427436298
11968-1901,2.889788766
11968-1902,2.950560949
11968-3701,2.651170918
11968-3702,1.78932652
11968-3703,1.56054671
11968-3704,2.708530716
11968-6101,2.456794901
11968-6102,2.730565164
11968-6103,1.782457232
11968-6104,2.542892372
11968-9101,1.224030642
11968-9102,1.146607723
11969-12701,1.448155999
11969-12702,0.541941394
11969-12703,2.463478627
11969-12704,2.502952807
11969-12705,1.529070987
11969-1901,1.995717447
11969-1902,2.813159885
11969-3701,3.155395123
11969-3702,0.662846944
11969-3703,2.297236608
11969-3704,1.387383698
11969-6101,1.677305039
11969-6102,0.679734135
11969-6103,1.862299563
11969-6104,1.531227066
11969-9101,3.116425222
11969-9102,2.385848023
11970-12701,0.909769482
11970-12702,1.780224566
11970-12703,0.999295181
11970-12704,1.220422194
11970-12705,1.296705987
11970-1901,1.930166291
11970-1902,1.852407355
11970-3701,0.751483469
11970-3702,0.539455517
11970-3703,2.165600395
11970-3704,0.589773086
11970-6101,1.04654418
11970-6102,0.455063926
11970-6103,0.743421441
11970-6104,2.499542236
11970-9101,0.768469276
11970-9102,2.099741844
11974-12701,1.216139801
11974-12702,1.503619089
11974-12703,1.421095009
11974-12704,1.143799651
11974-12705,2.439766896
11974-1901,1.877814726
11974-1902,0.64038855
11974-3701,1.262357564
11974-3702,0.804487113
11974-3703,0.437206887
11974-3704,1.609897085
11974-6101,1.991219054
11974-6102,2.033769522
11974-6103,1.399105615
11974-6104,2.281615463
11974-9101,1.797544422
11974-9102,0.807470716
11975-12701,0.520670001
11975-12702,0.890323581
11975-12703,2.088161916
11975-12704,1.725282516
11975-12705,0.387059236
11975-1901,2.819149528
11975-1902,0.590723559
11975-3701,2.11981756
11975-3702,1.399608558
11975-3703,0.434876627
11975-3704,0.943427767
11975-6101,1.33435837
11975-6102,2.351082119
11975-6103,0.933159097
11975-6104,0.621919215
11975-9101,2.313837501
11975-9102,0.5896825
11976-12701,0.939189952
11976-12702,1.567891431
11976-12703,0.914453017
11976-12704,1.914233426
11976-12705,1.042408429
11976-1901,2.123702181
11976-1902,2.591013619
11976-3701,0.995711641
11976-3702,2.697547152
11976-3703,1.466883281
11976-3704,1.067952442
11976-6101,1.823035025
11976-6102,2.049616567
11976-6103,2.884469684
11976-6104,1.498933566
11976-9101,0.953757563
11976-9102,0.850962606
11977-12701,1.421749871
11977-12702,nan
11977-12703,1.202919929
11977-12704,1.804883913
11977-12705,1.309408602
11977-1901,nan
11977-1902,0.69887208
11977-3701,1.521029619
11977-3702,1.952461273
11977-3703,1.372428883
11977-3704,2.484081892
11977-6101,2.897589885
11977-6102,2.117669486
11977-6103,1.317119368
11977-6104,2.221291957
11977-9101,1.887096904
11977-9102,1.984161811
11978-12701,1.229951938
11978-12702,1.082873483
11978-12703,0.893848628
11978-12704,1.331703567
11978-12705,0.328118887
11978-1901,0.61789906
11978-1902,2.359300746
11978-3701,1.111715103
11978-3702,1.041461925
11978-3703,1.181569551
11978-3704,1.887326776
11978-6101,0.595019572
11978-6102,2.860949739
11978-6103,1.999828582
11978-6104,2.452089899
11978-9101,2.355696433
11978-9102,0.899478962
11979-12701,2.69121845
11979-12702,1.565956371
11979-12703,0.504188036
11979-12704,0.598474601
11979-12705,1.337838935
11979-1901,2.502170459
11979-1902,2.457669329
11979-3701,0.868215642
11979-3702,1.10025097
11979-3703,1.920293329
11979-3704,1.080443789
11979-6101,0.486377661
11979-6102,1.83468721
11979-6103,1.618841918
11979-6104,0.994102278
11979-9101,0.594473684
11979-9102,0.71156754
11980-12701,1.692539712
11980-12702,1.210165377
11980-12703,0.871819092
11980-12704,2.11775687
11980-12705,1.662666276
11980-1901,1.095656886
11980-1902,2.843366483
11980-3701,2.424125195
11980-3702,2.563587159
11980-3703,2.589782956
11980-3704,0.562809753
11980-6101,1.371562398
11980-6102,1.734379097
11980-6103,0.858698826
11980-6104,2.525277505
11980-9101,2.639859293
11980-9102,1.881599179
11981-12701,1.293484572
11981-12702,0.788985166
11981-12703,2.687466939
11981-12704,0.78533143
11981-12705,2.258404562
11981-1901,1.14057403
11981-1902,1.32966511
11981-3701,0.622662119
11981-3702,1.455729984
11981-3703,1.85751318
11981-3704,1.493632052
11981-6101,0.466129315
11981-6102,2.780765784
11981-6103,1.300248493
11981-6104,0.513233743
11981-9101,0.889337319
11981-9102,1.144274281
11982-12701,1.212070286
11982-12702,2.292393719
11982-12703,1.760217727
11982-12704,0.581754447
11982-12705,1.319768717
11982-1901,1.313214891
11982-1902,1.12924442
11982-3701,1.568045383
11982-3702,1.35558183
11982-3703,0.691310514
11982-3704,0.617926043
11982-6101,1.386967286
11982-6102,0.854452316
11982-6103,2.423971713
11982-6104,0.716654885
11982-9101,2.593394316
11982-9102,0.683844115
11983-12701,0.482858061
11983-12702,1.511047246
11983-12703,2.58705537
11983-12704,2.547416894
11983-12705,1.601348208
11983-1901,1.187529201
11983-1902,2.049824807
11983-3701,0.56809286
11983-3702,1.198561934
11983-3703,0.817324881
11983-3704,2.409649094
11983-6101,2.626629127
11983-6102,2.557101667
11983-6103,1.656950672
11983-6104,1.287444898
11983-9101,2.569747233
11983-9102,2.378076172
11984-12701,0.620434662
11984-12702,1.302705355
11984-12703,1.024485366
11984-12704,0.595274118
11984-12705,1.47682123
11984-1901,1.531171888
11984-1902,2.581118266
11984-3701,1.175972905
11984-3702,2.391611174
11984-3703,1.916915832
11984-3704,2.767878268
11984-6101,1.857858995
11984-6102,0.891158847
11984-6103,1.069401185
11984-6104,0.722039716
11984-9101,1.507036987
11984-9102,1.65341535
11986-12703,nan
11986-12704,nan
11986-12705,nan
11986-1902,nan
11986-3703,nan
11986-3704,nan
11986-6102,nan
11986-6104,nan
11986-9102,nan
11987-12701,nan
11987-12702,nan
11987-12703,nan
11987-12704,nan
11987-12705,nan
11987-1901,nan
11987-1902,nan
11987-3701,nan
11987-3702,nan
11987-3703,nan
11987-3704,nan
11987-6101,nan
11987-6102,nan
11987-6103,nan
11987-6104,nan
11987-9101,nan
11987-9102,nan
12027-12701,nan
12027-12702,nan
12027-12703,nan
12027-12704,nan
12027-12705,nan
12027-1901,nan
12027-1902,nan
12027-3701,nan
12027-3702,nan
12027-3703,nan
12027-3704,nan
12027-6101,nan
12027-6102,nan
12027-6103,nan
12027-6104,nan
12027-9101,nan
12027-9102,nan
12028-12701,nan
12028-12702,nan
12028-12703,nan
12028-12704,nan
12028-12705,nan
12028-1902,nan
12028-3701,nan
12028-3703,nan
12028-3704,nan
12028-6101,nan
12028-6102,nan
12028-6104,nan
12028-9101,nan
12028-9102,nan
12029-12701,nan
12029-12702,nan
12029-12703,nan
12029-12704,nan
12029-12705,nan
12029-1901,nan
12029-1902,nan
12029-3701,nan
12029-3702,nan
12029-3703,nan
12029-3704,nan
12029-6101,nan
12029-6102,nan
12029-6103,nan
12029-6104,nan
12029-9101,nan
12029-9102,nan
12030-12701,nan
12030-12702,nan
12030-12703,nan
12030-12704,nan
12030-12705,nan
12030-1901,nan
12030-1902,nan
12030-3701,nan
12030-3702,nan
12030-3703,nan
12030-3704,nan
12030-6101,nan
12030-6102,nan
12030-6103,nan
12030-6104,nan
12030-9101,nan
12030-9102,nan
12031-12701,nan
12031-12702,nan
12031-12703,nan
12031-12704,nan
12031-12705,nan
12031-1901,nan
12031-1902,nan
12031-3701,nan
12031-3702,nan
12031-3703,nan
12031-3704,nan
12031-6101,nan
12031-6102,nan
12031-6103,nan
12031-6104,nan
12031-9101,nan
12031-9102,nan
12032-12701,nan
12032-12702,nan
12032-12703,nan
12032-12704,nan
12032-12705,nan
12032-1901,nan
12032-1902,nan
12032-3701,nan
12032-3702,nan
12032-3703,nan
12032-3704,nan
12032-6101,nan
12032-6102,nan
12032-6103,nan
12032-6104,nan
12032-9101,nan
12032-9102,nan
12033-12701,nan
12033-12702,nan
12033-12703,nan
12033-12704,nan
12033-12705,nan
12033-1901,nan
12033-1902,nan
12033-3701,nan
12033-3702,nan
12033-3703,nan
12033-3704,nan
12033-6101,nan
12033-6102,nan
12033-6103,nan
12033-6104,nan
12033-9101,nan
12033-9102,nan
12034-12701,nan
12034-12702,nan
12034-12703,nan
12034-12704,nan
12034-12705,nan
12034-1901,nan
12034-1902,nan
12034-3701,nan
12034-3702,nan
12034-3703,nan
12034-3704,nan
12034-6101,nan
12034-6102,nan
12034-6103,nan
12034-6104,nan
12034-9101,nan
12034-9102,nan
12035-12701,nan
12035-12702,nan
12035-12703,nan
12035-12704,nan
12035-12705,nan
12035-1901,nan
12035-1902,nan
12035-3701,nan
12035-3702,nan
12035-3703,nan
12035-3704,nan
12035-6101,nan
12035-6102,nan
12035-6103,nan
12035-6104,nan
12035-9101,nan
12035-9102,nan
12036-12701,nan
12036-12702,nan
12036-12703,nan
12036-12704,nan
12036-12705,nan
12036-1901,nan
12036-1902,nan
12036-3701,nan
12036-3702,nan
12036-3703,nan
12036-3704,nan
12036-6101,nan
12036-6102,nan
12036-6103,nan
12036-6104,nan
12036-9101,nan
12036-9102,nan
12037-12701,nan
12037-12702,nan
12037-12703,nan
12037-12704,nan
12037-12705,nan
12037-1901,nan
12037-1902,nan
12037-3701,nan
12037-3702,nan
12037-3703,nan
12037-3704,nan
12037-6101,nan
12037-6102,nan
12037-6103,nan
12037-6104,nan
12037-9101,nan
12037-9102,nan
12038-12701,nan
12038-12702,nan
12038-12703,nan
12038-12704,nan
12038-12705,nan
12038-1901,nan
12038-1902,nan
12038-3701,nan
12038-3702,nan
12038-3703,nan
12038-3704,nan
12038-6101,nan
12038-6102,nan
12038-6103,nan
12038-6104,nan
12038-9101,nan
12038-9102,nan
12039-12701,nan
12039-12702,nan
12039-12703,nan
12039-12704,nan
12039-12705,nan
12039-1901,nan
12039-1902,nan
12039-3701,nan
12039-3702,nan
12039-3703,nan
12039-3704,nan
12039-6101,nan
12039-6102,nan
12039-6103,nan
12039-6104,nan
12039-9101,nan
12039-9102,nan
12040-12701,nan
12040-12702,nan
12040-12703,nan
12040-12704,nan
12040-12705,nan
12040-1901,nan
12040-1902,nan
12040-3701,nan
12040-3702,nan
12040-3703,nan
12040-3704,nan
12040-6101,nan
12040-6102,nan
12040-6103,nan
12040-6104,nan
12040-9101,nan
12040-9102,nan
12041-12701,nan
12041-12702,nan
12041-12703,nan
12041-12704,nan
12041-12705,nan
12041-1901,nan
12041-1902,nan
12041-3701,nan
12041-3702,nan
12041-3703,nan
12041-3704,nan
12041-6101,nan
12041-6102,nan
12041-6103,nan
12041-6104,nan
12041-9101,nan
12041-9102,nan
12042-12701,nan
12042-12702,nan
12042-12703,nan
12042-12704,nan
12042-12705,nan
12042-1901,nan
12042-1902,nan
12042-3701,nan
12042-3702,nan
12042-3703,nan
12042-3704,nan
12042-6101,nan
12042-6102,nan
12042-6103,nan
12042-6104,nan
12042-9101,nan
12042-9102,nan
12043-12701,nan
12043-12702,nan
12043-12703,nan
12043-12704,nan
12043-12705,nan
12043-1901,nan
12043-1902,nan
12043-3701,nan
12043-3702,nan
12043-3703,nan
12043-3704,nan
12043-6101,nan
12043-6102,nan
12043-6103,nan
12043-6104,nan
12043-9101,nan
12043-9102,nan
12044-12701,nan
12044-12702,nan
12044-12703,nan
12044-12704,nan
12044-12705,nan
12044-1901,nan
12044-1902,nan
12044-3701,nan
12044-3702,nan
12044-3703,nan
12044-3704,nan
12044-6101,nan
12044-6102,nan
12044-6103,nan
12044-6104,nan
12044-9101,nan
12044-9102,nan
12045-12701,nan
12045-12702,nan
12045-12703,nan
12045-12704,nan
12045-12705,nan
12045-1901,nan
12045-1902,nan
12045-3701,nan
12045-3702,nan
12045-3703,nan
12045-3704,nan
12045-6101,nan
12045-6102,nan
12045-6103,nan
