galaxy_ID,A,Vin,SigD,Rd,rho0_h,Rh,incl,phi,x_cen,y_cen,Vsys,chi2
7495-12705,63.08584629931475,0.4240101845667734,576.4579806072844,23.961153573158967,0.05664009837839446,5.136535679125238,0.1000506049488796,4.875891547052069,37.4840944961387,36.30514978492113,16.157008882377596,2.2260704639882034
7815-1901,0.5224946093803704,0.6262527688157846,3988.081485044985,3.432853431008999,0.0039402037359065984,390.1815119248933,0.3064300750622227,3.2572670076849484,17.735592550207123,16.854004098093494,11.363041414262916,4.067946028146619
7815-1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7815-3701,34.96934757975816,2.0777681685436606,9999.999978014883,4.556977202534872,0.007616569160588561,999.9999998697174,0.10055811718706417,4.963170982910774,21.072659309236826,20.99765658661366,1.4802143421663352,6.776739304773283
7815-3702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7815-3703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7815-3704,99.99995442667897,0.032901036164140314,959.0121657175337,3.8267457259329007,0.0003567303701755281,999.9937659571284,1.025731550577523,2.0500812139203664,24.052692038208203,31.027129619214847,-99.9999335625205,116.76502291770186
7815-6101,0.08977231738352826,2.2206455509777268,2919.9388141587388,11.678073438273673,0.00039703440051119674,328.1185951085,0.2720250290362261,2.151103277030203,25.000025870858885,24.000152550963048,17.40056029729036,58.95674158906993
7815-6102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7815-6103,99.99755006490848,6.735218034738328e-05,9999.999994009884,7.4934811219131845,0.02611645184378841,36.72033335103185,0.13684223212018484,5.663191845440756,15.701581395102485,30.000040346959345,-26.598904149196674,363.12502057023664
7815-6104,99.999997953055,3.982817918233621e-05,825.253860703462,29.99996010266072,4.097967662055811e-05,0.10004507763137996,0.5239609529481624,4.199303745753826,23.99995965303999,19.517281216348753,-7.053842615915387,406.2987358342151
7815-9101,4.829863185093931,4.9999927829209945,633.3541685290695,29.99995699163434,0.08895502331824288,21.19134857649744,0.1000506049488796,5.296755690582305,27.999959653040587,39.34898449769741,21.812336679067325,70.06811186533189
7815-9102,7.615252590754949,1.3314630615006584,9999.999999974281,3.5028702933843743,0.002104126898955442,877.4932068072004,0.10364022772351383,1.2873075824497169,32.07201135322907,34.00004034695952,-0.37248480680237644,32.28496930433415
7815-12701,84.46119025283811,0.15103846498315535,1294.0107246940147,16.471709370091023,0.002230429848581813,97.90698238108773,0.3802255607137783,3.895872819321684,48.999842565165714,24.831098866090887,45.67409884576449,144.61741096425715
