# galaxy_ID smoothness DL_ttype DL_PLTG DL_Visual_Class
11742-3702 1.001976984197443 4.272601127624512 0.9120493233203888 3.0
11742-3703 1.2496421709191636 -1.6197474002838135 0.011595993302762508 1.0
11742-3704 0.9639565504234255 0.36737796664237976 0.24597135186195374 2.0
11742-6101 2.791507079851439 -2.5962042808532715 0.005869688931852579 1.0
11742-6102 1.5806523187719164 6.7920050621032715 0.9999505281448364 3.0
11742-6103 2.791029280323093 -1.3096450567245483 0.022954746149480343 1.0
11742-6104 1.1883616563750476 0.8326817750930786 0.20279350876808167 3.0
11742-9101 2.3304535681460083 -0.0914190262556076 0.19785556942224503 2.0
11742-9102 1.7854914194524545 3.3485960960388184 0.9827332496643066 3.0
11743-12701 1.9360457806833635 4.77479362487793 0.9950492978096008 3.0
11743-12702 1.1238491586538462 5.387022972106934 0.9957261681556702 3.0
11743-12703 0.4448850502294216 4.47263240814209 0.999860018491745 3.0
11743-12704 1.2958513117160926 3.6431655883789062 0.9134214222431183 3.0
11743-12705 0.7478054683662819 5.918458938598633 0.9999539256095886 3.0
11743-1901 0.5959089769924983 2.398117780685425 0.8985519409179688 3.0
11743-1902 3.060439269666727 -1.2414060831069946 0.028850377537310123 1.0
11743-3701 0.5930442557429636 4.553181171417236 0.9979980289936066 3.0
11743-3702 2.731200094784007 -1.4984822273254395 0.014661550056189299 1.0
11743-3703 2.314253937251984 0.5252429842948914 0.20588556677103043 2.0
11743-3704 2.655825892857143 -1.2629269361495972 0.033920709043741226 1.0
11743-6101 0.5943448905915092 3.2363951206207275 0.9493907690048218 3.0
11743-6102 1.5972246932371088 1.620442509651184 0.5614009499549866 3.0
11743-6103 1.7901575453609015 1.3083486557006836 0.3639663755893707 3.0
11743-6104 0.5225499273273474 3.4597582817077637 0.9684326946735382 3.0
11743-9101 1.637959244490084 3.3970108032226562 0.8612823486328125 3.0
11743-9102 0.5684529152237067 0.9226466417312622 0.07164797931909561 3.0
11744-12701 0.9663832407331233 3.9691262245178223 0.9626562893390656 3.0
11744-12702 3.2768990603944412 -1.3428975343704224 0.01060921186581254 1.0
11744-12703 2.60426104510272 -0.6796934008598328 0.029509955085814 1.0
11744-12704 1.5979063163683251 4.593249797821045 0.9067513644695282 3.0
11744-12705 1.2165364826804412 3.310671806335449 0.9864600002765656 3.0
11744-1901 1.046719286319702 2.8318541049957275 0.355984091758728 3.0
11744-1902 0.6962643503223409 3.2383036613464355 0.4738631099462509 2.0
11744-3701 2.9373183139534884 -1.2245181798934937 0.013764823321253061 1.0
11744-3702 nan -0.08032675087451935 0.426167331635952 3.0
11744-3703 1.0862368220258551 2.7743592262268066 0.9394048750400543 3.0
11744-3704 1.485923286333476 0.20228062570095062 0.10334417223930359 3.0
11744-6101 2.89541996360844 -1.827632188796997 0.02255808748304844 1.0
11744-6102 0.6776896576024004 1.384053111076355 0.7899121940135956 3.0
11744-6103 0.6451833062493165 2.677203893661499 0.6427683532238007 3.0
11744-6104 2.5824168988853504 -1.818305253982544 0.011702857445925474 1.0
11744-9101 1.8471433861209006 3.843981981277466 0.981814056634903 3.0
11744-9102 0.5470607442711257 4.280148983001709 0.9983599483966827 3.0
11745-12701 2.495843909217946 -1.0837509632110596 0.10440737381577492 0.0
11745-12702 1.3967716500110423 4.372318744659424 0.987500786781311 3.0
11745-12703 1.0993295439431439 4.6270647048950195 0.9945986270904541 3.0
11745-12704 1.307142414895533 5.762202262878418 0.9971935451030731 3.0
11745-12705 0.9123043985761834 5.373419761657715 0.997507780790329 3.0
11745-1901 2.080142406707114 -2.2925736904144287 0.0075243753381073475 1.0
11745-1902 0.5446982207121672 4.0429863929748535 0.9955553710460663 3.0
11745-3701 0.4638551665988326 5.122596263885498 0.998477578163147 3.0
11745-3702 2.488515963729139 -3.3556811809539795 0.00415437831543386 1.0
11745-3703 0.9423056501683181 3.095686435699463 0.8955406844615936 3.0
11745-3704 1.7147385111094184 1.3033369779586792 0.6128745377063751 3.0
11745-6101 0.6980914057996253 3.5095670223236084 0.9934508502483368 3.0
11745-6102 2.6454837260137136 -1.226053237915039 0.020383642055094242 1.0
11745-6103 1.6040773414340415 1.192008376121521 0.5797034502029419 3.0
11745-6104 0.40429982604746256 4.457040786743164 0.9971858859062195 3.0
11745-9101 0.7488402069592085 4.199451446533203 0.9890181124210358 3.0
11745-9102 2.4769176869665475 -2.4601714611053467 0.013403045944869518 1.0
11746-12701 1.3665150633122196 2.7875235080718994 0.9499965906143188 3.0
11746-12702 1.1339842702186158 7.751270294189453 0.9999727606773376 3.0
11746-12703 0.9417897407198766 5.353709697723389 0.9998342096805573 3.0
11746-12704 1.0075631440879507 3.3598885536193848 0.9961050450801849 3.0
11746-12705 1.1283482952073667 4.672745227813721 0.9992274641990662 3.0
11746-1901 1.8202125393614477 -0.9806632399559021 0.023408341221511364 1.0
11746-1902 2.190285495980076 0.1332448124885559 0.2224343940615654 1.0
11746-3701 1.3356825837347661 3.083744525909424 0.9767720997333527 3.0
11746-3702 2.198885874886626 0.43144968152046204 0.24229003489017487 2.0
11746-3703 0.8073460409086044 3.953690528869629 0.9667980074882507 3.0
11746-3704 0.4955522054036458 3.4329779148101807 0.993276447057724 3.0
11746-6101 1.576852688365347 0.9305694699287415 0.39133186638355255 3.0
11746-6102 2.1583669562088814 -0.1213732659816742 0.034972282126545906 1.0
11746-6103 1.9746067109557677 -2.223386287689209 0.004045026260428131 1.0
11746-6104 1.8477175314643866 -1.3702338933944702 0.013454318977892399 1.0
11746-9101 2.310456534155009 1.1116565465927124 0.31885553896427155 2.0
11746-9102 1.0949407704384513 3.0485310554504395 0.9947119355201721 3.0
11747-12701 1.4480198776313338 7.265559673309326 0.9994896948337555 3.0
11747-12702 1.0837053571428572 3.2604005336761475 0.994208961725235 3.0
11747-12703 1.1490530044577876 2.0339653491973877 0.9295780956745148 3.0
11747-12704 2.5005394327393513 -1.2160069942474365 0.019461769610643387 1.0
11747-12705 1.3339766330775258 4.426605701446533 0.9970585405826569 3.0
11747-1901 1.8225149256019777 1.0823287963867188 0.16388408094644547 2.0
11747-1902 2.4233965512301343 -2.4547359943389893 0.0036104083992540836 1.0
11747-3701 0.5672088293325143 0.34446340799331665 0.07214958593249321 3.0
11747-3702 2.857880108173077 -2.5975613594055176 0.009052326204255223 1.0
11747-3703 0.481363528419665 3.4543402194976807 0.9939548075199127 3.0
11747-3704 2.5461832682291665 -1.6217831373214722 0.016886701807379723 2.0
11747-6101 0.523515569302519 6.248485565185547 0.9966232180595398 3.0
11747-6102 1.2806409556154756 6.340890407562256 0.9999211430549622 3.0
11747-6103 1.995925672310757 -0.558964729309082 0.057818496599793434 1.0
11747-6104 2.6011169938016527 -1.3799899816513062 0.027475758455693722 1.0
11747-9101 1.6336653408721384 2.036027431488037 0.8099613785743713 3.0
11747-9102 0.8602462638006416 5.550012588500977 0.9932431578636169 3.0
11748-12701 0.9064844289537293 4.548390865325928 0.9997300207614899 3.0
11748-12702 1.5977872645768834 5.258022785186768 0.9996581077575684 3.0
11748-12703 1.2647427352017195 6.2147040367126465 0.9994178414344788 3.0
11748-12704 1.15722006598534 4.815310001373291 0.9999693632125854 3.0
11748-12705 0.5919752308238636 0.09856295585632324 0.15985212475061417 3.0
11748-1901 1.747508673020351 -0.24369539320468903 0.07795319706201553 2.0
11748-1902 2.7205378214518228 -1.048032522201538 0.02831020299345255 2.0
11748-3701 1.9520946742699967 -0.44945502281188965 0.013635162264108658 1.0
11748-3702 2.7041606452103615 0.6907933950424194 0.19242863357067108 2.0
11748-3703 2.7171852176655453 -1.7547593116760254 0.029747976921498775 1.0
11748-3704 1.3498505535101373 2.073988914489746 0.6115138828754425 3.0
11748-6101 2.1102979855049875 2.8472704887390137 0.8870451152324677 3.0
11748-6102 1.5059553603255704 -1.1146259307861328 0.04031859338283539 1.0
11748-6103 1.9634243982919255 0.7732319831848145 0.3036049157381058 3.0
11748-6104 2.5264831733109423 -0.6822942495346069 0.028293704614043236 1.0
11748-9101 2.711556865340584 1.111942172050476 0.40142540633678436 2.0
11748-9102 1.5026379381558848 6.203975200653076 0.9970187842845917 3.0
11749-12701 0.7152379647505293 4.879987716674805 0.9985804855823517 3.0
11749-12702 1.2867845414467372 4.6671528816223145 0.998729020357132 3.0
11749-12703 2.614384316358959 0.9439486861228943 0.2485530748963356 2.0
11749-12704 1.1704373145288276 3.797541618347168 0.9946011304855347 3.0
11749-12705 2.2845856347471645 -1.5689772367477417 0.09752194210886955 2.0
11749-1901 2.068510875963185 0.48723918199539185 0.1618005633354187 2.0
11749-1902 2.1022872716919276 -1.8650176525115967 0.008556080516427755 1.0
11749-3701 1.2465517179394663 0.7630024552345276 0.23149026930332184 3.0
11749-3702 2.388060839570203 -2.488477945327759 0.002748221391811967 1.0
11749-3703 1.8891168463720034 -0.8165093064308167 0.14335013180971146 2.0
11749-3704 1.0277531079068436 2.964350700378418 0.9851094782352448 3.0
11749-6101 1.844548068135662 -2.4512007236480713 0.0033076436957344413 1.0
11749-6102 2.5702339378563135 -1.3685096502304077 0.021901819854974747 1.0
11749-6103 0.7476025275009865 2.90594220161438 0.8882542848587036 3.0
11749-6104 2.1348955609309623 1.434870719909668 0.651698887348175 3.0
11749-9101 2.344129676727368 -1.0587519407272339 0.029359646141529083 2.0
11749-9102 1.9950117631392046 2.4581973552703857 0.6557620167732239 3.0
11750-12701 0.5953876229612053 5.177295684814453 0.9996109902858734 3.0
11750-12702 1.3139673309201814 4.928248882293701 0.9751491248607635 3.0
11750-12703 1.5014092613022334 7.100089073181152 0.995345950126648 3.0
11750-12704 1.018968319235589 5.071620941162109 0.9946372807025909 3.0
11750-12705 1.2679330846599355 7.494987964630127 0.9999665021896362 3.0
11750-1901 nan nan nan nan
11750-1902 2.0002400607348765 -0.1649104356765747 0.07463568076491356 2.0
11750-3701 0.5891690503896272 2.8103387355804443 0.9346069991588593 3.0
11750-3702 0.9428420104183665 3.1411428451538086 0.6895986795425415 3.0
11750-3703 1.6129225980937087 3.866008758544922 0.9648382067680359 3.0
11750-3704 2.6609293619791665 -1.3325799703598022 0.0054584399331361055 1.0
11750-6101 1.2093190290610487 1.8179312944412231 0.8372757732868195 3.0
11750-6102 1.0506728353233654 5.330576419830322 0.9975438714027405 3.0
11750-6103 0.525064136794205 6.186424732208252 0.9951688647270203 3.0
11750-6104 2.1167927471082444 1.8203327655792236 0.5416802614927292 3.0
11750-9101 1.1246016455478356 3.3191440105438232 0.9999839067459106 3.0
11750-9102 1.801829197095788 5.087658882141113 0.9684018492698669 3.0
11751-12701 2.151123046875 0.36883217096328735 0.22200293838977814 3.0
11751-12702 0.6805347903991519 7.4611310958862305 0.9998696744441986 3.0
11751-12703 1.8627289246240388 3.8058624267578125 0.9280992448329926 3.0
11751-12704 1.1473443478954082 -0.4217149615287781 0.021761910058557987 1.0
11751-12705 1.3443289958602584 6.005094051361084 0.999993085861206 3.0
11751-1901 0.6830003435078336 2.3101067543029785 0.6190844178199768 3.0
11751-1902 2.583241639705246 1.6593555212020874 0.5238168239593506 3.0
11751-3701 0.6162755417291188 4.285334587097168 0.9146312177181244 3.0
11751-3702 0.9261505971312994 1.692114233970642 0.30039742588996887 3.0
11751-3703 2.0705457264980227 -0.5473782420158386 0.03486647456884384 2.0
11751-3704 1.9909205942846544 -0.4473874866962433 0.0031311248894780874 1.0
11751-6101 0.8195531634822126 2.599482297897339 0.9704664051532745 3.0
11751-6102 0.7296512854846104 2.794238805770874 0.9494788944721222 3.0
11751-6103 0.9508311157716018 5.33146333694458 0.9968452155590057 3.0
11751-6104 2.3568974025516995 -0.06456854939460754 0.06561995856463909 2.0
11751-9101 1.6695357465331429 5.644586563110352 0.997760146856308 3.0
11751-9102 1.4368143406653937 5.390542030334473 0.9997042119503021 3.0
11752-12701 1.238654911678263 7.92829704284668 0.9999620914459229 3.0
11752-12702 2.1822318388784323 2.938528299331665 0.913372129201889 3.0
11752-12703 1.6844618877889352 4.202746868133545 0.9576765298843384 3.0
11752-12704 1.6106347838020592 5.763532638549805 0.9969968199729919 3.0
11752-12705 0.9650751654993485 7.25786018371582 0.9995314180850983 3.0
11752-1901 0.9968213533100329 0.42973172664642334 0.17591731995344162 2.0
11752-1902 2.8876241948400625 -2.7546751499176025 0.00452225492335856 1.0
11752-3701 1.526962978664615 -0.748909592628479 0.017718620598316193 1.0
11752-3702 2.68317514837044 -3.2848503589630127 0.002446669270284474 1.0
11752-3703 2.3971871632543102 -1.7267394065856934 0.016246045008301735 1.0
11752-3704 1.5027818254285596 -1.0374929904937744 0.08630016818642616 1.0
11752-6101 2.7808165054258804 -0.2449493259191513 0.04009222611784935 1.0
11752-6102 1.613485330090849 -2.738079786300659 0.00843932805582881 1.0
11752-6103 2.1451249967796784 0.9974163174629211 0.310664638876915 2.0
11752-6104 0.38743193870367004 4.897739410400391 0.9941148161888123 3.0
11752-9101 2.4027123723638546 -1.3377187252044678 0.045406632125377655 1.0
11752-9102 2.2401158989060797 0.6149029731750488 0.5147064328193665 3.0
11753-12701 1.2748806082087456 3.216481924057007 0.9927230179309845 3.0
11753-12702 1.2867161485015368 5.379850387573242 0.9998216331005096 3.0
11753-12703 1.553504232964967 6.513100624084473 0.9977097809314728 3.0
11753-12704 0.7110954262424836 5.668717384338379 0.9935244023799896 3.0
11753-12705 1.337822848647388 6.049162864685059 0.9962313771247864 3.0
11753-1901 0.5409090765591326 1.1032352447509766 0.20765386521816254 3.0
11753-1902 2.639376970142845 -2.0526764392852783 0.0084418635815382 1.0
11753-3701 0.9718176237151857 -1.5794775485992432 0.016257562208920717 2.0
11753-3702 0.5848534925928656 2.8292934894561768 0.4445909708738327 2.0
11753-3703 0.3974191185244896 2.1360843181610107 0.8362580835819244 3.0
11753-3704 0.9916729407853567 7.266681671142578 0.9994142055511475 3.0
11753-6101 2.1873419204498767 -2.354710340499878 0.010661917738616467 1.0
11753-6102 0.45372176242816775 5.291435241699219 0.955579400062561 3.0
11753-6103 0.5591095731912556 4.749273300170898 0.9839932024478912 3.0
11753-6104 0.5501109373505643 4.693063735961914 0.9991903603076935 3.0
11753-9101 1.1915893241847129 -0.07851022481918335 0.13307756930589676 1.0
11753-9102 2.376544702832944 -1.2872284650802612 0.028207658790051937 1.0
11754-12701 0.9638634076332374 5.519922733306885 0.999024361371994 3.0
11754-12702 1.7992747017111035 5.686916351318359 0.9853194952011108 3.0
11754-12703 2.211070633375916 -1.4912049770355225 0.011740058194845915 1.0
11754-12704 1.5082309026674505 2.9991729259490967 0.9964466392993927 3.0
11754-12705 1.271834319112165 1.1790635585784912 0.920886367559433 3.0
11754-1901 0.6356215314167302 2.941760778427124 0.841023862361908 3.0
11754-1902 0.7671628895372448 6.783556938171387 0.9988079071044922 3.0
11754-3701 0.7183631668298706 6.157817363739014 0.9934737384319305 3.0
11754-3702 1.8159195377771529 -2.588494300842285 0.0028858435107395053 1.0
11754-3703 2.1198394972278227 -1.7527422904968262 0.02817676682025194 1.0
11754-3704 1.644009893832926 1.0176522731781006 0.34126538038253784 3.0
11754-6101 0.7049044881030181 2.2945375442504883 0.7927835881710052 3.0
11754-6102 1.05933037109375 3.0066328048706055 0.6930280327796936 3.0
11754-6103 2.18327072710521 -1.1129220724105835 0.025155269540846348 1.0
11754-6104 0.8394700167889528 1.5547345876693726 0.22161301225423813 3.0
11754-9101 2.49027066806032 -1.7213691473007202 0.01924930326640606 1.0
11754-9102 2.135700684986452 -0.7595159411430359 0.04724130406975746 3.0
11755-12701 1.3055343824926227 4.6242194175720215 0.9969201982021332 3.0
11755-12702 1.6649771571887728 5.099508762359619 0.9929375648498535 3.0
11755-12703 0.7414770193082413 5.662435531616211 0.9998131394386292 3.0
11755-12704 1.171829110716268 3.4276621341705322 0.9992131292819977 3.0
11755-12705 1.149416062789726 4.675271034240723 0.9999783039093018 3.0
11755-1901 0.8608766654287705 -1.798704981803894 0.014323276933282614 2.0
11755-1902 1.5869140625 -0.047013044357299805 0.10735690221190453 2.0
11755-3701 2.4960557871146114 -2.270752191543579 0.010207870975136757 1.0
11755-3702 2.560635653409091 0.42840448021888733 0.07982907071709633 2.0
11755-3703 0.9714072203024839 4.6978373527526855 0.9784384369850159 3.0
11755-3704 nan nan nan nan
11755-6101 0.43269482780905333 5.115118503570557 0.9988835453987122 3.0
11755-6102 2.16642181445002 -2.4429898262023926 0.010875084437429905 1.0
11755-6103 1.789782497917508 1.4870978593826294 0.7087324261665344 3.0
11755-6104 1.7095914789955007 2.4421157836914062 0.4343474507331848 3.0
11755-9101 1.5941902609432446 7.341363430023193 0.9986319839954376 3.0
11755-9102 0.4420304576898965 3.930964946746826 0.9899360835552216 3.0
11757-12701 1.6714119000553989 2.233158826828003 0.3576338440179825 3.0
11757-12702 2.306442478624482 3.4864981174468994 0.9401282966136932 3.0
11757-12703 0.793890997446084 3.175435781478882 0.9994944632053375 3.0
11757-12704 0.8410851220491136 3.114788293838501 0.9857536554336548 3.0
11757-12705 1.5222690188831278 3.1097042560577393 0.930382639169693 3.0
11757-1901 2.590494247681317 -1.9014716148376465 0.016322363168001175 1.0
11757-1902 2.7233021915446187 -1.235113263130188 0.02872924879193306 2.0
11757-3701 1.1612650022183013 1.0624603033065796 0.16476941853761673 3.0
11757-3702 0.9466624540441176 1.1394388675689697 0.6936392188072205 3.0
11757-3703 2.4422437471239125 -1.7284640073776245 0.003955148626118898 1.0
11757-3704 2.4497732682661577 -1.3516298532485962 0.015302786137908697 1.0
11757-6101 2.394932144407242 -2.1814002990722656 0.02347500156611204 1.0
11757-6102 2.8228739983019544 -0.819432258605957 0.03687947802245617 1.0
11757-6103 1.987310581860884 2.1895058155059814 0.9118966162204742 3.0
11757-6104 0.5417344940375097 2.3422329425811768 0.9893905520439148 3.0
11757-9101 1.8887591049484673 2.880533456802368 0.9190765619277954 3.0
11757-9102 2.7465791161380597 -2.2746880054473877 0.014210902154445648 1.0
11758-12701 2.069363074491966 -0.6593097448348999 0.03486824966967106 2.0
11758-12702 0.886353180091898 6.834550380706787 0.9996872246265411 3.0
11758-12703 1.4578928902413109 2.6652214527130127 0.804678201675415 3.0
11758-12704 1.2519347068470685 4.010942459106445 0.9995098114013672 3.0
11758-12705 1.5427551152918417 -2.1940853595733643 0.0045218964805826545 1.0
11758-1901 1.110216038201445 0.3627949655056 0.05893257260322571 2.0
11758-1902 2.5628249176107647 -1.1423097848892212 0.015157539863139391 2.0
11758-3701 0.49299454720438074 3.9291818141937256 0.9961411654949188 3.0
11758-3702 0.4706496990011605 6.059633255004883 0.9999963641166687 3.0
11758-3703 2.2567476762753826 -0.773830235004425 0.04804038070142269 2.0
11758-3704 1.0534290645433508 1.8376750946044922 0.45355653762817383 2.0
11758-6101 1.0587351199666502 0.6390584707260132 0.670679360628128 3.0
11758-6102 1.1615809720367707 3.94059157371521 0.9247494339942932 3.0
11758-6103 0.7988162040710449 7.844533443450928 0.9999991655349731 3.0
11758-6104 0.564450458650839 1.7274491786956787 0.974003255367279 3.0
11758-9101 0.728737688392385 7.560704708099365 0.999906063079834 3.0
11758-9102 2.872925344480417 -0.7619104981422424 0.11309847235679626 1.0
11759-12701 1.3385268872725096 0.9586020708084106 0.9455836415290833 3.0
11759-12702 0.7409548672762785 4.96699857711792 0.9962969124317169 3.0
11759-12703 0.7564253540959653 1.9751766920089722 0.6588650345802307 3.0
11759-12704 1.2793476533063302 2.394477128982544 0.9871772229671478 3.0
11759-12705 0.8263588802575614 3.833003282546997 0.9964875876903534 3.0
11759-1901 2.8496210803724313 -1.7668389081954956 0.00799214793369174 1.0
11759-1902 1.3487901401779632 1.8931396007537842 0.670894056558609 3.0
11759-3701 1.2710810228289364 -0.7398529052734375 0.14700794965028763 2.0
11759-3702 0.41259131860480736 4.841826438903809 0.9787428975105286 3.0
11759-3703 1.6827177810175453 -2.2880125045776367 0.018129424192011356 2.0
11759-3704 2.324406237479968 -3.5544331073760986 0.004843325819820166 1.0
11759-6101 1.2627451530103668 2.317282199859619 0.29102131724357605 3.0
11759-6102 1.0381806221099343 3.406689167022705 0.9835957884788513 3.0
11759-6103 1.9999011172978807 -1.439873456954956 0.010133265517652035 1.0
11759-6104 1.8540058658300873 3.721724271774292 0.7714314162731171 3.0
11759-9101 0.7518877599719194 6.196522235870361 0.9998469054698944 3.0
11759-9102 1.4961219886124368 1.942169427871704 0.7671935558319092 3.0
11760-12701 0.9325238048475326 6.355239391326904 0.9999215602874756 3.0
11760-12702 1.411942065135542 5.243875026702881 0.9997580051422119 3.0
11760-12703 1.3205288973721592 3.785998821258545 0.9743746519088745 3.0
11760-12704 1.2174420261170658 4.5519866943359375 0.9994318783283234 3.0
11760-12705 1.2649606732185728 4.803556442260742 0.9836899638175964 3.0
11760-1901 0.5515713161892362 2.9340333938598633 0.9506186246871948 2.0
11760-1902 1.130507692377618 -0.6490442156791687 0.021585870534181595 2.0
11760-3701 0.8295408930292772 5.997190475463867 0.997707188129425 3.0
11760-3702 0.5690841878255208 2.728416919708252 0.9016798436641693 3.0
11760-3703 1.4778514628507653 1.496702790260315 0.3180697560310364 2.0
11760-3704 2.56590161236116 -1.9380546808242798 0.006769794737920165 1.0
11760-6101 0.6824496487054833 4.8308844566345215 0.9982068836688995 3.0
11760-6102 1.216207380203816 3.6826798915863037 0.9546376466751099 3.0
11760-6103 0.5320353732213705 3.379356861114502 0.9933722615242004 3.0
11760-6104 2.5436515432889344 -2.2650222778320312 0.007746371673420072 1.0
11760-9101 0.37635062722598805 -1.0771766901016235 0.038863491266965866 1.0
11760-9102 1.5398258991617177 3.8532869815826416 0.9191350340843201 3.0
11761-12701 0.8929421863291495 3.9225211143493652 0.9837153255939484 3.0
11761-12702 0.5857092417891123 3.6677050590515137 0.9870266020298004 3.0
11761-12703 0.37316087510850693 4.746191024780273 0.9999274611473083 3.0
11761-12704 0.3953629702451459 4.424289703369141 0.9963921010494232 3.0
11761-12705 0.6045485946151229 3.2511825561523438 0.9978793561458588 3.0
11761-1901 0.9859727962996608 0.6859788298606873 0.30873048305511475 2.0
11761-1902 0.7472257112201891 1.7175174951553345 0.26605698466300964 3.0
11761-3701 1.4008097820971386 -0.9619014263153076 0.012097224593162537 1.0
11761-3702 2.5166405781142833 -2.931218147277832 0.00289057579357177 1.0
11761-3703 0.7684467022235577 3.6808764934539795 0.9580545425415039 3.0
11761-3704 2.4093375031455895 1.7198286056518555 0.4992102235555649 2.0
11761-6101 1.4184035821042345 -0.30561643838882446 0.1451389044523239 2.0
11761-6102 0.3726384843245277 3.6073689460754395 0.9930621683597565 3.0
11761-6103 1.0471711515053657 7.120593547821045 0.9997786581516266 3.0
11761-6104 1.5180708207424332 -1.1428859233856201 0.051546985283493996 2.0
11761-9101 1.384898428341149 7.006284713745117 0.9991048276424408 3.0
11761-9102 2.637541296577123 -2.089993476867676 0.01806062087416649 1.0
11823-12701 2.2998676397575784 -2.0852344036102295 0.01741077657788992 1.0
11823-12702 0.9781265473011933 4.476744651794434 0.995864748954773 3.0
11823-12703 1.7830760137272268 3.046276569366455 0.9073091745376587 3.0
11823-12704 3.3771519895459785 -1.1328659057617188 0.021743455436080694 1.0
11823-12705 2.7042093240124516 -1.084126353263855 0.021213416941463947 1.0
11823-1901 1.5342268177645384 1.4681962728500366 0.38974370062351227 3.0
11823-1902 2.4746793680523167 -2.25932240486145 0.010101346299052238 1.0
11823-3701 2.361793655356282 -2.079150438308716 0.012608930468559265 1.0
11823-3702 0.635814785216906 2.873751640319824 0.9957064986228943 3.0
11823-3703 0.8074595814936053 1.0132274627685547 0.1971723660826683 2.0
11823-3704 2.4737687080216375 -0.6454502940177917 0.08570064231753349 2.0
11823-6101 2.2404935165850612 -0.445853054523468 0.0809752494096756 2.0
11823-6102 1.7962134208024572 -0.8137213587760925 0.03265241999179125 1.0
11823-6103 2.426495316920978 -2.484724760055542 0.012858657166361809 1.0
11823-6104 2.3637509212853773 -2.1326701641082764 0.01072238851338625 1.0
11823-9101 0.9788152521306818 3.9398610591888428 0.9802820682525635 3.0
11823-9102 1.6545054194554425 -1.2451376914978027 0.04519948363304138 1.0
11824-12701 0.72070664047698 5.78519868850708 0.9999615550041199 3.0
11824-12702 1.8187780928938355 6.155681133270264 0.9990236759185791 3.0
11824-12703 2.6652991365131578 -0.26297155022621155 0.022072751075029373 1.0
11824-12704 2.713779808829326 -2.5665528774261475 0.004223819822072983 1.0
11824-12705 0.5277204254600223 5.386223316192627 0.9977037012577057 3.0
11824-1901 1.2290989231418918 1.4681681394577026 0.26332614570856094 3.0
11824-1902 0.8889762169676401 0.4046642482280731 0.09917405620217323 2.0
11824-3701 0.7863693649704392 -1.633804440498352 0.09408479928970337 2.0
11824-3702 2.183414561225769 -0.6006625294685364 0.036919089034199715 2.0
11824-3703 2.4921480618990386 -3.2757232189178467 0.0015810398035682738 1.0
11824-3704 2.5633231521498225 -2.0966615676879883 0.016352499835193157 1.0
11824-6101 1.5594788575783753 -0.1151934564113617 0.04082641005516052 2.0
11824-6102 0.6457112303117464 -1.5712981224060059 0.01008313917554915 1.0
11824-6103 2.8422181331352196 -0.9464391469955444 0.018178965896368027 1.0
11824-6104 2.3329041598135967 -1.273294448852539 0.023649871349334717 1.0
11824-9101 0.889770829727881 0.468138724565506 0.6783798635005951 3.0
11824-9102 1.5539601688070157 6.63081693649292 0.9921523928642273 3.0
11826-12701 1.5161689484934853 4.044016361236572 0.9589946568012238 3.0
11826-12702 1.565002617300072 7.394933223724365 0.9991824626922607 3.0
11826-12703 0.8482602982954546 6.629183292388916 0.9993073642253876 3.0
11826-12704 1.1157103315741166 5.5248918533325195 0.9956601858139038 3.0
11826-12705 1.6217030477180756 1.2506941556930542 0.5856587886810303 3.0
11826-1901 1.2990621449996014 -0.48384296894073486 0.026202219538390636 2.0
11826-1902 0.6592050090396433 3.575233221054077 0.821404367685318 3.0
11826-3701 0.5267980881679205 4.801260471343994 0.9936034083366394 3.0
11826-3702 1.7650960813532222 1.7612521648406982 0.36991624534130096 3.0
11826-3703 1.616363574533263 1.893338918685913 0.4882422089576721 2.0
11826-3704 1.0499399073542575 1.129786491394043 0.2946339175105095 2.0
11826-6101 2.515532447469774 -1.3845913410186768 0.020776618272066116 1.0
11826-6102 1.4955761159649332 0.8890859484672546 0.3755234032869339 2.0
11826-6103 1.2133692072444322 3.1422955989837646 0.9738406836986542 3.0
11826-6104 0.6611990153925915 -0.47709810733795166 0.07178912684321404 2.0
11826-9101 0.8079157054635971 6.33595609664917 0.9993444979190826 3.0
11826-9102 2.6528385643906343 -1.3956890106201172 0.028840788640081882 1.0
11827-12701 2.399484581396771 -0.20598086714744568 0.06966041028499603 1.0
11827-12702 2.476351574509992 -0.46795400977134705 0.05417151004076004 1.0
11827-12703 2.445019303524582 -1.875820517539978 0.08357300981879234 1.0
11827-12704 0.3607982726490826 4.427891731262207 0.9940918385982513 3.0
11827-12705 1.556720620013298 5.205221652984619 0.998014360666275 3.0
11827-1901 3.4346428366268382 -1.2019133567810059 0.08256981521844864 1.0
11827-1902 1.1349766078492765 2.1941888332366943 0.726473867893219 3.0
11827-3701 1.8762830544032176 -1.9200219511985779 0.015867304988205433 1.0
11827-3702 2.8573461072198274 -2.359703302383423 0.008676630910485983 1.0
11827-3703 2.8653794515317337 -1.1142448782920837 0.030874784104526043 1.0
11827-3704 2.949886267054665 -1.7192383408546448 0.007376215769909322 2.0
11827-6101 2.094504386756071 -1.4461784362792969 0.014427726157009602 1.0
11827-6102 1.3741498494365179 2.3001961708068848 0.8356422483921051 3.0
11827-6103 2.367666527532762 -1.1078892946243286 0.10263089835643768 2.0
11827-6104 2.2721224248505876 0.6023274064064026 0.40887507796287537 2.0
11827-9101 2.6076715545920592 -0.7229810953140259 0.09321466833353043 1.0
