galaxy_ID,A,Vin,SigD,Rd,rho0_h,Rh,incl,phi,x_cen,y_cen,Vsys,chi2,,,
7977-12703,0.418541843,0.613772062,2999.999467,8.796993524,-0.853701899,6.880946625,0.485405589,1.128344026,40.13810383,37.71086587,42.64616967,459.9971586,,,
7977-12704,-0.08815787,1.326106349,2999.972513,21.82764622,-0.921160036,33.83547723,0.533230711,2.163015601,37.28635944,38.49637278,-16.81797441,167.4486618,,,
7977-12705,0.872466276,0.520599765,742.7465621,8.458573958,0.672240494,0.460900554,0.91123795,3.667225888,38.38918381,37.02685635,13.70024245,115.3148695,,,
7990-1901,0.36093508,4.907545429,2999.999944,0.990726656,-1.772453674,1.676280532,0.55356731,1.9192877,17.68112606,16.69526253,19.2221869,15.31708805,,,
7990-1902,0.192722917,0.575489608,2999.999944,5.414979057,1.405654018,0.673685508,0.460816018,0.989279807,16.60469799,16.77973876,22.2691397,254.003759,,,
7990-3701,0.99999953,0.912316695,2999.999999,1.154377502,1.443572115,0.382848174,0.314618517,4.596833911,21.46261831,20.83821487,10.43405718,13.26354422,,,
7990-3702,0.999999979,0.755515495,1208.316258,20.16802042,-0.122563903,4.723341231,0.4473242,0.317509042,12.00004562,23.0759517,52.69950118,41.0446387,,,
7990-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7990-3704,0.62951349,4.999994854,10.42989922,29.98965071,1.341706855,1.231538365,0.100050605,6.655206892,21.75317146,20.85100697,6.561571152,2.175675485,,,
7990-6101,-0.42774815,2.526166562,490.4308932,1.481837542,0.284229543,1.018933319,0.457675231,1.676173751,27.02007149,27.07692644,-25.85539304,3.463205884,,,
7990-6102,-0.3744287,3.183168064,291.416954,19.96832451,-1.331163635,5.168549372,0.60360924,3.627954435,29.33443389,27.41178865,0.956936099,4.645181329,,,
7990-6103,-0.425057944,1.746849225,1230.381015,11.33596753,-0.25239501,1.127317162,0.573779257,3.481858969,24.66958761,28.03588365,2.959350442,29.32175527,,,
7990-6104,-0.956851971,2.819220957,290.7925963,29.9999244,-5.242197097,2.676730008,0.64950991,3.938897079,29.17329232,27.69273212,16.02858424,240.1690185,,,
7990-9101,-6.999987709,0.409822019,2999.999937,5.893747175,-0.413790901,825.6720562,0.306074605,0.206180668,23.8365771,28.16275536,-13.86500387,17.50851264,,,
7990-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7990-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7990-12702,-0.056660834,4.999996206,0.122788331,29.9998997,-0.483328447,999.6457426,0.320689886,2.881851349,45.99995965,39.02852075,-16.00841214,11.6879741,,,
7990-12703,0.779698973,2.742407004,0.102898278,1.431823761,1.255714507,1.138715579,0.102964667,5.178917295,32.93412597,35.95954974,-12.92894851,12.7613117,,,
7990-12704,-0.657683056,3.36235726,813.2821521,5.325811731,-1.465564284,5.600947498,0.515059003,1.493801917,36.93760048,42.50594132,-2.844974082,89.24476575,,,
7990-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-1901,-6.507777053,0.345551222,77.79385776,29.99995578,-2.298326202,999.5888463,0.508704051,5.777935882,9.630440402,17.29680193,3.089114097,63.85044583,,,
7991-1902,0.974653692,0.411376469,0.100056198,29.99999793,1.977058696,1.209067516,0.112483548,5.488116644,16.59044934,17.50274655,3.89858055,3.466845035,,,
7991-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-3702,-0.003504169,0.912985663,0.117797664,29.99978212,0.64450651,1.423402267,0.400514987,1.112982154,20.80642334,21.53235025,9.831344202,7.989691032,,,
7991-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-3704,0.265997167,1.994034522,1041.439512,13.77814699,-1.013473298,44.10551508,0.574166253,2.933865498,21.26429862,22.6750707,16.89744172,20.89209953,,,
7991-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-6103,0.999330757,4.141867427,393.1135792,29.99995278,-1.195455057,999.9998655,0.100050605,3.193099395,37.90773279,27.29947933,-7.435356166,5739.201791,,,
7991-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-9101,-0.53685688,0.858523934,659.087496,17.73049733,-0.779128092,3.049558532,0.694302501,6.458659868,31.7851755,32.60450368,19.16318706,24.6373296,,,
7991-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-12701,-0.220158656,2.897265005,784.2950325,25.75125053,-1.306280178,976.5199582,0.556711631,3.214882471,36.53014508,29.04610053,-87.43481501,6200.351639,,,
7991-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-12703,-0.198971167,4.360278706,1568.111283,29.9999359,-0.589096443,88.86772835,0.369299597,2.219398007,38.76643532,37.6550748,51.84655578,84.38921853,,,
7991-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7991-12705,-0.027241183,1.63840557,841.2188725,7.910301651,-1.877938806,11.19996706,0.846273704,3.402960305,36.35895135,37.1065255,21.00050847,25.62447982,,,
7992-1901,-0.081091936,4.492371982,721.838001,13.93213036,-0.472763178,2.263779964,0.529244355,1.423608126,16.27282668,16.62549586,2.040639891,58.45980509,,,
7992-1902,0.984989298,4.999999983,765.7692495,29.99994679,-0.744210883,997.2576037,0.100050605,0.615317435,16.10889746,15.1645001,1.463637851,42.4894785,,,
7992-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7992-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7992-3703,-0.657660288,1.751757772,1195.689397,15.56146362,-1.748581584,16.74745864,0.592016002,3.029804045,25.26457541,21.4151989,13.50408784,6.17183189,,,
7992-3704,-0.492425134,1.870876189,822.2601879,13.83682984,-2.064462645,49.76734173,0.595793709,3.475205278,22.28930211,22.46665344,-5.347842004,5.710709606,,,
7992-6101,-0.280290539,0.190997826,948.5889965,4.568745417,0.487920819,0.791944011,0.593406419,3.154252316,27.36944182,26.86616018,28.57422091,24.37549304,,,
7992-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7992-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7992-6104,0.226233382,4.696597937,2999.999944,17.94975582,0.574128206,85.48923674,0.108148812,5.481043097,34.99995968,16.00034622,9.525318998,1242.806138,,,
7992-9101,-6.103233569,4.999955379,2999.999924,16.80715729,-6.999949493,920.5175765,0.411309072,5.110703279,35.43268215,39.70113125,5.162513011,707.490881,,,
7992-9102,0.090451365,2.075585831,1270.881278,14.91033517,-6.99993497,0.100000922,1.085435714,2.656514487,22.00004165,27.86979821,87.41712748,628.9321701,,,
7992-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7992-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7992-12703,-1.329206342,1.320995273,822.1852122,12.06496089,-1.393361255,2.449912505,0.548847771,1.954271164,38.34431768,36.1770359,3.959026887,25.81395035,,,
7992-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
7992-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
