galaxy_ID,rho0_b,Rb,SigD,Rd,rho0_h,Rh,incl,phi,x_cen,y_cen,Vsys,chi2
10503-12704,-0.44702153316709947,1.1051297731324343,1035.1348632171614,29.999965658589893,-3.3503853934108228,378.2327103116696,0.5880100535475112,2.4950331627464655,47.00004034696001,26.000059905343456,1.718282595903851,876.4929663364584
10837-12704,0.8898612843427521,1.0742548661523303,2999.973925821928,26.125894711719194,-6.999954048825324,0.1000449692521127,0.10005059745215891,1.9343651474696124,50.00495830798926,18.300152772289014,4.783341290646008,458.15104793795496
11025-1902,0.21461195165915647,4.999960336478953,142.6457671000649,29.999951699143764,1.7694786927698143,0.10003954348628519,0.10005060494911817,4.003363420861558,10.161679560985684,8.574201175762553,6.998927661312447,1313.1866237484553
11743-12701,0.9999562929851473,4.999934193955683,2999.9998546083825,5.667781836984783,1.999946662941663,1.8336638511858765,0.10027646562379143,2.275754252500729,17.09824927093814,67.99994977268364,-69.78931128388356,14359.80922558372
11748-12703,0.876957916331305,4.9999999985872,2999.999999843853,21.53368234913673,1.730598808363092,1.3804432403863918,0.12274724712272668,4.179441622339313,50.999849295925216,57.00004034696001,35.35198640363105,421.9569584344335
11759-12705,0.9968411700552439,2.414204885685848,2996.4199119769223,2.7916328123807017,1.9864668918731283,0.7253957372667913,0.10236339074495018,5.181622699757124,70.9999387771776,29.00004034696001,-99.9999335625205,15609.223696550358
11823-12702,0.9030584514097568,1.7779484283738318,2999.999999924605,10.060370972096742,-3.379462445193295,999.9999995013728,0.3964977401122099,5.339009374089316,57.097832717263955,22.99995965303999,99.95059293980584,891.7780702882684
11942-12704,0.9871637377259558,0.5644600007022273,377.06053757443,29.999965665024774,1.9999465294987429,0.3233789560856615,0.3817542831927091,4.420052008277186,49.04776969690288,29.00004034696001,99.99999055165951,21382.013869178296
11947-12703,0.9999999907471492,1.4953768345012115,2855.537394688102,17.189147963351758,-0.524371587454992,9.548939438540959,0.2382959000861599,2.208273129892327,30.999999998036266,44.93504190366857,-2.989032650191029,1296.167197431041
11978-12701,0.9999999999949055,0.5711589197156697,1049.856953758183,3.682168998978846,1.9738971079406746,0.1886459132589258,1.046180143157717,0.8498739608178177,55.05287854048029,40.000040346958905,-75.3632681008907,917.2479412102664
12066-12703,0.9999562929851473,0.18868214554209767,0.10005553465634501,1.504613236760239,-3.6251055512534873,25.361480737513713,0.46594743086255686,2.5124080816795415,-0.9999564796782252,30.670026326579425,-7.802036191327108,200.9086913705615
12651-12701,0.9999562929851473,1.0322563275075853,2999.9998546083825,29.99996569911596,1.9999466629415856,0.1928548161021531,0.10005060494887932,4.1967142913581785,63.67447075772857,53.99995969162227,78.01229323251424,4804.378348037593
8086-12702,0.9891966698669411,1.6825179757617792,2999.9999991321533,29.970692136398764,1.9999465294527217,0.579069820628772,0.1065753543761772,6.666059492307115e-05,27.309686255563157,44.01342495391195,-93.2029115947942,806.952975774913
8088-12704,0.44633659051862856,1.2421192725738601,2999.9999983972575,4.281834429635865,-6.998788205477551,0.10005800493214977,1.2662702591092594,3.7707566307309603,34.91718318404532,-3.9999627075365605,72.62152931638448,2173.607157087741
8253-12705,0.9905724926295223,0.601008095008187,254.8496684221706,29.999965255629622,-6.999947600154693,999.9999215890348,0.47793228789414566,4.6516258094821366,34.1821112553467,68.99995994968575,-5.937144669538043,429.4159164326971
8711-12701,0.9999561743284001,1.3329057340259047,119.75763790073599,4.122463013411221,-6.999937104182069,0.10006458423576868,0.3663265332535981,2.379188608588602,55.88183916728853,43.61151006759129,16.09743292272624,574.0648676619148
9028-12703,0.9999561743284019,4.966865643669668,2999.9998546083825,6.845508982102619,1.9999466629369644,1.4825131025142044,0.5849953829558359,3.1221978633301686,74.99995994968575,40.736432966743614,-45.7592473177488,21744.544644981543
9037-9102,0.9999561743284001,2.3232346663346775,422.7726009221216,29.9999652426679,-6.999949854294545,0.10004507763187437,0.5849953829558359,2.45736113628711,33.00004034696001,42.00004034696001,-92.6228230423282,29110.783514700233
9046-12705,0.9999561743284019,0.25680486249348905,0.10005553465634501,1.0242497763158203,-6.999949834995449,0.10005716557685532,1.3065367479163024,2.341987926277751,-1.9999368687460883,40.00004034696001,-10.208482170512278,1151.1229370314238
9498-12703,0.9998356001749791,1.7692055698118776,1445.7475047514838,29.88708182812385,1.9999465259832447,0.25858960767323047,0.2789184595280251,4.678921056779213,39.43716297622344,48.00004034696528,60.554981538476255,194.25498245586996
