galaxy_ID,r90,r_max
10497-12705,11.50753402709961,9.56977953123451
10497-1901,4.218088626861572,3.2221548182056656
10497-3701,6.369406223297119,5.104560732665742
10497-6101,8.874866485595703,10.72261836950705
10497-6104,7.845780372619629,4.958564444614114
10497-9102,24.795759201049805,8.914210067441196
10498-12701,18.008630752563477,8.207039805046739
10498-12702,19.056196212768555,6.857223211222247
10498-12704,16.391660690307617,4.676140491430838
10498-3701,13.483841896057129,7.599755546575098
10498-3704,7.19083309173584,8.314785226028182
10498-6104,9.229211807250977,5.618295001387283
10498-9101,15.802523612976074,17.77709292211836
10499-12701,33.57429122924805,7.7384788769136525
10499-12704,11.43921184539795,13.65541476714872
10499-12705,29.342973709106445,26.17300365473733
10499-1901,36.86030960083008,3.3960620797481886
10499-1902,37.48635482788086,5.38779803066729
10499-3702,9.714707374572754,6.251522731608789
10499-3703,8.4939603805542,11.496120105050732
10499-3704,18.129928588867188,15.791005442313788
10499-6103,11.768224716186523,5.362201444183862
10499-9102,10.744222640991211,14.17697841550452
10500-12701,15.17535400390625,31.45940788073148
10500-12702,14.842632293701172,15.641545973288018
10500-12703,16.219324111938477,3.4223378777268754
10500-1901,22.64324188232422,3.8077826574850158
10500-3702,8.581510543823242,7.037061025051454
10500-3703,6.799661159515381,8.420332322490326
10500-6101,14.698092460632324,7.370198330483526
10500-6102,10.388917922973633,6.135970477988388
10500-6104,13.74013900756836,24.442158563601765
10501-12701,14.707918167114258,18.42159433034327
10501-12702,12.871438026428223,18.980430977491583
10501-12703,19.277368545532227,8.7013994517071
10501-12704,13.424824714660645,11.217730817920051
10501-12705,19.33084487915039,8.854696283210348
10501-1901,7.6198530197143555,3.1054050771149058
10501-1902,6.8204145431518555,5.127202498182576
10501-3703,9.578086853027344,6.828573488131636
10501-6101,12.551335334777832,8.124317493587483
10501-6102,7.180288314819336,6.398763096421736
10502-12703,13.903241157531738,12.176790312147244
10502-12704,12.389115333557129,11.217495996059363
10502-12705,13.068638801574707,14.948815712455309
10502-1901,10.837789535522461,5.529358643670673
10502-1902,7.962727069854736,2.435342287513465
10502-6104,11.611516952514648,4.4089579792505695
10503-12701,20.888256072998047,11.326878953743996
10503-12702,33.51445007324219,16.98878947302685
10503-12703,29.275924682617188,7.320986260731581
10503-1901,8.551695823669434,4.423066699718213
10503-3703,8.843442916870117,6.19105124183913
10503-6102,10.586187362670898,3.447928876951889
10504-12704,15.26262378692627,8.032700931337224
10504-3703,14.575053215026855,6.6653226284086795
10504-6104,14.95035457611084,13.690456445568783
10504-9101,20.167959213256836,5.078343674742181
10504-9102,17.831344604492188,5.3180970961522975
10505-12701,13.02938461303711,10.964797459827047
10505-12703,10.67492389678955,6.971875857100478
10505-12704,11.257722854614258,11.893697207001914
10505-6104,9.714838027954102,2.1367727627172495
10505-9101,9.106978416442871,7.613359751043662
10506-12701,10.521492004394531,6.506942525026558
10506-12703,17.04568862915039,10.237594498364082
10506-12704,14.900761604309082,5.80482775598099
10506-12705,15.599528312683105,5.446921864545952
10506-3701,13.211739540100098,8.536509086221036
10506-3703,9.6685209274292,3.897236425337249
10506-6101,16.967693328857422,3.025342209861072
10506-6104,8.344677925109863,6.278011621859792
10507-12703,16.068099975585938,13.480125981783894
10507-12704,12.210183143615723,34.08662538816222
10507-3701,14.556031227111816,3.4874441840478307
10507-3702,11.53624439239502,3.949082498803245
10507-6103,12.69232177734375,8.944063662939197
10507-9102,21.146074295043945,15.373410693401556
10508-12701,21.242979049682617,13.972748540240516
10508-12702,21.758520126342773,10.898798359666445
10508-12703,19.809738159179688,12.372203831594295
10508-12704,28.638120651245117,4.451102171355743
10508-12705,13.407917022705078,13.123825625913978
10508-1901,5.571175575256348,1.8764999783583431
10508-1902,14.142301559448242,7.8941892877919475
10508-6104,10.131823539733887,14.880746170838448
10509-12702,20.99049186706543,13.530429536633612
10509-12703,58.15632629394531,2.453396408880358
10509-1901,7.237769603729248,2.956490060366616
10509-1902,8.362385749816895,3.1535197613455073
10509-3703,11.27893352508545,2.9892183365990257
10509-3704,14.715465545654297,5.947879701735364
10509-6102,13.153952598571777,3.626664252954299
10509-6103,14.844351768493652,4.410847769928904
10509-6104,12.532310485839844,5.7605781610145375
10509-9101,21.123775482177734,20.745845264583316
10510-12703,26.091175079345703,4.0755788507588395
10510-12704,41.21952819824219,1.2730808034357086
10510-3704,10.569574356079102,2.995281905687983
10510-6101,12.944009780883789,12.630052827197837
10511-12701,23.379037857055664,8.78073425477078
10511-12703,13.119851112365723,19.555863784201385
10511-12704,12.241501808166504,13.987087330032521
10511-12705,25.87859344482422,12.767829308286503
10511-1901,26.635847091674805,-0.4634752900575062
10511-3701,26.73215675354004,8.887788897010644
10511-6101,12.805752754211426,4.901203751003744
10512-12701,23.54204559326172,20.579518026678308
10512-12702,25.297649383544922,8.028150848512823
10512-12704,16.52985382080078,21.3160398869008
10512-12705,19.445219039916992,7.0915733477147
10512-3702,13.499407768249512,3.1940765020492137
10512-3703,13.263819694519043,3.3002207613370795
10512-6103,16.565122604370117,10.794509594948135
10512-6104,11.669757843017578,5.451285394030826
10512-9101,10.277756690979004,9.402709816863947
10512-9102,17.780792236328125,4.57148102268341
10513-12702,27.52103614807129,5.434977092918027
10513-12703,14.038125038146973,11.541401681203956
10513-12705,19.68025016784668,5.8407401732356785
10513-3701,12.080012321472168,3.683840060235392
10513-3703,9.173016548156738,3.3629386889476685
10513-6103,13.846549034118652,6.63434630240596
10513-6104,15.195894241333008,10.362301280454366
10513-9101,19.982749938964844,3.047954637496017
10514-12702,20.46013069152832,7.07324711860627
10514-12703,21.021181106567383,6.124194002693339
10514-12705,27.598398208618164,6.150196265385073
10514-3701,11.950155258178711,2.865073991175006
10514-3703,12.050459861755371,2.5723839206035346
10514-6101,10.211081504821777,10.917643148523416
10514-6103,9.25537109375,8.618317187185704
10514-9101,17.027751922607422,7.8879502117177
10515-12702,27.665878295898438,7.688858645722055
10515-12704,24.01176643371582,7.350494935660651
10515-12705,18.628768920898438,7.258241010660679
10515-1901,7.609672546386719,2.8129786494633637
10515-3703,25.021324157714844,3.6303322343047664
10515-3704,28.107357025146484,7.730511365232654
10515-6104,18.650562286376953,4.577755790210519
10515-9101,16.33261489868164,12.96820552823546
10515-9102,15.486312866210938,45.83209645254858
10516-12701,21.582921981811523,5.794114750349763
10516-12703,11.512228012084961,9.096019768670539
10516-12704,14.286910057067871,10.266226503584829
10516-12705,16.70802879333496,4.68745108858152
10516-1901,20.87682342529297,2.9101625313556996
10516-1902,7.9711480140686035,2.0301471627819074
10516-3701,7.219305992126465,5.176046885127021
10516-3702,11.596261024475098,3.1069321868923723
10516-3704,12.650687217712402,11.800044241108608
10517-12701,28.177114486694336,2.534899957391311
10517-12703,30.651552200317383,37.09939720282626
10517-1901,8.30727767944336,2.7134727658060362
10517-1902,5.059747695922852,2.9683588399535736
10517-3701,6.722925186157227,6.678264761864839
10517-3704,11.682159423828125,5.30435818850436
10517-6102,10.487200736999512,7.484194099271042
10517-9101,16.971824645996094,8.443222441255655
10517-9102,19.945188522338867,2.9801623537128394
10518-12702,33.12043762207031,15.400810074488273
10518-12703,12.634764671325684,11.032024460944317
10518-12705,33.25943374633789,18.308725300546584
10518-3701,9.556617736816406,10.261378312705224
10518-3703,6.649288177490234,12.831777297987296
10518-3704,6.497485637664795,8.641997195136389
10518-6103,17.1953182220459,17.439082845866732
10518-6104,9.915048599243164,3.740658416642729
10518-9101,21.729244232177734,16.76357766855574
10519-12702,10.351495742797852,9.578011726736017
10519-12704,32.6271858215332,13.315922302364152
10519-12705,29.039348602294922,15.74252318981703
10519-1901,6.856011390686035,1.599188064303081
10519-6102,14.220473289489746,10.693809345386036
10520-12701,26.59998893737793,10.256240187271478
10520-12703,19.488889694213867,5.288676002502752
10520-12704,22.84949493408203,14.464262581177953
10520-12705,17.98832893371582,7.8040004595156285
10520-3701,7.878597259521484,3.7549496540024845
10520-6101,14.760181427001953,5.208815470793526
10520-6102,20.18248748779297,4.966601610247183
10520-6103,8.256251335144043,6.057706126610167
10520-6104,11.28786563873291,11.950123152008802
10520-9101,11.139161109924316,8.971490267971213
10837-12701,19.773611068725586,10.926256862486948
10837-1902,13.694150924682617,3.5948738960629694
10837-3701,13.899490356445312,10.685354600095222
10838-12701,31.340599060058594,6.731103927362467
10838-12703,13.694867134094238,4.1265039007327315
10838-12704,12.619840621948242,7.747509940392966
10838-12705,14.080118179321289,17.83772501287912
10838-1902,6.210197448730469,7.705094864240806
10838-3702,11.615425109863281,15.796441532706812
10838-6101,16.54873275756836,6.155304802647587
10838-6102,23.30895233154297,5.462497979045736
10838-6103,12.89874267578125,4.008413210530374
10838-9102,10.961807250976562,9.239852592703812
10839-12701,14.172243118286133,8.99804294037075
10839-12702,12.74383544921875,11.400711338857393
10839-12704,11.904847145080566,6.333391887769931
10839-1902,7.600593090057373,5.782379850407665
10839-3704,12.420575141906738,6.850334823716131
10839-6101,19.206106185913086,4.429102283137177
10840-12702,16.00540542602539,10.738832262963859
10840-12703,29.26532745361328,7.328927811324
10840-12704,29.340158462524414,5.351467313562783
10840-12705,74.46502685546875,6.533033835527623
10840-1902,8.515143394470215,3.7288645602392725
10840-3701,5.262033939361572,2.882694656378644
10840-3703,10.905393600463867,15.451969193651038
10840-3704,15.142979621887207,12.06520902419964
10840-9101,5.547259330749512,4.5839033233380215
10841-12701,21.192794799804688,20.265082323032452
10841-12702,72.47489929199219,4.213876023506293
10841-12705,55.60673141479492,12.2877656390099
10841-3701,8.565962791442871,13.753257019743849
10841-3702,6.602174282073975,2.601033605643592
10841-6104,12.824349403381348,8.078966074179018
10842-12701,32.24249267578125,5.572426660710126
10842-12702,45.75897979736328,8.06775542510706
10842-12703,12.686203956604004,18.98079725809625
10842-12704,21.999248504638672,11.317803415549987
10842-12705,14.288335800170898,16.173995548462983
10842-1901,13.537887573242188,9.432910446856722
10842-3702,24.529794692993164,3.7396909227813584
10842-3703,25.570669174194336,10.681458834276135
10842-6102,15.10240650177002,10.173161407006129
10842-6103,17.123865127563477,8.915879802782595
10842-9101,14.165634155273438,7.548537413109375
10843-12702,13.216012954711914,7.5745103240421665
10843-12704,24.405061721801758,4.959999629839984
10843-3701,16.69983673095703,2.5790867728711078
10843-3702,16.017669677734375,6.010844793601599
10843-3703,10.273186683654785,4.776508971430343
10843-6103,13.384848594665527,2.59102991331873
10843-6104,11.58876895904541,19.35357521441198
10843-9102,10.877237319946289,8.337610620345625
10844-12701,20.856306076049805,5.1822452256492
10844-12702,21.84579086303711,6.099348871712277
10844-12705,10.350724220275879,18.454723464405394
10844-1901,27.608495712280273,5.4184095302317345
10844-3703,8.817564964294434,2.415125629742295
10844-6101,14.940808296203613,4.293564256942955
10844-9101,15.900764465332031,13.969529038443307
10845-12702,28.7872314453125,5.839229826351137
10845-12703,11.164253234863281,10.411730386304162
10845-12704,12.79460620880127,9.93627651543039
10845-12705,21.72197723388672,22.2254677861982
10845-1902,10.451491355895996,3.3254778851891866
10845-6101,14.143912315368652,4.993143548304
10845-6102,7.9766669273376465,8.837202373347104
10845-6103,18.81178092956543,7.937195123235011
10845-9101,23.338531494140625,5.856095585807551
10845-9102,21.843868255615234,15.596789225030882
10846-12704,12.461310386657715,5.5824747723591
10846-12705,15.637165069580078,10.690598358137938
10846-1901,5.3593902587890625,2.44597576676577
10846-3704,5.885882377624512,2.908088602697802
10846-9102,26.187206268310547,11.013208734433848
11004-12701,24.57322883605957,4.331512830410696
11004-12702,23.789073944091797,4.303974770120769
11004-12703,28.1412353515625,7.697518986331507
11004-12705,18.336393356323242,13.426014155276533
11004-3701,15.690096855163574,14.140280554555584
11004-3702,13.778772354125977,3.3087792193107277
11004-3703,13.811971664428711,4.949038034564307
11004-3704,10.363568305969238,2.9427443414372587
11004-6102,15.688250541687012,2.156981547675005
11004-9101,14.954962730407715,3.971539500024547
11006-3702,11.36946964263916,4.7269834557471375
11009-12701,20.348735809326172,7.6153837305334395
11009-12703,11.099331855773926,5.046851459192118
11009-12704,22.94031524658203,10.89051926367828
11009-1902,8.192846298217773,2.2644862016234995
11009-3704,12.590710639953613,3.1334880932043
11009-6102,7.913102626800537,11.820299880049292
11009-9101,12.33980941772461,13.861536277629192
11010-12703,17.116634368896484,6.572185872413806
11010-12704,24.3443660736084,7.439532090580044
11010-12705,18.695905685424805,7.96519159843877
11010-3701,9.353434562683105,4.777209462056354
11010-3702,11.13790512084961,4.973694837658659
11010-6101,12.083807945251465,4.444908222130713
11010-6102,10.362381935119629,12.822870480594995
11010-6103,13.36338996887207,4.48297310842594
11010-6104,23.52544593811035,4.881265584913825
11010-9101,15.684813499450684,4.981095468346031
11010-9102,16.85044288635254,18.055309893489547
11011-12703,25.392045974731445,8.478192576500204
11011-12705,16.877399444580078,5.54942791421269
11011-3702,15.041358947753906,9.649438571091252
11011-6102,12.231444358825684,4.300146974125705
11011-6104,8.104434967041016,7.383215560924683
11012-12701,16.509014129638672,29.431157105556135
11012-12702,27.078746795654297,13.378184363761688
11012-12703,12.260185241699219,9.695678855774405
11012-12705,26.88257598876953,10.08213536219765
11012-3702,6.7051100730896,4.00519990630947
11012-6101,7.506686210632324,6.2916757023665
11012-6102,7.511319637298584,5.559487139201813
11012-6103,7.154408931732178,4.440864747966412
11013-12701,30.83079719543457,5.406657772410404
11013-12702,31.425168991088867,17.08369040357831
11013-12703,12.206072807312012,8.06621597755665
11013-12704,13.851200103759766,8.813252433698647
11013-12705,13.918173789978027,9.332900173217409
11013-1902,6.042886734008789,4.008275723368132
11013-3701,16.695823669433594,3.8930833695078277
11013-3703,13.17241096496582,6.305199564291079
11013-3704,18.978166580200195,7.755306823105033
11013-6103,13.948315620422363,6.4649789660137955
11013-9102,9.031936645507812,4.659746229294737
11014-12701,15.666937828063965,14.491217476464662
11014-3704,15.568136215209961,3.8134017058445857
11014-6102,13.196205139160156,2.3434019773211405
11014-9101,14.088397979736328,4.1277673695555945
11015-3703,7.657190799713135,9.822915372092618
11016-12701,18.067691802978516,14.932403311905425
11016-12702,22.46404266357422,16.903298645389285
11016-12703,23.820541381835938,14.215053098464445
11016-12704,17.321134567260742,7.56970714879525
11016-9101,11.951851844787598,7.581729876079605
11017-12701,22.145368576049805,7.825813306684719
11017-12704,20.931013107299805,9.969116670273838
11017-12705,17.194002151489258,6.468881102241795
11017-3704,10.816901206970215,3.6812664140026516
11017-6101,14.857047080993652,4.404707431093902
11017-6103,13.304346084594727,7.989381723502156
11017-6104,9.485459327697754,13.468457423117101
11018-12701,24.839664459228516,16.273831419660358
11018-12702,37.910831451416016,6.082636250220877
11018-12703,20.48162269592285,7.424488499231432
11018-12704,27.49556541442871,6.484590598996853
11018-3701,15.184846878051758,9.366903446083713
11018-3702,17.532672882080078,5.52579012411282
11018-3703,9.195826530456543,4.259118850935108
11018-6101,18.175846099853516,5.129190036903448
11018-6102,16.256752014160156,9.657761747895462
11018-6104,17.4538631439209,1.6504084259499179
11018-9101,22.902877807617188,19.03625893375448
11018-9102,17.66488265991211,7.763708116624898
11019-12701,14.709878921508789,34.11827921872805
11019-12702,18.928255081176758,9.141640308641042
11019-12703,19.539451599121094,12.425438376112522
11019-12704,11.926082611083984,12.49848309106449
11019-12705,36.69348907470703,8.86604884614774
11019-3701,14.233797073364258,10.803668828213748
11019-6101,19.218307495117188,14.518038837974013
11019-6104,13.358942985534668,4.910319719468271
11020-12701,74.94686889648438,0.0774588196259914
11020-1901,9.90962028503418,2.544493937342885
11020-3702,24.77320671081543,10.260105444500777
11020-3704,12.32009220123291,4.782139884647065
11020-6101,13.802096366882324,3.437867021780785
11020-6102,14.692855834960938,3.2703485010669207
11020-6103,17.16678810119629,12.999220867121037
11021-12701,31.154630661010742,8.594377332299876
11021-12702,25.891916275024414,4.4422272134848
11021-12704,12.661158561706543,9.101528883863592
11021-1901,11.67006778717041,3.273337631555271
11021-1902,36.629112243652344,10.299352242848618
11021-3702,12.848861694335938,3.447595037690178
11021-3703,14.0310697555542,6.099875909699484
11021-6102,8.260761260986328,10.42302462035022
11021-6103,31.629228591918945,8.48074514548669
11021-9101,18.52229118347168,25.45035162746236
11021-9102,16.32590103149414,4.900044748414388
11022-12701,18.61912727355957,5.477029049923511
11022-12702,14.10025405883789,8.171675795966419
11022-12703,19.313446044921875,8.164665535258175
11022-12704,15.096083641052246,13.61669017362764
11022-3702,13.470078468322754,4.764826641926604
11022-3703,5.901610374450684,4.952516116777858
11022-6101,13.701661109924316,3.705847779574861
11022-6104,12.186013221740723,14.253653944269148
11024-12703,25.11534881591797,6.190656289345591
11024-3703,12.142127990722656,5.4024295603024735
11024-3704,11.64416790008545,1.5294301781790516
11024-6101,15.183342933654785,3.3763909989458716
11024-6104,10.217997550964355,15.319935076374907
11024-9101,17.66695785522461,4.716525181977753
11024-9102,18.325223922729492,7.049381198840035
11025-12701,17.548309326171875,29.691682398730443
11025-12703,20.72490119934082,4.561925799082764
11025-3701,15.55037784576416,15.95565510032426
11025-6101,10.302799224853516,3.365375204883987
11025-9101,17.14624786376953,5.657631244923517
11025-9102,17.227855682373047,14.574622534113173
11742-12701,10.744640350341797,14.704579341400953
11742-12702,14.879393577575684,11.465499601217338
11742-12704,39.32428741455078,7.41830518632688
11742-3702,8.575972557067871,3.452500159714778
11742-3704,3.290818691253662,8.025292865599724
11742-6102,13.329070091247559,5.308260416401215
11742-6104,8.655462265014648,8.720365480090107
11742-9102,15.509390830993652,5.3915844391372385
11743-12702,16.477737426757812,11.36434641542638
11743-12703,28.907360076904297,11.119874582700648
11743-12704,12.309613227844238,11.139579239324316
11743-12705,17.301761627197266,14.079188461856296
11743-1901,7.693383693695068,5.1921436161921655
11743-3701,8.968676567077637,5.181983947688167
11743-6101,14.629632949829102,7.400584007639822
11743-6102,8.477547645568848,9.092441657622889
11743-6103,9.217432022094727,-2.1154747431299135
11743-6104,16.80411720275879,11.165199134034234
11743-9101,9.012179374694824,14.578436452569592
11744-12701,37.396888732910156,24.067166884773997
11744-12704,14.174128532409668,8.911598603534943
11744-12705,12.9420166015625,18.199908861235752
11744-1901,9.359589576721191,1.0214855692462035
11744-1902,7.056506156921387,1.3804020735086309
11744-3703,9.289929389953613,7.218510822431672
11744-3704,16.955801010131836,3.9150272118215628
11744-6103,13.325797080993652,5.764818704184563
11744-9101,16.394731521606445,2.3715590904405617
11744-9102,17.305715560913086,6.4765478271627055
11745-12702,19.98210334777832,9.031701947124754
11745-12703,17.29376220703125,12.861976022602507
11745-12704,26.58087730407715,12.93292690160184
11745-12705,33.37945556640625,8.424102237387592
11745-1902,13.60214614868164,12.851509353231702
11745-3701,9.621394157409668,9.093152727150319
11745-3703,7.014046669006348,5.208384155145122
11745-3704,7.672924995422363,5.542019610783739
11745-6101,11.834342956542969,8.544277357290788
11745-6103,10.202738761901855,4.050306664996498
11745-6104,15.055397033691406,12.037918418302649
11745-9101,16.01968002319336,7.745595039027709
11746-12701,11.18362045288086,14.060747791302257
11746-12702,19.235103607177734,17.413774604007504
11746-12703,24.358402252197266,11.420266895320733
11746-12704,13.98194408416748,20.29136416059923
11746-12705,18.527442932128906,7.402031367103788
11746-3701,8.914353370666504,6.1741616073345424
11746-3703,9.5499267578125,6.625058765866053
11746-3704,12.361748695373535,5.118590888937027
11746-6101,10.278763771057129,10.526396134223628
11746-9102,12.520426750183105,10.55015559894661
11747-12701,27.044790267944336,5.590909673486679
11747-12702,13.161872863769531,12.457994723358597
11747-12705,23.615751266479492,5.163491788929209
11747-1901,7.20334529876709,2.868811422525194
11747-3701,11.087923049926758,3.6687434965153853
11747-3703,10.609331130981445,2.5056642804299014
11747-6101,10.445735931396484,4.302903324649658
11747-6102,13.957463264465332,2.9924969974213727
11747-9101,9.635115623474121,7.365241106249074
11747-9102,16.291841506958008,6.365831765885943
11748-12701,20.655506134033203,5.435883049860649
11748-12702,24.016864776611328,5.934606889096749
11748-12704,18.844226837158203,5.696572640682277
11748-12705,33.850528717041016,7.774128204038089
11748-3704,15.124385833740234,2.9088606081303676
11748-6103,17.8613338470459,2.2923532333417707
11748-9102,17.457056045532227,5.47042620303136
