# %ECSV 0.9
# ---
# datatype:
# - {name: MaNGA_plate, datatype: int64}
# - {name: MaNGA_IFU, datatype: int64}
# - {name: NSAID, datatype: int64}
# - {name: ra, unit: deg, datatype: float64}
# - {name: dec, unit: deg, datatype: float64}
# - {name: redshift, datatype: float64}
# - {name: ba, datatype: float64}
# - {name: phi, unit: deg, datatype: float64}
# - {name: Mstar, unit: solMass, datatype: float64}
# - {name: rabsmag, datatype: float64}
# - {name: plate, datatype: int64}
# - {name: MJD, datatype: int64}
# - {name: fiberID, datatype: int64}
# - {name: index, datatype: int64}
# - {name: imc, datatype: float64}
# - {name: aimc, datatype: float64}
# - {name: smoothness_score, datatype: float64}
# - {name: logHI, unit: dex(solMass), datatype: float64}
# - {name: WF50, unit: km / s, datatype: float64}
# - {name: WP20, unit: km / s, datatype: float64}
# meta: !!omap
# - __serialized_columns__:
#     Mstar:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: solMass}
#       value: !astropy.table.SerializedColumn {name: Mstar}
#     WF50:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: WF50}
#     WP20:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: WP20}
#     dec:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id001 !astropy.units.Unit {unit: deg}
#       value: !astropy.table.SerializedColumn {name: dec}
#     logHI:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(solMass)}
#       value: !astropy.table.SerializedColumn {name: logHI}
#     phi:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: phi}
#     ra:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: ra}
# schema: astropy-2.0
MaNGA_plate MaNGA_IFU NSAID ra dec redshift ba phi Mstar rabsmag plate MJD fiberID index imc aimc smoothness_score logHI WF50 WP20
9037 3702 210963 234.842527103 43.8654620871 0.0187803 0.637244 104.993 3133890000.0 -18.3954 1052 52466 617 995330 1.0 2.0 1.4295396160927547 nan nan nan
9037 6103 262332 235.901551805 43.913285783 0.0372465 0.776937 51.5954 34909300000.0 -20.9477 1333 52782 214 1187582 1.0 1.0 1.368372915572479 nan nan nan
9037 12701 210706 233.652894129 43.0392570397 0.0200772 0.440219 178.524 1402370000.0 -18.2285 1052 52466 162 979889 2.0 79.77 1.1023745004097838 nan nan nan
9037 3704 210968 235.176658256 43.7512524887 0.0195954 0.920454 94.538 9204910000.0 -19.5665 1052 52466 629 995336 1.0 1.0 2.03177017815369 nan nan nan
9037 1901 210955 234.802135726 43.9616686177 0.0187831 0.859892 96.0645 586415000.0 -16.7039 1052 52466 604 995329 1.0 2.0 1.940726563883233 nan nan nan
9037 1902 262333 235.902435934 43.9803342749 0.019805 0.84985 133.51 3654930000.0 -18.6268 1333 52782 215 1187577 1.0 2.0 1.1958888306909679 nan nan nan
9037 12702 632722 233.562065687 43.2456105527 0.0191121 0.72943 12.792 2495650000.0 -18.9632 1052 52466 172 986575 2.0 15.98 1.1802736597568715 nan nan nan
9037 3701 210925 234.462881856 43.5012803886 0.0170584 0.809542 78.8174 751483000.0 -17.0575 1052 52466 543 982600 2.0 68.13 1.3902100383196316 nan nan nan
9037 12705 604868 234.760164534 43.320575499 0.0568419 0.750519 28.9789 28024200000.0 -20.7071 6050 56089 710 -1 -1.0 -1.0 1.6046512467893836 nan nan nan
9037 12703 262316 235.979612517 44.3059523956 0.0356345 0.793189 112.355 53358100000.0 -21.7228 1333 52782 186 997416 2.0 17.5 0.4892720958143646 nan nan nan
9037 6101 210906 233.63971969 43.6368793181 0.0187578 0.478483 133.654 675758000.0 -17.6435 1052 52466 500 987546 2.0 74.8 0.6811225211891822 nan nan nan
9037 9101 210945 234.620422955 43.7332008203 0.0183761 0.735324 21.7703 1328440000.0 -17.8415 1052 52466 584 988572 2.0 43.26 1.7036081190726058 nan nan nan
7991 9102 27716 260.346989853 55.876526099 0.139784 0.859159 88.4574 112211000000.0 -22.2339 367 51997 500 200405 1.0 1.0 2.2885048040993134 nan nan nan
7991 6104 25825 258.82741019 57.6587701679 0.0282021 0.464158 158.055 13733300000.0 -19.9673 355 51788 500 199771 1.0 1.0 1.8364492868822675 8.850000381469727 53.06223149248173 63.22308433146759
7991 12703 634193 258.960057196 57.3667530035 0.0300075 0.396696 141.955 30318400000.0 -20.7685 0 0 0 -1 -1.0 -1.0 1.0618758850891696 -999.0 -1088.2945170593155 -1088.2945170593155
7991 3703 25801 258.530261548 57.4774335349 0.0268484 0.548197 37.8621 2865020000.0 -18.5242 355 51788 472 202407 1.0 2.0 2.348811715548156 -999.0 -1194.4770840819083 -1194.4770840819083
7991 12705 27744 261.115608768 56.2960102323 0.113153 0.66023 18.6705 79349900000.0 -22.0564 367 51997 566 200836 2.0 20.91 0.3882759430280128 nan nan nan
7991 6102 26050 261.08183 56.87628 0.0275173 0.381705 61.3884 3921510000.0 -18.5887 358 51818 359 203943 2.0 10.32 2.2372962890625 -999.0 -1080.8363853879248 -1080.8363853879248
7991 6103 25673 257.833820012 56.9912523477 0.0311171 0.378606 177.177 2809370000.0 -18.6599 355 51788 280 201899 2.0 26.78 0.7130316029424253 -999.0 -1079.348962270312 -1079.348962270312
7991 12704 26065 261.321053643 56.9518773841 0.0250049 0.771182 172.648 2988670000.0 -19.1659 358 51818 382 728815 2.0 48.24 0.7123729280624509 9.430000305175781 353.43196922552676 383.27733551568235
7991 3704 25545 260.228215186 57.0979557846 0.0274682 0.501249 162.413 16499700000.0 -20.0846 355 51788 70 203411 1.0 1.0 1.2584362229007544 9.279999732971191 179.1279859498899 232.2885495221153
7991 12702 25822 258.846945724 57.4328813495 0.032202 0.803993 175.716 64175700000.0 -21.5627 355 51788 497 199782 1.0 1.0 1.9366334107545045 -999.0 -1680.011572920885 -1680.011572920885
7991 3702 25644 258.158751804 57.3224214281 0.0266298 0.740375 43.3663 8923270000.0 -19.4756 355 51788 238 199295 1.0 1.0 1.2242339795656634 -999.0 -1486.1779563909838 -1486.1779563909838
7991 1901 25767 258.548475763 57.9760977732 0.0926206 0.97638 16.0559 32714900000.0 -21.6946 355 51788 414 199748 2.0 135.4 1.6642299843337731 nan nan nan
7991 1902 25775 258.027617964 57.5040078073 0.0281658 0.775333 126.837 11786000000.0 -19.8081 355 51788 433 199288 1.0 1.0 1.3304271055071542 -999.0 -1581.8158838988772 -1581.8158838988772
7991 3701 27618 259.874577274 55.43295833 0.0724629 0.685766 101.27 46957900000.0 -21.2719 367 51997 234 199893 1.0 1.0 2.006232546086897 nan nan nan
7991 12701 634120 257.752216191 56.9353408648 0.0288967 0.515362 7.49495 14401000000.0 -20.5137 0 0 0 -1 -1.0 -1.0 0.32490039926714603 9.890000343322754 486.5966636560117 512.2684300839068
7991 9101 25589 259.174725723 56.9277933688 0.0283133 0.456738 13.279 4995810000.0 -19.2327 355 51788 148 199837 2.0 27.08 0.7216262642262815 9.489999771118164 245.05361012610805 291.1416744158807
7991 6101 25688 257.582232587 56.7572501383 0.0328402 0.931379 98.6111 23941000000.0 -20.515 355 51788 297 198784 1.0 1.0 1.8536724853515625 9.319999694824219 722.4261778113099 705.9449722338655
8946 9101 295360 170.606919594 47.1059671224 0.025013 0.65275 161.146 3354140000.0 -19.2279 1441 53083 513 1171705 2.0 68.47 0.71805809664439 nan nan nan
8946 12701 658980 169.42303 47.0834 0.0531635 0.752616 101.579 37371300000.0 -21.6746 0 0 0 -1 -1.0 -1.0 2.2201992253261786 nan nan nan
8946 6101 294274 168.752093512 46.6345251343 0.0541852 0.715074 132.443 19571500000.0 -20.6282 1438 53054 544 1068394 2.0 23.56 1.0713383516819357 nan nan nan
8946 1902 658931 169.300369024 46.8598732327 0.0607855 0.758258 6.58859 84342700000.0 -22.0251 1441 53083 394 1171651 1.0 1.0 1.4431456754679668 nan nan nan
8946 3701 295222 168.957726925 46.3195644483 0.0532814 0.819825 81.9761 22205000000.0 -20.6495 1441 53083 313 1066500 1.0 2.0 1.412588219392924 nan nan nan
8946 3702 295263 169.514598419 47.5058118744 0.0247867 0.332871 146.549 864231000.0 -17.3817 1441 53083 379 1172609 2.0 15.17 0.6412840438762885 nan nan nan
8946 3704 295159 170.35502801 46.2892276044 0.0244278 0.700939 129.027 11062600000.0 -19.7419 1441 53083 186 1169485 1.0 1.0 0.7201720090911061 nan nan nan
8946 6103 184015 169.357930654 47.8542375686 0.0157452 0.450166 177.094 708385000.0 -17.7403 965 52438 245 953493 2.0 84.54 0.5231395459357109 nan nan nan
8946 1901 184010 169.287129083 48.5387549726 0.0252332 0.71852 103.583 5863850000.0 -19.0104 965 52438 235 955442 1.0 1.0 1.3707293886126894 nan nan nan
8946 12703 295398 171.013323097 47.9707615331 0.140497 0.843816 164.805 96254400000.0 -22.2749 1441 53083 564 953566 1.0 1.0 2.074372643455465 nan nan nan
8946 12705 612657 170.461723946 48.0792542418 0.128965 0.763181 74.6926 133029000000.0 -22.4898 6686 56389 955 -1 -1.0 -1.0 1.878042458623035 nan nan nan
8946 9102 295333 170.142155743 46.8245044229 0.053523 0.962726 155.987 86878500000.0 -21.9615 1441 53083 475 1068424 1.0 1.0 2.372384926707474 nan nan nan
8946 6102 295622 170.808272582 46.9978024507 0.0247756 0.522688 167.899 10197800000.0 -19.6836 1442 53050 359 1068458 1.0 2.0 1.1791449652777777 nan nan nan
8946 3703 295143 170.58814502 46.4305044138 0.0322703 0.927723 156.975 26114800000.0 -20.6304 1441 53083 163 1066526 1.0 1.0 0.9761090959821429 nan nan nan
8946 6104 183962 170.288543252 48.0416546994 0.12623 0.771367 113.023 158564000000.0 -22.6169 965 52438 133 888595 1.0 1.0 2.3304997487681534 nan nan nan
8946 12704 295405 171.148793982 47.6140153322 0.0333964 0.367179 96.6865 1386380000.0 -18.1447 1441 53083 574 1172650 2.0 49.69 0.8154737325371123 nan nan nan
8946 12702 659156 169.823700352 47.6483583246 0.0344067 0.940759 129.226 63277900000.0 -21.8142 6686 56389 844 -1 -1.0 -1.0 1.0979760480296483 nan nan nan
8713 9101 46169 116.388447639 40.1901035472 0.0706746 0.861907 79.0697 45007400000.0 -21.2548 432 51884 556 218720 1.0 1.0 2.161826705076664 nan nan nan
8713 6101 -9999 115.658493809 38.2485957019 -9999.0 -9999.0 -9999.0 -9999.0 -9999.0 0 0 0 -1 -1.0 -1.0 0.7189212512418713 nan nan nan
8713 12701 46366 116.182137064 38.6350147539 0.0596303 0.65319 99.9528 23301400000.0 -20.9775 433 51873 423 222027 2.0 34.3 0.5647677606628758 nan nan nan
8713 1902 46685 118.868868421 39.4201932644 0.0198477 0.660732 40.1385 655330000.0 -17.641 435 51882 6 372855 2.0 151.52 0.6597829669789043 nan nan nan
8713 3701 46423 117.061131369 39.0457307331 0.0135278 0.342666 23.971 660727000.0 -17.8005 433 51873 540 193750 2.0 31.73 1.0377507890973772 nan nan nan
8713 12704 46718 118.235159478 38.9281990186 0.0413222 0.494851 122.532 2439700000.0 -19.3015 435 51882 89 372820 2.0 80.13 0.5597091296487603 nan nan nan
8713 12702 45947 116.519025614 39.886351746 0.0415206 0.734367 20.65 2923130000.0 -19.347 432 51884 78 196727 2.0 106.95 0.6540620569056043 nan nan nan
8713 3702 45945 116.21292107 39.8628937895 0.0853646 0.895278 110.997 115433000000.0 -22.2873 432 51884 72 218705 1.0 1.0 2.4540016308839734 nan nan nan
8713 6103 46758 117.878145946 39.9958424565 0.0971267 0.910555 122.883 77776800000.0 -21.8536 435 51882 194 193787 1.0 1.0 2.306993243803022 nan nan nan
8713 3704 76280 118.441654027 38.8690356271 0.0397519 0.847402 113.887 3500870000.0 -18.6757 544 52201 306 372824 1.0 2.0 1.428628007668535 nan nan nan
8713 1901 46379 116.847786455 39.1959312934 0.0255748 0.670623 84.0448 5976590000.0 -19.0722 433 51873 444 212394 1.0 1.0 1.8895631302234739 nan nan nan
8713 12703 46156 116.098548454 40.3437690341 0.019559 0.315297 170.567 2549760000.0 -18.9917 432 51884 517 225225 2.0 62.47 0.17585004459727893 nan nan nan
8713 9102 76301 118.855393765 39.1860944299 0.0331647 0.811548 1.77356 20003900000.0 -20.812 544 52201 344 438538 2.0 113.52 0.6933954495102612 nan nan nan
8713 12705 76263 118.598785742 38.6705561228 0.0198451 0.397998 59.9642 1298560000.0 -18.3371 544 52201 279 438521 2.0 67.26 1.0460367838541667 nan nan nan
8713 6102 46428 117.602692756 38.4691486044 0.0717775 0.807535 82.2935 38492100000.0 -21.2873 433 51873 548 439347 2.0 24.14 0.594801552805889 nan nan nan
8713 6104 46726 118.317318379 39.050122769 0.0408673 0.978846 91.9589 39874700000.0 -21.7014 435 51882 99 372831 2.0 33.43 0.4670029892071106 nan nan nan
8713 3703 46717 118.370298929 39.2997132847 0.0426397 0.782858 101.697 5387170000.0 -19.3663 435 51882 88 439379 1.0 0.0 1.9599155319071262 nan nan nan
8979 12705 604810 244.329704001 41.4367665237 0.0619727 0.765634 80.2508 35086300000.0 -21.0451 6044 56090 106 -1 -1.0 -1.0 1.1117423751487665 nan nan nan
8979 12703 222305 242.065591427 42.7070243134 0.0389044 0.693179 132.275 1385190000.0 -18.5824 1170 52756 164 1015364 2.0 64.03 0.5560523326002706 nan nan nan
8979 6102 263044 241.823389178 41.4036042555 0.0346392 0.863407 36.1542 20755600000.0 -20.736 1335 52824 553 999685 2.0 32.94 0.4305724410839038 nan nan nan
8979 6104 222325 242.45130039 42.333990796 0.0386498 0.774566 129.745 31496400000.0 -21.2553 1170 52756 192 1004986 2.0 25.91 0.49344447439432504 nan nan nan
8979 3703 222845 244.39055191 41.6885471216 0.0269555 0.696531 136.154 9567480000.0 -19.5874 1171 52753 488 1016391 1.0 1.0 1.2319933622882215 nan nan nan
8979 12702 222811 243.623211686 41.580727492 0.137504 0.786067 28.4879 110869000000.0 -22.3078 1171 52753 426 1958854 1.0 1.0 2.2449594701692486 nan nan nan
8979 1901 263068 242.318618357 41.7457277879 0.0256185 0.909043 23.0762 20937300000.0 -20.3903 1335 52824 612 1003112 1.0 1.0 1.3377942783165708 nan nan nan
8979 12704 222838 243.880654131 41.4070168921 0.0262555 0.657083 143.441 13713900000.0 -19.9246 1171 52753 475 1015402 1.0 1.0 2.1154950400734074 nan nan nan
8979 3702 222346 241.370314955 42.6272105502 0.039392 0.635439 166.537 45395300000.0 -21.4856 1170 52756 243 1014780 2.0 22.87 0.5502273539830611 nan nan nan
8979 6103 604709 242.034014667 42.9905995551 0.13825 0.375044 8.04587 180398000000.0 -22.8419 6034 56103 324 -1 -1.0 -1.0 0.938140869140625 nan nan nan
8979 3704 222687 244.4229653 40.9338176284 0.0620948 0.656536 134.7 25614400000.0 -21.0385 1171 52753 222 1015411 2.0 29.69 0.8599793509151159 nan nan nan
8979 3701 263031 241.208521549 42.0358071243 0.0250348 0.612715 0.270294 1865720000.0 -17.7981 1335 52824 536 1194170 2.0 22.06 1.1198293050130208 nan nan nan
8979 1902 222323 242.585330709 41.8548951944 0.039546 0.884964 3.96204 43083000000.0 -21.4086 1170 52756 189 1014810 1.0 2.0 2.2995821196457435 nan nan nan
8979 12701 222384 241.341763012 42.4883122721 0.077757 0.708909 139.955 43249700000.0 -21.7264 1170 52756 320 1003089 2.0 28.99 0.3968677520751953 nan nan nan
8979 9101 263026 241.278593012 42.0373576473 0.0768044 0.835293 170.138 43563200000.0 -21.5953 1335 52824 528 1194172 2.0 25.45 0.6449002511160714 nan nan nan
8979 6101 686305 241.366385991 41.6493667208 0.0231772 0.369286 19.4769 4319290000.0 -19.0682 1335 52824 504 999677 2.0 33.68 0.6248106609229296 nan nan nan
8145 1901 212982 116.993596062 28.3248061942 0.0234804 0.760215 130.031 6781950000.0 -19.3282 1059 52618 498 -1 -1.0 -1.0 0.5407937599794708 9.520000457763672 315.5440506776664 320.16176849246153
8145 6103 212911 116.503038355 28.6996336807 0.0236372 0.865726 59.2208 3554770000.0 -19.1652 1059 52618 332 -1 -1.0 -1.0 0.6543264215642756 9.609999656677246 283.70595332356305 389.5962035077098
8145 3704 589396 117.570349824 27.8569928312 0.0275442 0.704852 73.196 17838000000.0 -20.2009 4452 55536 94 -1 -1.0 -1.0 2.3193400482133053 -999.0 -1408.3228449055744 -1408.3228449055744
8145 3702 212934 116.379533795 28.4410097037 0.0157646 0.54256 105.983 936023000.0 -18.232 1059 52618 389 -1 -1.0 -1.0 0.9982705703509852 9.199999809265137 213.09091253857588 226.1858848174828
8145 6104 161347 116.511679886 28.878071563 0.0397552 0.75438 12.4366 2589190000.0 -19.0669 889 52663 4 829248 2.0 68.84 0.6587925241954291 -999.0 -1521.8497975077005 -1521.8497975077005
8145 3703 589398 117.325283228 28.4734871353 0.0160898 0.914378 53.4063 3299810000.0 -18.3765 4452 55536 152 -1 -1.0 -1.0 1.4076307267707011 -999.0 -2467.5102012792145 -2467.5102012792145
8145 6102 212791 116.553531345 26.9230031293 0.0157315 0.717773 53.8441 1205770000.0 -17.5431 1059 52618 42 -1 -1.0 -1.0 2.266817699507951 -999.0 -1434.7734197498753 -1434.7734197498753
8145 12701 212979 117.01332252 28.0282684125 0.0270985 0.28827 44.4928 7966730000.0 -19.6018 1059 52618 492 -1 -1.0 -1.0 0.8199071017178622 9.880000114440918 217.22122182565963 234.97487937871836
8145 9102 154259 116.660473878 26.4702171495 0.0153684 0.707949 161.931 865297000.0 -18.1383 858 52316 318 849455 2.0 78.54 0.7383263929834906 9.34000015258789 176.98775277170031 382.2935459868727
8145 12702 161401 115.963601541 28.3577842123 0.106332 0.693679 15.1498 122313000000.0 -22.5078 889 52663 127 823723 1.0 1.0 2.1920341343395653 nan nan nan
8145 6101 622147 116.68564 26.741 0.0239233 0.54181 69.4604 1276490000.0 -18.7916 0 0 0 -1 -1.0 -1.0 0.6507106858856824 9.430000305175781 166.56732199441134 356.92997570231
8145 12704 161367 116.239350213 28.9275044259 0.0234717 0.932367 150.77 4365310000.0 -19.561 889 52663 41 780350 2.0 36.1 0.7672340731849467 9.489999771118164 337.47040961206454 207.4613173844659
8145 9101 212782 117.108600016 27.2980447031 0.0264221 0.461401 72.7405 7944010000.0 -19.5928 1059 52618 19 -1 -1.0 -1.0 0.7215370912905092 -999.0 -1126.0249583590974 -1126.0249583590974
8145 3701 589515 117.104737946 27.5752477768 0.0155801 0.663297 31.901 1291070000.0 -18.002 4459 55533 594 -1 -1.0 -1.0 0.6890296455594694 8.890000343322754 157.67891113812775 155.00638722053236
8145 12705 212978 117.009655727 28.4049993878 0.0157733 0.214692 72.2694 1208430000.0 -18.0827 1059 52618 489 -1 -1.0 -1.0 0.8654869028309373 9.449999809265137 192.4884843162532 429.00359004526644
8145 12703 212939 117.065788414 28.7153972947 0.0228708 0.615256 110.527 1116380000.0 -17.9455 1059 52618 412 -1 -1.0 -1.0 0.8195634045130235 9.460000038146973 267.6552990079653 273.99784163848585
8145 1902 589400 117.045741199 28.2302750745 0.0271584 0.653233 86.6153 14817600000.0 -20.1561 4452 55536 184 -1 -1.0 -1.0 0.5980189930308949 9.15999984741211 66.03650665306051 417.3507220473424
8941 9102 230902 121.625742505 26.8989373467 0.0255938 0.714927 105.077 19062300000.0 -20.4198 1205 52670 420 877420 1.0 0.0 0.18243167501100352 9.960000038146973 609.2685167824695 391.8769333295696
8941 3703 230952 121.70479387 26.1689648879 0.0238904 0.618955 162.214 1335040000.0 -18.0179 1205 52670 508 1036366 1.0 2.0 1.1095286778041296 -999.0 -1271.9204965804408 -1271.9204965804408
8941 12701 173478 120.063604131 27.5899885407 0.0229455 0.757281 122.072 777852000.0 -17.9242 929 52581 323 861224 2.0 40.75 1.1928782609724486 9.199999809265137 218.95937446501623 194.46042347592348
8941 6104 230917 121.726700902 26.3742046649 0.0219922 0.445449 119.141 1873350000.0 -18.6459 1205 52670 442 1036370 2.0 81.92 0.7118685684540198 9.329999923706055 205.5160243918901 180.94345625807716
8941 6102 231004 122.115480415 26.3725704363 0.0272935 0.323482 97.7742 3642020000.0 -18.5387 1205 52670 620 1065344 2.0 22.18 0.734996523542648 9.59000015258789 269.48927297012614 46.50010984582568
8941 3704 231091 122.738581866 26.3049875958 0.0262989 0.512879 91.2888 5260920000.0 -18.9613 1206 52670 206 1095891 1.0 0.0 1.7156027088994565 -999.0 -1163.7105314308417 -1163.7105314308417
8941 6103 173312 121.331303319 27.0711340102 0.017086 0.621341 135.533 987906000.0 -17.6694 929 52581 37 878014 2.0 32.86 0.8303681230123064 -999.0 -1274.9823238808308 -1274.9823238808308
8941 3702 173566 120.008018002 27.1145361383 0.0426423 0.86846 78.632 3017020000.0 -19.7863 929 52581 475 879460 2.0 111.58 0.28487222686068703 9.960000038146973 520.4138962985515 286.42935377672217
8941 1901 154769 120.723976721 28.4571247784 0.0772168 0.914427 73.3005 79798500000.0 -22.1172 860 52319 88 841914 2.0 30.5 0.6407884070809138 nan nan nan
8941 1902 173321 120.311639354 26.3331764922 0.0683473 0.778428 136.811 81473500000.0 -21.9979 929 52581 51 877982 1.0 1.0 2.5803164354011194 nan nan nan
8941 12703 231093 122.727067782 26.6967401924 0.0365237 0.545909 42.4836 2040110000.0 -18.7498 1206 52670 208 1065360 2.0 63.4 0.5349506808767637 9.930000305175781 282.8687270344007 168.28898950147888
8941 3701 173374 120.059598154 26.6980146136 0.0279985 0.789043 27.9099 10746100000.0 -19.7542 929 52581 141 878645 1.0 1.0 1.4913549564154864 10.029999732971191 835.0452408456434 138.36032255727036
8941 12705 647149 121.990988994 26.0289828842 0.0141405 0.695638 145.078 1733990000.0 -18.0599 4458 55536 54 -1 -1.0 -1.0 0.7369126399888118 9.25 257.5193950236562 339.6472020852547
8941 9101 173387 120.2031496 26.9862724026 0.0228365 0.667512 113.367 2385080000.0 -18.1122 929 52581 157 885697 1.0 2.0 1.908360302605541 -999.0 -1341.6616820538823 -1341.6616820538823
8941 6101 647010 120.26105164 26.8041160655 0.042296 0.522866 91.757 6586540000.0 -19.3744 0 0 0 -1 -1.0 -1.0 0.7490134526589407 9.899999618530273 202.9528130829037 227.5887036883429
8941 12704 173311 121.158813939 26.9417279368 0.0139907 0.306102 173.645 758596000.0 -17.7336 1205 52670 370 878010 2.0 64.93 0.6991388144107495 9.079999923706055 216.38684523810736 148.1094426144327
8941 12702 231120 122.238861621 26.6429539534 0.0218568 0.413372 81.2168 1008890000.0 -17.7389 1206 52670 289 1036393 2.0 35.49 0.8101056824905728 9.260000228881836 218.5462911308058 438.1908048301081
8714 9102 47619 120.918897692 46.7273933044 0.0289858 0.558883 111.118 5628920000.0 -19.0446 438 51884 199 228153 1.0 2.0 2.3956271534069007 nan nan nan
8714 6104 359064 118.655540478 46.9882207166 0.0171618 0.667733 96.6102 1228460000.0 -17.7169 1737 53055 612 1702697 1.0 2.0 1.3018051192033837 nan nan nan
8714 3703 47718 120.437343527 47.0646602498 0.0220606 0.483053 149.309 2481660000.0 -18.4126 438 51884 396 230977 2.0 85.57 0.699917048844607 nan nan nan
8714 6102 579910 119.197952383 45.8878597818 0.0561432 0.757975 31.3503 67732900000.0 -21.8794 3681 55243 312 -1 -1.0 -1.0 0.4677715502892864 nan nan nan
8714 12701 579826 117.953854063 46.1928605658 0.130201 0.749711 93.8829 165097000000.0 -22.7042 3673 55178 78 -1 -1.0 -1.0 2.2731073409164506 nan nan nan
8714 6103 579913 117.776020185 47.3333526281 0.0788339 0.897009 22.7058 131059000000.0 -22.3934 3681 55243 510 -1 -1.0 -1.0 2.425589136185379 nan nan nan
8714 3704 646894 118.184152672 45.949276388 0.0516947 0.955753 121.352 74399400000.0 -21.8557 1737 53055 119 1701507 1.0 1.0 1.2876078851335266 nan nan nan
8714 3702 358865 117.964463339 46.0694301321 0.0517526 0.815231 68.0927 66649700000.0 -21.6493 1737 53055 114 1725536 1.0 1.0 2.462364913350311 nan nan nan
8714 12704 359054 118.797118458 46.3003520467 0.0225849 0.287913 81.2984 1857630000.0 -18.0128 1737 53055 591 243027 2.0 44.3 0.8380236700882295 nan nan nan
8714 12702 646921 118.68983 46.22018 0.0222279 0.915978 163.311 4303190000.0 -19.3077 1737 53055 598 243020 2.0 24.66 0.6958237162059367 nan nan nan
8714 1902 47666 120.07726612 46.1867665279 0.0607642 0.927793 148.624 38616600000.0 -21.0586 438 51884 289 240965 1.0 1.0 1.3777978194387335 nan nan nan
8714 3701 358875 117.364038937 45.5329185307 0.129417 0.746199 2.86009 134561000000.0 -22.4671 1737 53055 138 1702665 1.0 1.0 2.292899475938361 nan nan nan
8714 12703 359059 118.432971579 47.2480042699 0.0436477 0.88312 54.2373 5723910000.0 -19.653 1737 53055 604 1726933 2.0 23.09 0.8442322183619752 nan nan nan
8714 12705 47662 120.05894 46.04257 0.062378 0.415495 76.8491 35580500000.0 -21.0698 438 51884 284 240953 2.0 17.9 0.6620355956609955 nan nan nan
8714 9101 358880 117.739943026 45.9895292443 0.0533814 0.419516 174.395 21827800000.0 -20.4352 1737 53055 145 1702670 1.0 1.0 1.7289132386408417 nan nan nan
8714 6101 47087 118.716248079 45.8225546331 0.0216242 0.946779 156.332 4439610000.0 -19.8067 436 51883 330 233797 2.0 70.2 0.8372840421745577 nan nan nan
10001 3703 59040 134.591498946 57.6849653262 0.0405528 0.610528 169.053 3108960000.0 -18.7373 483 51924 441 -1 -1.0 -1.0 0.38686995656866774 nan nan nan
10001 6104 58956 136.623724313 56.7963948252 0.0672827 0.630574 146.271 99188900000.0 -22.0568 483 51924 46 -1 -1.0 -1.0 1.9733944186916599 nan nan nan
10001 6102 51184 132.653991697 57.3596675436 0.0261046 0.581075 65.8374 18648300000.0 -20.3499 448 51900 372 -1 -1.0 -1.0 0.5213897372849436 nan nan nan
10001 12701 51226 133.371090612 57.5984251446 0.0392074 0.417013 69.2463 2685340000.0 -19.2112 448 51900 450 234303 2.0 68.98 0.5632559946206518 nan nan nan
10001 9102 58979 135.818210094 56.6253848319 0.0804568 0.819056 115.745 55367000000.0 -21.5048 483 51924 124 -1 -1.0 -1.0 1.9583675722267502 nan nan nan
10001 3704 51296 134.910466734 56.8788941639 0.0307813 0.933142 53.0979 17174900000.0 -20.2458 448 51900 604 1093424 1.0 1.0 0.8144506276531812 nan nan nan
10001 6103 51281 134.008123053 57.3909643699 0.0406264 0.864315 32.0745 31737100000.0 -20.8554 448 51900 563 231438 1.0 1.0 2.041094112858441 nan nan nan
10001 3702 51205 132.912768243 57.1074235568 0.0256063 0.948903 138.512 7120350000.0 -19.4337 448 51900 414 1093612 1.0 2.0 1.3507273068464813 nan nan nan
10001 1901 58994 133.330028009 57.0411553708 0.0257497 0.532468 92.5268 1378800000.0 -17.4637 483 51924 220 -1 -1.0 -1.0 0.7440457887287382 nan nan nan
10001 1902 51274 134.193923352 56.7867469988 0.0253909 0.839959 153.782 11365900000.0 -19.7595 448 51900 542 228547 1.0 1.0 2.4017950004837463 nan nan nan
10001 12703 59078 136.017159969 57.0923291779 0.0462094 0.378034 51.5052 9439710000.0 -19.9387 483 51924 535 1093290 2.0 32.88 0.49459259638367564 nan nan nan
10001 12705 59219 136.75137451 57.4514369241 0.0462349 0.541128 132.903 9651730000.0 -20.2512 484 51907 281 246940 2.0 56.25 0.4886967540172087 nan nan nan
10001 3701 51179 132.465646765 57.1437279024 0.0394191 0.907966 177.501 5164150000.0 -18.9117 448 51900 365 234285 1.0 1.0 2.329215282231421 nan nan nan
10001 12704 59044 133.989966869 57.6779676669 0.0141215 0.212315 81.0961 4218380000.0 -18.7303 483 51924 456 -1 -1.0 -1.0 0.8818602095452142 nan nan nan
