# %ECSV 0.9
# ---
# datatype:
# - {name: MaNGA_plate, datatype: int64}
# - {name: MaNGA_IFU, datatype: int64}
# - {name: NSAID, datatype: int64}
# - {name: ra, unit: deg, datatype: float64}
# - {name: dec, unit: deg, datatype: float64}
# - {name: redshift, datatype: float64}
# - {name: ba, datatype: float64}
# - {name: phi, unit: deg, datatype: float64}
# - {name: Mstar, unit: solMass, datatype: float64}
# - {name: rabsmag, datatype: float64}
# - {name: plate, datatype: int64}
# - {name: MJD, datatype: int64}
# - {name: fiberID, datatype: int64}
# - {name: index, datatype: int64}
# - {name: imc, datatype: float64}
# - {name: aimc, datatype: float64}
# - {name: smoothness_score, datatype: float64}
# - {name: logHI, unit: dex(solMass), datatype: float64}
# - {name: WF50, unit: km / s, datatype: float64}
# - {name: WP20, unit: km / s, datatype: float64}
# meta: !!omap
# - __serialized_columns__:
#     Mstar:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: solMass}
#       value: !astropy.table.SerializedColumn {name: Mstar}
#     WF50:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: WF50}
#     WP20:
#       __class__: astropy.units.quantity.Quantity
#       unit: !astropy.units.Unit {unit: km / s}
#       value: !astropy.table.SerializedColumn {name: WP20}
#     dec:
#       __class__: astropy.units.quantity.Quantity
#       unit: &id001 !astropy.units.Unit {unit: deg}
#       value: !astropy.table.SerializedColumn {name: dec}
#     logHI:
#       __class__: astropy.units.function.logarithmic.Dex
#       unit: !astropy.units.Unit {unit: dex(solMass)}
#       value: !astropy.table.SerializedColumn {name: logHI}
#     phi:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: phi}
#     ra:
#       __class__: astropy.units.quantity.Quantity
#       unit: *id001
#       value: !astropy.table.SerializedColumn {name: ra}
# schema: astropy-2.0
MaNGA_plate MaNGA_IFU NSAID ra dec redshift ba phi Mstar rabsmag plate MJD fiberID index imc aimc smoothness_score logHI WF50 WP20
8326 6103 339410 214.818992501 48.0610045702 0.0522185 0.707035 97.9806 21517800000.0 -20.4168 1672 53460 168 1270483 1.0 1.0 2.148371378580729 nan nan nan
8326 3702 339832 215.346547038 47.9184171568 0.0726445 0.613687 93.6407 99943000000.0 -22.1364 1673 53462 386 1270490 1.0 1.0 2.3498282832140363 nan nan nan
8326 3703 339401 215.274863658 48.3081727439 0.0719628 0.810924 102.087 52593100000.0 -21.4091 1672 53460 150 1374284 1.0 1.0 2.2656712173726516 nan nan nan
8326 6104 339326 216.256140174 47.9534929732 0.071057 0.839827 171.878 107601000000.0 -22.1975 1672 53460 12 1374331 1.0 1.0 2.379475591315893 nan nan nan
8326 6102 249443 215.017906947 47.1213302326 0.0703766 0.874111 96.1686 36189300000.0 -21.3826 1287 52728 402 1269096 2.0 30.43 0.7359440226850398 nan nan nan
8326 12701 249257 213.149187912 47.2530577 0.0280844 0.596415 89.8986 16589600000.0 -20.1812 1286 52725 505 902027 2.0 21.99 0.7459950918770248 9.329999923706055 519.5120756407355 555.6412127956067
8326 9102 249479 215.940812985 45.9311854386 0.0717639 0.947584 79.8675 37479900000.0 -21.4872 1287 52728 515 898972 2.0 31.97 0.4284579195775435 nan nan nan
8326 6101 339837 215.385064339 47.9627317242 0.0695267 0.609782 48.1938 46378500000.0 -21.378 1673 53462 392 1270491 1.0 1.0 2.2990917874668835 nan nan nan
8326 9101 339423 213.809361648 47.7499574049 0.130442 0.822886 94.7572 104913000000.0 -22.2482 1672 53460 204 1369628 1.0 1.0 2.182656314066893 nan nan nan
8326 12704 339388 214.375197857 47.7149584725 0.037478 0.245486 141.697 1759030000.0 -18.5074 1672 53460 125 1369632 2.0 60.2 0.5728654750414376 9.640000343322754 322.8800867207839 331.13261289895087
8326 12702 249442 214.726268165 45.9584150865 0.0271793 0.873253 92.1279 4681310000.0 -19.4862 1287 52728 400 895665 2.0 41.55 0.6783793953893893 9.470000267028809 418.6615766828004 463.8113545603573
8326 3701 249395 214.422103097 45.4658215702 0.027447 0.895949 93.6438 9949090000.0 -19.722 1287 52728 226 892432 1.0 0.0 0.8494615854707154 9.670000076293945 648.4194494506019 670.9340136676366
8326 1902 249454 214.854653976 45.8642518321 0.0266855 0.911264 31.6205 12740200000.0 -19.9872 1287 52728 438 895667 1.0 1.0 0.8584925333658854 9.260000228881836 230.68180530552252 565.7774803809131
8326 12703 339349 215.463145967 48.0337900958 0.052152 0.593342 45.7307 11417700000.0 -20.5528 1672 53460 57 1270495 2.0 50.08 0.47847924492020744 nan nan nan
8326 12705 339677 217.077905948 46.8238432166 0.0358621 0.682187 89.468 1661300000.0 -18.4517 1673 53462 135 1369687 2.0 53.66 1.136944343507752 9.869999885559082 121.72142877913763 184.633627923411
7960 9102 578733 259.246928781 32.2458860679 0.110685 0.663741 1.58609 167494000000.0 -22.6721 2973 54591 127 533863 1.0 1.0 2.4005477194167604 nan nan nan
7960 12701 187711 257.138837223 31.8056435337 0.0315166 0.943759 67.6554 32650500000.0 -21.214 976 52413 226 529729 2.0 28.57 0.3263219179464763 nan nan nan
7960 6102 188282 258.89242 31.52951 0.0229439 0.582089 69.7765 2146090000.0 -18.5777 978 52441 537 -1 -1.0 -1.0 0.943778687042003 nan nan nan
7960 3703 578738 259.183519785 32.8062648984 0.0405781 0.714246 125.614 3416520000.0 -18.7707 2973 54591 136 585196 2.0 21.53 1.223168133202313 nan nan nan
7960 6104 188295 259.217409048 31.5841310067 0.0233482 0.885163 171.458 14644700000.0 -20.1087 978 52441 574 -1 -1.0 -1.0 2.2209002311862247 nan nan nan
7960 1901 594923 258.386122445 33.1530376938 0.109289 0.941387 113.969 142636000000.0 -22.4996 4993 55738 17 -1 -1.0 -1.0 2.3815874156385366 nan nan nan
7960 3702 187607 258.289350795 31.5820433165 0.0295799 0.885757 135.611 10786800000.0 -19.7539 976 52413 49 582246 1.0 1.0 0.5659543743350016 nan nan nan
7960 3704 187612 258.807856874 31.3894706707 0.0239571 0.804098 161.916 877510000.0 -18.5669 976 52413 9 583063 2.0 106.79 0.58940676253363 nan nan nan
7960 6103 187854 258.226225318 32.7865800599 0.0379607 0.375355 136.021 4079830000.0 -18.9321 976 52413 586 532984 2.0 27.63 1.4972877358490566 nan nan nan
7960 12705 188251 258.65021268 30.7335347099 0.0295939 0.629551 158.271 14338000000.0 -20.2994 978 52441 464 582270 2.0 38.67 0.4436636829828199 nan nan nan
7960 12703 188296 259.228308542 31.5275481369 0.024753 0.580185 141.17 6137990000.0 -19.6621 978 52441 575 584038 2.0 37.21 0.6508012124690712 nan nan nan
7960 3701 187570 257.085762619 31.7469152793 0.108119 0.842984 136.106 84062300000.0 -21.9918 976 52413 230 580363 1.0 1.0 1.6874244103064904 nan nan nan
7960 1902 187700 257.567925509 32.2401129222 0.0363584 0.903586 169.096 32906800000.0 -20.8852 976 52413 199 530738 1.0 1.0 2.1685837837114725 nan nan nan
7960 12702 594925 257.532896417 32.294166029 0.0296497 0.291635 4.95059 14580100000.0 -19.9909 4993 55738 129 -1 -1.0 -1.0 1.1247281252133396 nan nan nan
7960 12704 187621 259.044306887 31.7923079272 0.0228699 0.453184 60.8114 7222750000.0 -20.0854 976 52413 28 504658 2.0 56.21 0.40749130828162455 nan nan nan
7960 6101 187608 258.798899463 31.1282239365 0.022468 0.74548 135.31 1259200000.0 -18.0749 976 52413 1 531776 2.0 51.5 0.9196031041605822 nan nan nan
8319 1902 301373 199.381778619 47.6766457959 0.0269767 0.887822 34.4218 11480600000.0 -19.7418 1461 53062 442 1208154 1.0 1.0 2.6236129932189254 -999.0 -2170.8565206090557 -2170.8565206090557
8319 3701 301376 199.3225054 47.3420135692 0.0268704 0.93853 68.1393 5228310000.0 -19.777 1461 53062 449 1206998 2.0 62.45 0.5316103055384871 9.84000015258789 -2893.9939473282598 715.5320370271073
8319 12702 301363 199.061490533 47.5993643925 0.0573401 0.806577 59.9057 29049500000.0 -20.7474 1461 53062 413 1177593 2.0 16.21 1.0394053188590116 nan nan nan
8319 12704 301449 199.942788791 47.7155742145 0.0288275 0.705926 123.334 20537800000.0 -20.6471 1461 53062 576 1208162 2.0 24.5 0.42527951735519115 -999.0 -1410.4480009278727 -1410.4480009278727
8319 6101 301457 201.073918277 47.3842314915 0.0905146 0.886252 159.878 69204500000.0 -21.7492 1461 53062 608 1177624 1.0 1.0 2.519572762126473 nan nan nan
8319 12705 248451 202.128436403 47.7140384144 0.0607597 0.310763 24.2887 27855000000.0 -20.9315 1283 52762 291 889264 2.0 22.72 0.6540866895653735 nan nan nan
8319 12703 301377 199.375496188 47.7831791404 0.0268396 0.787991 131.474 27373000000.0 -20.6842 1461 53062 450 1208152 1.0 1.0 2.5020816298820665 -999.0 -1622.5783437684952 -1622.5783437684952
8319 9101 248160 202.533480747 48.8932602825 0.0706991 0.963992 85.7669 28683100000.0 -21.5277 1282 52759 37 898733 2.0 50.46 0.7278905492757395 nan nan nan
8319 6104 248462 202.217214914 49.4825159674 0.060625 0.865829 131.692 32526800000.0 -20.9136 1283 52762 330 901825 1.0 1.0 1.9217248033237975 nan nan nan
8319 3703 248182 201.283303096 48.344505797 0.0688838 0.689943 81.5 35003600000.0 -21.3553 1282 52759 104 892184 2.0 28.61 0.6416614046613927 nan nan nan
8319 6102 248231 199.944770082 48.2065758276 0.0359626 0.967788 82.983 15490900000.0 -20.6802 1282 52759 243 1159989 2.0 36.13 0.3797639268296617 9.850000381469727 818.2183615906218 905.600905061465
8319 9102 612148 201.560998184 47.3003378894 0.09023 0.781616 63.8423 119073000000.0 -22.3525 6625 56386 920 -1 -1.0 -1.0 2.306999882565269 nan nan nan
8319 6103 248465 201.777437777 49.049317198 0.0614512 0.916499 98.2889 33480400000.0 -21.0202 1283 52762 343 898720 1.0 1.0 1.3218106861722307 nan nan nan
8319 3704 248257 199.239947241 47.8683354111 0.0268201 0.475253 15.2887 3784540000.0 -18.7326 1282 52759 300 1208147 2.0 38.37 0.9510839025401536 -999.0 -1135.421863826575 -1135.421863826575
8319 3702 247812 198.743165807 48.1946172876 0.048877 0.927138 32.7859 13909300000.0 -19.9406 1281 52753 45 889218 1.0 1.0 2.1105363007563693 -999.0 -2665.9901263788183 -2665.9901263788183
8319 1901 248210 200.281698257 48.6977464835 0.0455014 0.894264 121.717 9037460000.0 -19.5302 1282 52759 184 1160656 1.0 1.0 2.563301540065456 9.489999771118164 -2232.2035623602915 399.96440206455674
8319 12701 301407 199.60876231 47.2231656037 0.0571118 0.961789 87.8517 95605100000.0 -22.0511 1461 53062 503 1207007 1.0 1.0 2.226945651702518 nan nan nan
9035 1902 262327 235.89912 43.84218 0.0370026 0.582046 19.2 2243890000.0 -17.8198 1333 52782 205 996417 2.0 21.38 0.8904735736780925 nan nan nan
9035 12705 262297 236.377526846 44.0163790263 0.0373523 0.894479 51.5619 1520160000.0 -18.9059 1333 52782 162 997430 2.0 76.27 0.7633722322722681 nan nan nan
9035 3701 262271 236.214156391 43.6974636982 0.0370742 0.581944 44.9628 2297170000.0 -18.4565 1333 52782 128 1187590 2.0 41.79 0.6792088400554187 nan nan nan
9035 12703 221611 237.522038541 45.3380278865 0.0391355 0.653396 11.1196 2716380000.0 -18.547 1168 52731 128 1002988 1.0 0.0 0.694605148996268 nan nan nan
9035 9101 262427 235.447005775 45.5560008092 0.036696 0.551662 101.631 47101000000.0 -21.2673 1333 52782 420 999544 1.0 1.0 1.7138243713221029 nan nan nan
9035 6101 262225 236.848238911 43.4813880657 0.103284 0.892106 146.405 72644100000.0 -21.9736 1333 52782 42 1187598 2.0 18.89 0.013966336846351624 nan nan nan
9035 12702 262477 236.558432622 44.964591611 0.038266 0.759169 54.3924 2937620000.0 -18.7304 1333 52782 513 999573 2.0 50.73 0.5712182454907911 nan nan nan
9035 12704 262463 236.298747667 45.154509011 0.0378959 0.308229 126.737 2519160000.0 -18.6659 1333 52782 485 999563 2.0 56.32 0.675035863723198 nan nan nan
9035 9102 262470 236.083608174 44.9435181253 0.0368162 0.39622 81.7278 1661490000.0 -18.5229 1333 52782 500 1191841 2.0 33.14 0.7210389187461451 nan nan nan
9035 3703 262437 235.649766072 44.6732566299 0.0373564 0.757399 116.774 1718630000.0 -18.6911 1333 52782 433 1189683 2.0 106.29 0.9611399290991611 nan nan nan
9035 6104 685807 236.498655292 45.7312979333 0.0375338 0.744751 3.97105 1903000000.0 -18.2352 1333 52782 580 -1 -1.0 -1.0 0.7118735019821524 nan nan nan
9035 12701 262285 236.469969242 44.2632173071 0.039943 0.711286 105.251 2761070000.0 -19.5202 1333 52782 147 1189701 2.0 136.43 0.6972162420099431 nan nan nan
9035 6102 262230 236.654443702 43.6836515891 0.101173 0.685014 140.034 59166200000.0 -21.9231 1333 52782 49 997437 2.0 28.77 0.3463003310069533 nan nan nan
9035 3704 262231 236.677624895 43.3724791101 0.0363857 0.823486 5.8768 26575100000.0 -20.7889 1333 52782 50 996439 2.0 18.65 0.7441372859265665 nan nan nan
9035 6103 262305 236.395541802 44.4360419069 0.0581797 0.638138 126.747 81796000000.0 -21.8287 1333 52782 173 998491 1.0 1.0 2.2712068612057568 nan nan nan
9035 3702 262313 235.901567289 44.1603787367 0.0368875 0.518197 142.396 3217090000.0 -18.6425 1333 52782 182 997419 2.0 30.33 0.5346934374640969 nan nan nan
9035 1901 262364 235.405343475 44.2721842726 0.0368385 0.822059 153.715 2613780000.0 -18.1719 1333 52782 278 1187560 1.0 0.0 1.4634512317922963 nan nan nan
7958 9102 578469 258.004155923 34.9611591596 0.086338 0.775301 21.6322 111001000000.0 -22.2561 2972 54586 170 519237 1.0 1.0 1.887060412362259 nan nan nan
7958 12703 578863 259.055395852 34.0554132389 0.0381055 0.350969 176.555 3679540000.0 -18.8796 2973 54591 460 519529 2.0 30.11 0.892755326135453 nan nan nan
7958 12705 187853 258.152377303 32.8756320349 0.0233994 0.542977 166.519 2583540000.0 -19.3155 976 52413 585 532980 2.0 85.18 0.91537040276863 nan nan nan
7958 6104 578851 258.197267827 34.0874144618 0.0850275 0.792347 110.798 117644000000.0 -22.2761 2973 54591 434 585143 1.0 1.0 2.3951208169025495 nan nan nan
7958 3703 187308 256.664046275 34.5430022348 0.0302212 0.684304 106.536 17033700000.0 -20.2519 974 52427 515 582919 2.0 0.0 1.0856914069291117 nan nan nan
7958 6102 578445 257.57418 34.24076 0.0849445 0.592286 156.019 68308600000.0 -21.6827 2972 54586 122 583930 1.0 1.0 2.21923828125 nan nan nan
7958 12704 578391 258.147220889 34.6924712445 0.0254981 0.305569 100.738 6028060000.0 -19.8737 2972 54586 11 519242 2.0 41.32 0.6256239556003248 nan nan nan
7958 12702 187835 257.833634661 32.8743302139 0.0372764 0.37759 2.14926 1704650000.0 -18.6388 976 52413 542 583025 2.0 50.41 0.5849503181188093 nan nan nan
7958 6103 578538 257.251841333 34.9047960709 0.035661 0.811709 60.3419 27915600000.0 -20.7562 2972 54586 294 504622 1.0 1.0 1.1829115707592646 nan nan nan
7958 3704 578786 258.608624405 33.4206894407 0.0384346 0.781846 149.533 3481870000.0 -18.6406 2973 54591 238 585172 1.0 2.0 2.124015520806093 nan nan nan
7958 3702 187343 256.992605895 34.8185393231 0.0370471 0.719594 138.715 19895000000.0 -20.7576 974 52427 587 583845 2.0 39.63 0.4464821259377908 nan nan nan
7958 1901 187292 256.398930517 34.7464176615 0.0392196 0.942784 151.721 4208050000.0 -18.9269 974 52427 486 531644 1.0 2.0 1.9624623239776235 nan nan nan
7958 12701 187344 256.957111214 34.4398111003 0.0357749 0.465589 155.063 1040240000.0 -18.3832 974 52427 588 532914 2.0 110.73 0.4756455348088191 nan nan nan
7958 1902 578881 258.99197773 33.6434930207 0.0380607 0.732349 123.144 3298110000.0 -18.6104 2973 54591 487 519268 2.0 21.89 0.6866585662746131 nan nan nan
7958 3701 187825 257.533852961 33.5989044347 0.110113 0.853806 132.271 90971500000.0 -22.0441 976 52413 523 582992 1.0 1.0 2.2212942108235247 nan nan nan
7958 9101 578850 258.495841161 33.6071374989 0.0386619 0.424156 175.869 4301600000.0 -19.0156 2973 54591 433 585162 2.0 33.77 0.8899000041868844 nan nan nan
7958 6101 578517 257.383688857 34.4270318778 0.0238889 0.745516 156.725 11457500000.0 -20.022 2972 54586 249 583869 2.0 23.88 0.5174908415641192 nan nan nan
8548 9101 98006 242.580424835 47.9132008963 0.0975538 0.847174 22.0501 79056300000.0 -21.873 622 52054 239 529460 1.0 1.0 2.2209688960943175 nan nan nan
8548 6101 98661 245.30872922 46.2858973569 0.0579378 0.719741 121.567 29311600000.0 -20.8741 624 52377 161 1957499 1.0 1.0 2.2294121990324034 nan nan nan
8548 12704 686613 244.074725627 47.9816013106 0.0206429 0.385585 102.569 8792810000.0 -19.6818 624 52377 348 531245 2.0 32.78 0.7255431183615006 nan nan nan
8548 12702 98691 244.870710334 46.6778549229 0.046566 0.814057 42.3365 6269340000.0 -20.0895 624 52377 216 530219 2.0 49.76 1.1845298432975933 nan nan nan
8548 3701 98027 242.422201972 47.7365155152 0.0940972 0.892078 78.1887 71065400000.0 -21.7637 622 52054 274 538849 1.0 1.0 1.6681080930439953 nan nan nan
8548 12703 99050 245.601008863 47.7317291681 0.0214979 0.835854 48.4796 2144120000.0 -18.8565 625 52145 286 217193 2.0 29.13 0.9119254199576465 nan nan nan
8548 12705 98721 245.009902118 45.7972555462 0.0533752 0.759969 143.647 19108300000.0 -20.4227 624 52377 277 538919 1.0 0.0 2.067500267006617 nan nan nan
8548 1902 97909 243.339963034 48.1550240077 0.0200673 0.706752 42.235 1143410000.0 -18.1332 622 52054 76 211073 2.0 93.63 0.6875043367084704 nan nan nan
8548 6103 97891 243.472257514 48.2967008953 0.0202585 0.851742 22.2793 2154460000.0 -18.932 622 52054 41 531238 2.0 74.27 0.5724294562088815 nan nan nan
8548 3704 98686 245.100624403 46.2833213852 0.019565 0.693626 86.683 1864820000.0 -18.7411 624 52377 208 530233 2.0 75.96 0.470516088902519 nan nan nan
8548 3702 97916 243.326814088 48.391805707 0.0199003 0.67004 12.7196 548064000.0 -18.1397 622 52054 88 211064 2.0 133.04 0.5377243382858697 nan nan nan
8548 9102 98793 244.914628957 47.8732126405 0.0209365 0.903383 63.5878 486952000.0 -18.4888 624 52377 434 532595 2.0 133.73 0.8384176114710366 nan nan nan
8548 6104 98658 245.747392196 46.6753242366 0.0480018 0.564231 128.322 10638200000.0 -19.8609 624 52377 156 531278 2.0 25.56 0.9538612546513996 nan nan nan
8548 12701 604648 244.641620293 45.7426365079 0.0579873 0.300108 42.9084 23575600000.0 -20.6954 6029 56099 358 -1 -1.0 -1.0 0.7043237349982606 nan nan nan
8548 3703 97927 243.043997907 47.9064334189 0.093673 0.920069 29.5612 129003000000.0 -22.3943 622 52054 105 207827 1.0 1.0 2.536167536313233 nan nan nan
8548 6102 98664 245.522375014 46.6242084914 0.0477681 0.805527 173.612 9663770000.0 -20.2447 624 52377 166 531277 2.0 37.86 0.7126052510776952 nan nan nan
8317 3703 274639 194.917190892 44.3308701337 0.044482 0.652019 64.6562 11467700000.0 -19.8064 1374 53083 234 1244807 1.0 1.0 2.0258239233193276 -999.0 -1317.5897370732332 -1317.5897370732332
8317 6104 300470 194.885391702 42.7589264511 0.0239625 0.432237 46.975 1279270000.0 -18.1716 1458 53119 438 1299465 2.0 55.42 0.8513149429830463 9.84000015258789 271.6909024739479 278.34455722841193
8317 6102 274638 194.925026457 43.7531796624 0.0578109 0.817107 45.3673 55791500000.0 -21.8715 1374 53083 232 1242701 2.0 36.79 0.3298262472046352 nan nan nan
8317 9102 274251 192.977010653 44.0934015539 0.0242658 0.868965 60.8734 1239230000.0 -18.4387 1373 53063 150 1229567 2.0 69.91 0.9319443969726563 9.510000228881836 191.96823174841106 246.52762392953844
8317 12701 274276 192.269935204 43.8331684391 0.074142 0.776548 100.498 148525000000.0 -22.5489 1373 53063 215 1227533 1.0 1.0 2.263447728263863 nan nan nan
8317 1901 299971 192.83129263 42.4349452446 0.094444 0.60888 119.815 789310000000.0 -24.1749 1456 53115 576 1276298 1.0 2.0 1.6652259826660156 nan nan nan
8317 3704 300506 195.331595822 43.2772138273 0.0456365 0.887997 5.4136 8193980000.0 -19.5957 1458 53119 553 1240846 1.0 2.0 2.0713559713323746 -999.0 -2172.4511047558985 -2172.4511047558985
8317 6103 274462 193.270198644 44.9603482345 0.105905 0.657213 81.5385 130205000000.0 -22.4817 1373 53063 553 1234560 1.0 1.0 2.1993934314802073 nan nan nan
8317 3702 274206 193.666721192 43.8700765532 0.0389212 0.74908 141.738 38864900000.0 -21.0519 1373 53063 47 -1 -1.0 -1.0 2.630972567471591 9.970000267028809 -1507.9710772154194 1061.1648321145544
8317 3701 300447 194.480465152 42.9372869668 0.0352464 0.756891 119.703 2639440000.0 -18.4253 1458 53119 387 1299460 2.0 23.72 1.1669931783304586 -999.0 -1528.5954436374157 -1528.5954436374157
8317 12704 274231 193.70398981 44.1555657173 0.0543234 0.577156 109.299 82071100000.0 -22.0135 1373 53063 103 1229573 2.0 17.37 0.7036961732645751 nan nan nan
8317 1902 592379 193.894276074 42.3482796776 0.0643402 0.878361 140.06 32074100.0 -15.277 4704 55681 556 -1 -1.0 -1.0 0.7541100875191067 nan nan nan
8317 12702 274225 193.433367119 43.2498618342 0.0724285 0.697139 35.1505 49839600000.0 -21.4025 1456 53115 637 1301039 1.0 1.0 2.1383272268476277 nan nan nan
8317 6101 274286 191.674632081 43.309041216 0.0404954 0.352935 54.2809 3288650000.0 -19.0042 1373 53063 246 1278273 2.0 41.07 0.4666398737980769 9.329999923706055 85.50225452219836 136.80360723551738
8317 12703 274197 194.650015032 44.530786849 0.0718984 0.426758 22.3035 49438600000.0 -21.4084 1373 53063 26 1232093 2.0 19.33 1.2252434173547082 nan nan nan
8317 12705 274193 193.855952744 43.9380638089 0.038735 0.439593 141.632 2049270000.0 -18.8472 1373 53063 13 1242688 2.0 50.88 0.6568788487276584 9.710000038146973 242.7084265547874 268.31527889772366
8317 9101 274266 192.421756292 44.299358453 0.0502435 0.658011 53.3789 13552600000.0 -20.3845 1373 53063 185 1229560 2.0 52.79 0.6734745855802529 nan nan nan
9493 1902 436856 129.961495262 23.1433485715 0.0251976 0.925164 169.62 10765000000.0 -19.873 2084 53360 373 1885593 2.0 25.57 0.756132308622543 nan nan nan
9493 3701 407187 128.848433221 22.5500466105 0.076746 0.827588 78.2884 54661700000.0 -21.4599 1929 53349 114 1885565 1.0 1.0 1.9938693046569824 nan nan nan
9493 12704 407899 130.810279755 23.4442332967 0.0418113 0.85702 157.383 3030200000.0 -19.441 1931 53358 207 1872936 2.0 62.47 0.6292741589789412 nan nan nan
9493 6101 436888 130.187087142 22.2944558414 0.109091 0.756379 27.8753 88814600000.0 -22.3371 2084 53360 475 1905181 2.0 33.79 0.6414750273589495 nan nan nan
9493 12705 407946 129.99929 23.4134 0.0124453 0.444452 157.184 823256000.0 -17.643 1931 53358 289 1874096 2.0 32.18 1.3787099255181348 nan nan nan
9493 12703 407859 131.048615932 23.5346951562 0.0768184 0.850562 33.3278 117590000000.0 -22.2444 1931 53358 132 1872941 1.0 1.0 2.3797931595990938 nan nan nan
9493 9101 407349 128.71818464 23.667943158 0.0384269 0.730708 63.9886 2808510000.0 -18.8751 1929 53349 536 1876772 2.0 28.56 1.096998624174083 nan nan nan
9493 3703 407866 131.128171442 23.2956348195 0.0254153 0.884413 31.8165 12648200000.0 -19.8384 1931 53358 139 1906143 1.0 1.0 2.4692593819754465 nan nan nan
9493 6104 436866 130.048209256 22.7358865802 0.0411577 0.569189 58.5834 3235630000.0 -19.179 2084 53360 416 1906100 2.0 55.74 1.049705742308812 nan nan nan
9493 6102 407358 129.14741123 23.119557282 0.125222 0.79215 66.2608 74987300000.0 -22.1451 1929 53349 550 1886248 2.0 27.27 0.590126793663781 nan nan nan
9493 9102 436932 130.933247421 22.962404952 0.0615502 0.842086 89.9905 23546900000.0 -21.14 2084 53360 572 1871644 2.0 43.36 1.1300435476173643 nan nan nan
9493 3704 407365 129.117928251 22.8474440791 0.0383447 0.883825 99.4614 3647520000.0 -19.8899 1929 53349 559 1874060 2.0 118.29 0.5712084199939369 nan nan nan
9493 6103 407341 128.875797269 23.6761851633 0.0167682 0.445353 87.282 5239900000.0 -19.0677 1929 53349 522 1876773 2.0 24.65 0.7401149445376585 nan nan nan
9493 3702 406801 128.693824927 23.7174532486 0.0164917 0.372044 99.8426 714586000.0 -17.4374 1928 53327 8 1876769 2.0 90.3 0.5272629398806917 nan nan nan
9493 12701 407208 128.195861645 22.576562509 0.0154003 0.482457 80.1302 2015850000.0 -18.4152 1929 53349 178 1886224 2.0 36.04 0.7320499483956939 nan nan nan
9493 1901 406796 128.65567535 23.5732889913 0.0418283 0.690467 27.1269 6621620000.0 -19.2225 1928 53327 3 1876767 1.0 1.0 2.2211430126795104 nan nan nan
9494 3702 406111 126.652963166 22.4223109579 0.0179809 0.8904 8.22424 6976430000.0 -19.2572 1926 53317 29 1812905 1.0 1.0 2.2148825992102186 nan nan nan
9494 3704 407222 128.019903751 21.6286298321 0.0537645 0.714706 164.547 13401300000.0 -20.6793 1929 53349 204 1906076 2.0 51.24 0.8457928874808152 nan nan nan
9494 1901 407219 127.892526534 22.0336836082 0.0154535 0.642953 155.402 9241640000.0 -19.5432 1929 53349 195 1885545 1.0 1.0 1.0849728991637877 nan nan nan
9494 12702 647488 126.5233084 21.6676316244 0.0145824 0.264156 4.07956 789444000.0 -18.0995 1927 53321 549 1886162 2.0 68.96 0.8187115548670977 nan nan nan
9494 12704 406766 126.621540795 22.2611670641 0.028463 0.274327 150.809 12169500000.0 -20.2861 1927 53321 575 1812902 2.0 54.0 0.5935431452080755 nan nan nan
9494 3703 406862 127.31796476 23.8090207885 0.0181699 0.907628 9.59296 1471650000.0 -17.8917 1928 53327 170 1814806 1.0 2.0 2.3513208304339575 nan nan nan
9494 12705 407253 127.252980642 21.9633831158 0.0204062 0.578136 140.084 542230000.0 -17.4597 1929 53349 299 1874017 2.0 44.5 1.2605700502940012 nan nan nan
9494 12703 406784 127.06798281 22.0348242402 0.0215157 0.281738 122.148 1671780000.0 -18.256 1927 53321 612 1886183 2.0 45.59 0.784075927734375 nan nan nan
9494 9102 407251 127.43483886 22.4243963664 0.0250046 0.783767 37.7335 11551800000.0 -20.3485 1929 53349 280 1875329 2.0 54.38 0.40240454174585616 nan nan nan
9494 6101 436714 127.11357871 21.4172303118 0.054781 0.834797 64.3475 24818000000.0 -20.6142 2083 53359 540 1872796 1.0 1.0 2.248727703336327 nan nan nan
9494 12701 436681 126.910629852 21.2568547334 0.016049 0.266298 22.2258 582578000.0 -17.2187 2083 53359 453 1872785 2.0 39.11 0.9862507597545066 nan nan nan
9494 1902 436665 126.557295217 21.2999222544 0.0232709 0.747632 23.8636 2586750000.0 -18.1845 2083 53359 405 1885525 1.0 1.0 1.9670611939143614 nan nan nan
9494 3701 406770 126.755857347 21.7067520534 0.0152525 0.391175 141.302 8892450000.0 -19.7996 1927 53321 584 1873997 1.0 2.0 1.0324232484839206 nan nan nan
9864 1901 260194 216.089541769 52.1243839051 0.0444285 0.81677 51.9154 9302780000.0 -19.6016 1326 52764 211 1197037 1.0 1.0 2.503047869146035 nan nan nan
9864 3704 208496 215.783508137 50.221357903 0.0268895 0.870007 26.5133 11509100000.0 -19.8319 1045 52725 10 984990 2.0 20.34 1.1004191721518208 nan nan nan
9864 6103 208721 215.067344061 52.1561395812 0.0443681 0.53542 101.956 9163850000.0 -19.5297 1045 52725 619 -1 -1.0 -1.0 1.7792925411427514 nan nan nan
