gal_ID,rho0_b,Rb,SigD,Rd,rho0_h,Rh,incl,phi,x_cen,y_cen,Vsys,chi2
12071-9101,-0.24184794100461554,1.1699592152336047,44.12499931111234,14.208079465376883,-5.625658804475709,260.1161593667877,1.132824173339041,0.6449760136622127,31.596263564180198,30.852153145122447,9.692216321543011,18.04137212709121
12073-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12074-12702,-5.997468458467137,2.9415928620384597,741.5507964701859,6.273803256089258,-4.395754090355951,384.7446786236687,1.0167015400588335,6.017117024899226,35.46862094885814,36.86478346567676,0.7175442552757063,94.23313621439365
12074-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12074-3701,0.5591203428114757,0.9573720121626658,2031.0278071032099,16.93624755720609,-2.0027553538839746,274.9598315120845,0.260923137465077,2.6303558555722346,19.27274790200519,20.22879311986452,30.444955965284553,24.719828516003847
12074-3704,0.5137103943048857,0.8516870953701736,792.0810040429474,13.939311491856264,-4.421862632700453,268.7172725360299,0.5380694596713286,1.10571289207126,21.017347082169476,21.139202569517845,-1.917039966643767,26.26069918672391
12074-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12075-12703,-3.3786953282214744,0.6353239106825948,1958.2385423378369,1.2562693442909687,-4.657008071700587,243.68392526662643,0.6386893420878407,0.09519948081055173,36.88663035779605,37.862887404688784,12.605443086763529,7.75771809669915
12075-1902,-1.4052488972386386,0.7083435730864351,962.9605983186325,17.048362066518727,-1.4606343736964522,261.9819823668812,1.1872800883078884,3.184421340007565,24.598727512189573,14.860061888507579,26.112542902837056,28.212687541051306
12075-3704,-1.9467859272081498,0.2470674236631762,1830.0004672339073,1.1097956623231573,-4.064090921691677,235.26833147451325,0.17601084361544492,1.7600782912456625,21.584801169351877,20.049876063041225,4.810875381709261,2.6204847299490663
12075-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12078-12701,0.22161582815016947,0.5020939179337132,1095.8289142404203,13.96516213816301,-2.608444190026528,263.2343710580482,0.9077500498967708,2.310102747431368,39.60214577706636,35.18081993585426,1.0298466257461603,151.07414725955653
12078-12705,-2.9171744696029265,0.9000130536171548,895.1146483081947,2.822089663608385,-2.820255481106269,214.52883861201616,0.6509298556872856,4.392244828292534,36.102496340370955,36.53886936407687,-2.1924064626278024,9.178052449610394
12078-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12078-3703,0.8982150958536617,0.7747217331404478,134.64949174825637,13.240733683579238,-5.263765401314587,264.53566351000825,0.34892349672994855,5.419831282572177,22.049012977044057,20.857009567587095,4.851296978068775,24.479544582784158
12078-9101,-0.03489653942532197,1.6955249103082186,3.064611190076889,16.723233194563495,-2.8894438735681782,282.2313594626416,0.5225876191899109,3.992917473100007,32.32588907772266,31.70253115811731,11.197376704920707,14.862799588185528
12079-12701,-4.282687294772154,1.2758132864764218,454.80665653874263,2.575859548605223,-2.2442150056283454,286.8794819097321,0.7624968119921902,3.9535518574107376,37.231767981378695,37.43647859984983,18.435914436907154,3.7217956492000033
12079-12702,-0.04996480339875145,1.1313865833339067,101.5338133308107,20.059576495348807,-2.4066449501110085,236.87182504324812,1.2049630570253846,2.580448202411549,37.33543533802674,37.5067608644687,10.841023923890067,12.965494600147876
12079-12703,-2.903897563525366,2.1867722254950954,710.8535379243575,4.56171111530307,-5.193435313438373,253.21613334725694,0.49015961421753634,5.0169466717659565,36.42328777116287,40.18773708747685,-8.467228138715726,10.014548593821718
12079-12704,-4.0237714084912435,1.4412298498445888,189.33184033116885,3.068500235177843,-2.7769198783702476,264.6321972002743,0.7290361179244532,4.20605226946746,37.137327554792996,35.99300251456747,-1.6641038703054494,3.7341247236376724
12079-12705,-3.007401581195447,2.4365773371193735,683.0733227700773,5.15509724306343,-5.7700618094202385,209.44738993799888,1.2048063015376969,3.2045000971055777,36.32462098237915,37.3068444863173,-2.550840907586371,97.44274158926022
12079-1902,-2.209718552221394,2.2984750509055463,1544.0618559578004,4.653520982777175,-5.248390532292226,263.78413084478416,1.1151117989971595,5.876512957367774,17.200935389221,17.24449038946749,18.522642349944864,34.02910192816055
12079-3701,-0.9098147127894727,1.4988281044956633,178.04511846831673,7.81350054385721,-5.000165587004062,276.42153683872954,0.980550984749343,3.7870414856572867,22.803172230696518,21.644659639781523,27.38474201084045,23.612340104477493
12079-3703,0.0082661969743908,1.115334906510246,823.0659880818363,11.503721285814294,-5.109670599677469,231.07197325899014,0.4803230508969507,3.8654510503954644,22.873606126095385,21.64595555209458,12.237621280119765,353.9760015996906
12079-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12079-9101,-1.6129102791755996,1.2139970639577664,1217.881288422002,4.588774692734777,-4.501606931265919,253.64134607018184,1.024657159793555,3.6842138048110487,31.636430735507933,32.40974364881114,5.019870958842798,5.204096931920131
12080-12702,-4.572617852644184,0.07122539227170713,276.313364456743,4.098157377296528,-2.797694548324391,488.8988067887681,1.34139250121698,2.416201094190518,35.63826474547952,35.67113622614803,0.835934385932511,4.827261630723012
12080-12703,-1.1707444571124128,3.4597468166684915,138.13194782563173,4.8845965716471325,-5.738602034988054,214.13069530853736,1.1392726845137366,0.4648138514995088,37.99954793981572,31.749370487978528,-49.06779039492307,23.915127643677533
